"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Lauric acid ethyl ester","Com_4404_neg","Lauric acid ethyl ester","C14 H28 O2",228.20896,7.715,227.20168,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",3596226.681,3832841.233,3578569.576,5089360.557,6844331.675,1454630.995,1863226.118,2774748.006,21.5382099341166,21.806328979136,-0.268119045019404,0.560889887428941,0.362811884531229,"stable",0.377243508863987
"Tyrosylalanine","Com_4447_neg","Tyrosylalanine","C12 H16 N2 O4",252.11105,5.244,251.10377,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1563055.166,1384125.202,1908497.267,1490463.755,1696135.771,2216051.119,1983165.896,2142964.337,20.8462520333432,20.6134953248995,0.232756708443738,0.242458692000844,0.237653704711785,"stable",0.947716408336782
"LPE 20:1","Com_4544_neg","LPE 20:1","C25 H50 N O7 P",507.33249,10.415,506.32522,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",3908975.818,3526060.639,2287210.885,1891006.068,2221917.649,1642814.094,1592276.41,3472949.846,20.9824447587273,21.5910476813833,-0.608602922656011,0.112299827283035,0.177432945881525,"stable",1.20623359846842
"Mevalonic acid","Com_4700_neg","Mevalonic acid","C6 H12 O4",148.07356,3.362,147.06628,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",8858115.236,8614330.59999999,10064835.2,8380519.017,8633637.431,13024328.34,8402655.69400001,11865598.88,23.2355092804403,23.1265652702029,0.108944010237327,0.507276720457401,0.342942823251434,"stable",0.451142676908796
"Deoxyadenosine diphosphate (dADP)","Com_4711_neg","Deoxyadenosine diphosphate (dADP)","C10 H15 N5 O9 P2",411.03854,2.02,410.03128,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside diphosphates",7964847.32700001,6162194.77499999,4175860.052,8261217.52999999,14278913.28,11469700.72,6416345.557,8810674.954,23.1761543546678,22.4912900208782,0.684864333789545,0.108845719595664,0.175568084641115,"stable",1.27741398205148
"LPC 17:0","Com_4723_neg","LPC 17:0","C25 H52 N O7 P",555.35387,9.921,554.3466,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",6334944.99899999,7139562.635,5648149.513,5443163.858,4738016.755,3026780.674,2161759.944,6867811.644,21.9672825101547,22.5972172596624,-0.629934749507733,0.105560757087927,0.17392461080093,"stable",1.0568847152349
"2-Hydroxy-2-methylbutanedioic acid","Com_4732_neg","2-Hydroxy-2-methylbutanedioic acid","C5 H8 O5",148.0371,5.261,147.02983,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",5260517.4,3982557.785,5287160.271,4779357.795,5373913.822,4583957.76,1837689.562,72536306.8,22.7191502040279,22.1953662553682,0.523783948659709,0.591471560571168,0.375172086293821,"stable",0.349042459164685
"3-Methylhippuric acid","Com_4781_neg","3-Methylhippuric acid","C10 H11 N O3",193.07755,4.721,192.07027,"Invalid mass","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",4959699.464,3901030.403,3442824.035,5539641.15400001,5070014.903,18757413.77,9343790.96200001,5063047.058,22.8526056544421,21.9508020327066,0.901803621735514,0.0702411399935739,0.154025525846483,"stable",1.1722484038138
"Lysope 14:0","Com_4854_neg","Lysope 14:0","C19 H40 N O7 P",425.25469,7.817,424.24742,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",753841.3636,590691.957,607440.4217,560293.849699999,554342.6489,960712.4441,393830.1051,1052098.703,19.3284080522085,19.3027770882134,0.0256309639951198,0.932578513279617,0.486315489936269,"stable",0.0568150948816291
"12-Hydroxydodecanoic acid","Com_4882_neg","12-Hydroxydodecanoic acid","C12 H24 O3",216.1725,7.896,215.16522,"Full match","No results","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",4277944.812,3032280.045,2417824.919,3324690.439,3725764.233,3211407.838,3518493.275,3024055.08,21.6766494628769,21.5885787857421,0.0880706771347235,0.750881070562711,0.432549247098077,"stable",0.371754148985426
"13,14-dihydro Prostaglandin F1α","Com_4928_neg","13,14-dihydro Prostaglandin F1α","C20 H38 O5",394.24859,10.496,393.24131,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3986631.434,3343038.019,2301698.546,2273349.308,2372794.532,1016668.877,1019355.168,4481575.852,20.8609524407081,21.5779115331937,-0.716959092485599,0.17948820809254,0.210580559689803,"stable",0.90467524791914
"Phe-Pro","Com_4936_neg","Phe-Pro","C14 H18 N2 O3",262.13184,5.501,261.12456,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1819161.244,1827791.455,2002235.148,1603523.283,1667434.736,3075958.402,2685783.178,2962543.158,21.1379866897664,20.8432306744059,0.294756015360527,0.228159613378193,0.232318244035257,"stable",0.790947750735859
"5-chloro-N-(4-morpholinophenyl)-1H-indole-2-carboxamide","Com_4954_neg","5-chloro-N-(4-morpholinophenyl)-1H-indole-2-carboxamide","C19 H18 Cl N3 O2",355.11481,5.437,354.10753,"Invalid mass","No results","No results",NA,NA,NA,NA,1057345.089,1133919.869,1126375.851,2122175.964,1736926.018,2756076.541,2686172.214,1735633.653,21.0447107314643,20.0760530065578,0.968657724906542,0.00207862853734902,0.0556954835995307,"up",1.77538918306335
"5-Phenylvaleric Acid","Com_5019_neg","5-Phenylvaleric Acid","C11 H14 O2",178.09942,6.413,177.09214,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",5831023.625,4981222.997,5478328.77199999,5111216.265,4865834.48599999,4643610.559,5289232.793,4295940.194,22.2030952192309,22.3695635745623,-0.16646835533135,0.11307363705256,0.17784030691055,"stable",1.23311019436856
"LPA 18:0","Com_5102_neg","LPA 18:0","C21 H43 O7 P",438.27468,10.475,437.26741,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",3306437.508,3543125.349,2496757.281,2355880.941,2484406.042,1610791.897,1754451.296,3858849.019,21.1307942153403,21.5550204757475,-0.424226260407195,0.167985180040906,0.204440082734625,"stable",0.949072060040447
"LPE 12:0","Com_5137_neg","LPE 12:0","C17 H36 N O7 P",397.22325,7.795,396.21597,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",486517.5773,478367.9113,513898.2596,260714.4149,331171.8981,472628.834800001,107990.8233,536348.2634,18.186607886639,18.9103389119335,-0.723731025294541,0.152586799407868,0.196618967732027,"stable",0.940106195517584
"13,14-Dihydro-15-keto Prostaglandin A2","Com_5193_neg","13,14-Dihydro-15-keto Prostaglandin A2","C20 H30 O4",334.21462,6.874,333.20734,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4239437.648,4335458.556,3896094.408,3673683.461,17029931.75,3837250.687,6516733.92700001,4547104.438,22.4908482339426,21.9855972817145,0.505250952228142,0.285861153206799,0.253929772081715,"stable",0.698456809000215
"FAHFA 18:0/20:2","Com_5202_neg","FAHFA 18:0/20:2","C38 H70 O4",590.52542,11.246,589.51814,"No results","Full match","No results",NA,NA,NA,NA,1912635.82,1726590.993,1153766.805,1425711.719,1295080.71,754439.1774,1302951.482,2334179.627,20.3481485210573,20.574848645657,-0.22670012459966,0.532211136336185,0.351556846394372,"stable",0.466723748247116
"PG 18:1_22:6","Com_5263_neg","PG 18:1_22:6","C46 H77 O10 P",820.52679,9.791,819.51951,"No results","Full match","No results",NA,NA,NA,NA,29704599.45,27923795.99,22555478.07,20147925.6,16693328.55,8888890.844,15759362.14,9198308.051,23.6766222312288,24.6620497561469,-0.98542752491807,0.0118483785391186,0.0923903050264118,"down",1.52836794369075
"3-(3-Methoxyphenyl)propionic acid","Com_5297_neg","3-(3-Methoxyphenyl)propionic acid","C10 H12 O3",180.07866,5.879,179.07138,"No results","No results","Full match",NA,NA,NA,NA,9739617.42799999,5670214.88,12946524.4,8740036.005,11444545.03,12316485.33,12141045.18,6648383.586,23.2518826667538,23.0921557209525,0.159726945801314,0.709172255306781,0.418579695951728,"stable",0.369744439018291
"1-Pyrenol","Com_5300_neg","1-Pyrenol","C16 H10 O",218.07261,4.801,217.06534,"Full match","No results","No results","Benzenoids","Pyrenes","Not available","Pyrenes",1328551.564,1397798.195,1580864.835,1845344.632,2323396.226,3465892.354,2141818.952,126473.9296,20.3333887292506,20.4494766804862,-0.116087951235592,0.899368474065015,0.477262633531011,"stable",0.0817008250456183
"Taurolithocholic acid","Com_5318_neg","Taurolithocholic acid","C26 H45 N O5 S",483.30209,8.023,482.29481,"No results","No results","Full match",NA,NA,NA,NA,4948114.92,5461099.54699999,5214400.262,3617550.789,3893502.572,2239286.011,2188987.469,4276592.994,21.5727378224039,22.3110925000004,-0.738354677596519,0.0215545888081494,0.107919429645858,"down",1.4606947234769
"MGDG O-13:1_20:4","Com_5351_neg","MGDG O-13:1_20:4","C42 H72 O9",766.53467,8.536,765.52739,"No results","Invalid mass","No results",NA,NA,NA,NA,48203451.9,52023588.7200001,43674084.25,45530649.79,53314213.24,43956715.17,37364283.16,28800733.93,25.2865381135885,25.5118566108346,-0.225318497246136,0.231298683428216,0.233524717404993,"stable",0.801080365439506
"Prostaglandin H2","Com_5433_neg","Prostaglandin H2","C20 H32 O5",334.21422,7.404,333.20699,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3516169.024,5362105.943,3500744.276,3265780.438,5161983.17999999,3318880.088,3177521.507,5252869.72,21.9049800573048,21.9463905113723,-0.041410454067492,0.881795347985651,0.472341996528432,"stable",0.124897281017957
"8-iso-15-keto Prostaglandin F2α","Com_5459_neg","8-iso-15-keto Prostaglandin F2α","C20 H32 O5",352.22523,6.814,351.21791,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1373703.177,1343852.487,1206000.431,1545870.405,7815130.692,1359879.805,2939620.222,1346043.494,21.1360732352564,20.3164604073978,0.819612827858595,0.167930211008094,0.204409638980468,"stable",0.905487949642121
"JWH 018 N-pentanoic acid metabolite","Com_5494_neg","JWH 018 N-pentanoic acid metabolite","C24 H21 N O3",407.1325,5.56,406.12522,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Naphthoylindoles","Naphthoylindoles",1431538.443,1369306.993,2677361.563,989709.5555,1466401.169,1653585.91,685728.250899999,1685698.258,20.2259705963878,20.7288433435937,-0.502872747205934,0.271002981480365,0.24719492775684,"stable",0.894606537715252
"13,14-Dihydro-15-keto Prostaglandin E1","Com_5508_neg","13,14-Dihydro-15-keto Prostaglandin E1","C20 H34 O5",336.23072,6.624,335.22301,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1456577.075,1705025.868,1724781.993,1549326.884,2759761.998,1397508.944,2665394.731,1432107.482,20.8338749514858,20.6311651335493,0.20270981793653,0.42727102776815,0.31565039011848,"stable",0.526472345970713
"N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","Com_5535_neg","N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","C15 H14 Cl2 N2 O",354.05627,11.963,353.04899,"Invalid mass","No results","No results",NA,NA,NA,NA,6911963.751,5301676.113,6161806.3,4514363.706,4229304.242,5319351.517,3270553.251,4909641.994,22.0658377519307,22.5378677423856,-0.472029990454864,0.0299684560725364,0.11451614599366,"down",1.44956984291354
"N-Acetyl-L-histidine","Com_5592_neg","N-Acetyl-L-histidine","C8 H11 N3 O3",197.08019,1.465,196.07303,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",673021.5446,653870.769899999,721159.235699999,683339.813199999,745961.730300001,1465352.226,832337.2558,949380.314100001,19.7794474211337,19.3796324976496,0.399814923484193,0.106922629883828,0.174495652066766,"stable",1.05526035704371
"2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","Com_5594_neg","2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","C12 H15 N3 O2",233.11633,6.529,232.10872,"Full match","No results","No results",NA,NA,NA,NA,5287176.002,3411773.108,3870281.853,3402938.56,3681359.712,2084383.296,2359408.649,3743980.092,21.5014962703574,21.9733878005811,-0.471891530223719,0.125017585549933,0.184240284531687,"stable",1.14564831464407
"UMP","Com_5596_neg","UMP","C9 H13 N2 O9 P",324.03613,6.565,323.02873,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",20332793.99,29156898.87,29914012.42,14040227.78,13599186.8,25528931.73,27584571.47,26423762.16,24.2836801345131,24.6363190612832,-0.352638926770076,0.273973161702983,0.248112205572586,"stable",0.78215733473267
"6-Phosphogluconic acid","Com_5599_neg","6-Phosphogluconic acid","C6 H13 O10 P",276.02411,5.243,275.01683,"No results","No results","Full match",NA,NA,NA,NA,676695.9967,736491.607600001,839651.3576,686359.707700001,766984.761,796218.496399999,875625.362500001,457263.3648,19.4165737229621,19.5126295916638,-0.0960558687017539,0.626383917743318,0.388709126985286,"stable",0.335878275137286
"PA 2:0_16:0","Com_5900_neg","PA 2:0_16:0","C21 H41 O8 P",452.25434,10.359,451.24706,"No results","Full match","No results",NA,NA,NA,NA,1103643.39,926292.1217,350857.5888,224513.5714,498941.5438,319246.0263,177290.023,884442.246199999,18.4358847556892,19.4384921371539,-1.00260738146467,0.195907776623286,0.218617482587904,"stable",1.03381470697118
"Cynaropicrin","Com_5918_neg","Cynaropicrin","C19 H22 O6",392.14769,5.697,391.14041,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Guaianolides and derivatives",207771.2011,191597.2596,203536.0876,191963.3863,188721.8187,174483.3824,182785.6618,178798.1335,17.4833737983002,17.6157595531305,-0.132385754830221,0.0368353145082521,0.123044828475888,"stable",1.56144890774093
"Carnosine","Com_6051_neg","Carnosine","C9 H14 N4 O3",226.10549,1.346,261.07451,"No results","No results","Full match","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",1070800.65,1037053.753,1031979.885,922841.9692,1005664.55,1026061.012,1146534.815,1084878.243,19.9804154694898,19.9971003842615,-0.0166849147717016,0.77578876544004,0.440575984362223,"stable",0.188011631094695
"11(Z)-Eicosenoic acid","Com_6068_neg","11(Z)-Eicosenoic acid","C20 H38 O2",356.29256,9.901,355.28529,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",527399.5947,573809.572900001,548632.941800001,628027.805699999,397403.3722,470915.6541,496125.764000001,668889.4051,18.9955154352443,19.0680770572776,-0.0725616220332412,0.634570845818155,0.391799082204048,"stable",0.311509353357812
"Hexadecanedioic acid","Com_6071_neg","Hexadecanedioic acid","C16 H30 O4",286.21453,7.033,285.20726,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",8536287.23999999,8829927.722,8612895.466,7693647.052,8305242.412,7289557.008,8650632.52599999,8093381.698,22.9301824354832,23.0457381269187,-0.115555691435532,0.0533412070939783,0.139172245220393,"stable",1.24392565671635
"3,14-dihydro-15-keto-tetranor Prostaglandin E2","Com_6114_neg","3,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5",280.16513,7.252,279.15786,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclopentanols",4313547.93,3781776.695,4263875.247,3591094.11,3817386.591,3525612.547,3938300.152,3582301.2,21.8142370508165,21.9716033669238,-0.157366316107282,0.102036845876241,0.172394903549126,"stable",1.44260874342534
"5-Methoxyindoleacetic acid","Com_6156_neg","5-Methoxyindoleacetic acid","C11 H11 N O3",205.07386,5.425,204.06662,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",428938.1392,261440.5884,271950.6262,455238.0445,639746.6913,467419.4407,309739.0351,324925.0317,18.693640424778,18.2531729687011,0.440467456076892,0.204845099504862,0.222670612085982,"stable",1.00400890083172
"Fosfomycin","Com_6174_neg","Fosfomycin","C3 H7 O4 P",138.00823,1.463,183.00651,"No results","No results","Full match","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",2235667.758,2553055.752,2251918.519,1971997.566,3600400.616,2055653.134,4728368.806,2985727.629,21.4689360080744,21.1595970612425,0.309338946831907,0.273055322882657,0.24783015789307,"stable",0.72025665675943
"4-Butylresorcinol","Com_6236_neg","4-Butylresorcinol","C10 H14 O2",166.0994,6.018,211.09761,"No results","No results","Full match","Benzenoids","Phenols","Benzenediols","Resorcinols",5080842.58300001,4256964.323,7415064.399,9613354.35600001,7009011.85899999,6482614.671,8410558.601,4702825.404,22.7468798082661,22.3733525653636,0.373527242902476,0.270635786757205,0.24708060627463,"stable",0.917784067184482
"L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","Com_6260_neg","L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","C10 H16 N4 O3",240.11513,7.176,239.10785,"No results","Invalid mass","No results",NA,NA,NA,NA,2576262.217,1931399.901,3161502.957,2611534.155,2934170.816,4582084.403,2177695.46,1955403.269,21.3763931396185,21.2567475422677,0.119645597350754,0.702173084858984,0.416167786243441,"stable",0.296906563440805
"10-Hydroxydecanoic acid","Com_6308_neg","10-Hydroxydecanoic acid","C10 H20 O3",188.14137,5.953,169.12354,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",2242936.299,3295839.348,2002155.282,3659719.677,3239507.242,4013292.245,4727408.66700001,3034515.483,21.814530471966,21.2274313824347,0.587099089531261,0.0932041308028419,0.168195399564727,"stable",1.46014450871952
"Maltotriose","Com_6332_neg","Maltotriose","C18 H32 O16",504.17136,9.191,503.16408,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",3790103.385,4064332.873,4356801.758,3735593.02,3674772.616,3173574.976,4086474.969,3357391.303,21.7762283267043,21.9544103149888,-0.178181988284528,0.0866415020300254,0.164685112881236,"stable",1.20722629410384
"LPS 17:0","Com_6394_neg","LPS 17:0","C23 H46 N O9 P",511.29119,9.552,510.28392,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",944149.2826,881005.530099999,869914.005999999,3946410.178,3110291.955,2088950.148,1205526.851,2674301.988,21.2054076007478,19.7759867593053,1.42942084144249,0.00767266377199117,0.0791249879870665,"up",1.6454709318788
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","Com_6406_neg","2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","C18 H24 F N3",301.2003,5.62,300.19302,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzimidazoles","Not available","Benzimidazoles",2468635.127,1753340.743,3179285.148,2450314.534,2557700.421,3091877.585,2196213.951,2675477.876,21.2977910996263,21.1924093790373,0.105381720589001,0.719780253227558,0.422197452182284,"stable",0.395067484236589
"LPC O-14:1","Com_6438_neg","LPC O-14:1","C22 H46 N O6 P",497.31193,9.092,496.30449,"No results","Invalid mass","No results",NA,NA,NA,NA,1496385.27,1812329.441,1296990.055,1552381.738,1363653.209,1002545.705,762291.803999999,2759642.678,20.3632735536327,20.5364000079683,-0.173126454335637,0.634425278041986,0.391744414019439,"stable",0.320600470878239
"19-Nortestosterone","Com_6454_neg","19-Nortestosterone","C18 H26 O2",274.19318,8.943,273.1859,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",1590005.806,1262819.137,2339299.794,1116124.41,1397972.981,1278437.314,980928.751099999,1030444.003,20.1339089915656,20.6754875110468,-0.541578519481188,0.16081477753886,0.200375006420268,"stable",1.37722419828454
"3-Methyluridine","Com_6462_neg","3-Methyluridine","C10 H14 N2 O6",258.08522,4.1,257.07798,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",648324.3591,616416.8327,565069.8241,172559.7422,242346.3651,219765.2266,158634.1508,461639.089400001,17.8241601294855,19.2159908698809,-1.39183074039539,0.0059566563769676,0.0746584115392829,"down",1.66553500072614
"Dithranol","Com_6509_neg","Dithranol","C14 H10 O3",226.06302,6.184,225.05576,"No results","No results","Full match","Benzenoids","Anthracenes","Not available","Anthracenes",1415356.273,1261535.059,1638408.209,1642628.899,1774800.053,1665921.245,1852789.485,1083984.528,20.5887738537549,20.4477820369229,0.140991816832017,0.455315576974464,0.325775480966437,"stable",0.543702283581186
"Cyclamic acid","Com_6532_neg","Cyclamic acid","C6 H13 N O3 S",179.06188,5.366,178.0546,"Full match","No results","Full match","Organic acids and derivatives","Sulfamic acid derivatives","Cyclamates","Cyclamates",104137.8625,102805.3141,108682.2663,173410.9255,91864.45967,107484.6445,151119.1372,237767.5785,17.1338689679103,16.6824825062216,0.451386461688681,0.139073648302048,0.19096564716848,"stable",0.972067674807922
"Homo-Gamma-Linolenic Acid (C20:3)","Com_6536_neg","Homo-Gamma-Linolenic Acid (C20:3)","C20 H34 O2",306.25587,10.5,305.24859,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",863541.969400001,728394.8251,468072.1587,782201.037299999,1019077.331,213616.3352,710900.598200001,623000.0878,19.1857671275637,19.3435464491688,-0.15777932160508,0.748031803975248,0.431616338544561,"stable",0.22940858825094
"15-Keto prostaglandin A1","Com_6564_neg","15-Keto prostaglandin A1","C20 H30 O4",334.21469,7.006,333.20742,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3045092.797,4967671.3,4494676.803,4257743.498,11057543.92,5373314.809,7542323.271,4839189.596,22.5660955537604,21.9606596662458,0.605435887514599,0.11757438378061,0.180263818605208,"stable",1.10476126123165
"15(R)-Prostaglandin E2","Com_6576_neg","15(R)-Prostaglandin E2","C20 H32 O5",352.22525,7.097,351.21797,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1124569.474,1688819.733,1748890.029,2081793.521,4688708.657,1616909.744,2677113.61,1705420.342,21.1657810705106,20.5088444716489,0.656936598861623,0.106751965336768,0.174424686481471,"stable",1.0992872810713
"PC 14:0_20:4","Com_6608_neg","PC 14:0_20:4","C42 H76 N O8 P",799.53702,8.851,798.52975,"No results","Invalid mass","No results",NA,NA,NA,NA,10031964.3,10677887.75,4001541.231,3136018.601,1235058.641,1046823.064,1707071.852,1432792.88,20.5935455958608,22.8461160265171,-2.25257043065631,0.0181912231554202,0.103975116398459,"down",1.74376484085765
"LPS 20:1","Com_6634_neg","LPS 20:1","C26 H50 N O9 P",551.32215,10.765,550.31518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",2560096.855,2267002.891,1303276.567,3737235.125,4950616.059,1858014.5,1359204.425,4945524.535,21.502014001164,20.9046112000648,0.597402801099143,0.265321378933611,0.245402852715511,"stable",0.796579495961356
"PC O-16:0_14:1","Com_6736_neg","PC O-16:0_14:1","C38 H76 N O7 P",735.53893,11.072,734.53165,"No results","Invalid mass","No results",NA,NA,NA,NA,1598765.63,1592436.324,783978.554500001,704060.663200001,631490.449400001,888226.1534,1250058.27,367006.7203,19.4386639999357,20.2639286507084,-0.825264650772723,0.129170826227175,0.186327859469118,"stable",1.16558742071553
"2,4-Dihydroxybenzoic acid","Com_6881_neg","2,4-Dihydroxybenzoic acid","C7 H6 O4",154.02415,4.679,153.01665,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",1743321.375,1517899.138,1595031.093,1432279.863,1611628.503,1738664.492,1755260.057,1676461.053,20.6439517633545,20.6240682447941,0.0198835185604054,0.811337093940242,0.451646232374601,"stable",0.193298649246336
"2-Deoxyuridine","Com_6883_neg","2-Deoxyuridine","C9 H12 N2 O5",228.07469,4.967,227.06743,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",2324598.421,2688405.1,2627264.508,3758285.699,2873389.504,3571675.404,2571569.865,702407.9683,21.1560605199952,21.2773330728712,-0.121272552875954,0.800236408044932,0.448236661564935,"stable",0.164095674032974
"L-Arabinitol","Com_6945_neg","L-Arabinitol","C5 H12 O5",152.06851,5.952,189.01712,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar alcohols",5994943.852,6214412.69900001,4642324.445,6995888.941,4591764.724,5169836.584,8090313.08999999,6711476.47600001,22.5592686705582,22.4096391191677,0.149629551390571,0.483527205220286,0.335337213006034,"stable",0.526071945268709
"LPA 20:4","Com_6965_neg","LPA 20:4","C23 H39 O7 P",458.24301,9.453,457.23573,"No results","Full match","No match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",6354684.243,4931006.997,3978808.282,1880457.792,3353760.975,998140.6416,2323983.617,3384387.336,21.0575032495038,22.2522482779583,-1.19474502845454,0.0203484640942187,0.106622727676038,"down",1.44567174835913
"Neohesperidin","Com_7024_neg","Neohesperidin","C28 H34 O15",610.1906,5.598,609.18333,"Full match","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",300679.2191,478286.5933,178457.1604,169657.1776,1106493.304,280950.6424,1616424.297,2017006.822,19.4235884898303,18.1701999088989,1.25338858093146,0.179712378007882,0.210695838674582,"stable",0.904814333180453
"Resolvin E1","Com_7033_neg","Resolvin E1","C20 H30 O5",350.20939,6.379,349.20212,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids",455339.7623,547995.16,409421.4597,946277.720600001,8443656.539,527165.035199999,3395673.549,355269.6139,20.4006113741455,18.8345382481921,1.5660731259534,0.140723527837528,0.191695332458302,"stable",0.967226288956547
