"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_2w_1","OCI_M2_2w_2","OCI_M2_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","Com_3659_pos","3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","C17 H19 N5",293.16081,6.749,294.16809,"Invalid mass","No results","No results",NA,NA,NA,NA,3865178.457,3933194.278,3752643.218,4017673.438,4397178.606,4390632.057,22.0240242617377,21.8762831051455,0.147741156592229,0.0970203727961087,0.407655818689578,"stable",1.59176780818238
"4-(4-nitrophenylazo)aniline","Com_3660_pos","4-(4-nitrophenylazo)aniline","C12 H10 N4 O2",264.06249,5.915,265.06976,"Invalid mass","No results","No results",NA,NA,NA,NA,5663328.36899999,8501694.30299999,10793405.19,8455070.67300001,8153915.987,5110006.845,22.7517802791966,22.9387281530702,-0.186947873873663,0.735758041336467,0.63457823024363,"stable",0.477174108027788
"KMH","Com_3665_pos","KMH","C17 H30 N6 O4 S",396.19427,6.959,397.20155,"Invalid mass","No results","No results",NA,NA,NA,NA,7854987.739,4414860.26,4830959.39,6707915.999,6048098.878,5535694.607,22.5352721370094,22.3943307436474,0.14094139336196,0.551818405446113,0.56567486420473,"stable",0.477082820339515
"Oxaliplatin","Com_3673_pos","Oxaliplatin","C8 H14 N2 O4 Pt",794.10814,11.785,398.06135,"Invalid mass","No results","No results",NA,NA,NA,NA,9349608.616,7980972.715,8638938.234,11819922.41,11868049.19,763188.786599999,22.1789923846127,23.0423434275451,-0.863351042932372,0.58034501826892,0.578014944285953,"stable",0.587672049066516
"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","Com_3689_pos","2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12368,7.23,331.13096,"Invalid mass","No results","No results",NA,NA,NA,NA,242925.5657,226822.1793,224527.3109,202520.3764,179051.8835,232002.57,17.6338356585848,17.819296136951,-0.185460478366128,0.258192997256541,0.495756364230462,"stable",1.19529405967396
"PE 18:1_18:2","Com_3693_pos","PE 18:1_18:2","C41 H76 N O8 P",741.53136,9.71,742.53863,"No results","Full match","No results",NA,NA,NA,NA,26952521.99,28185245.93,31895054.1,43381137.44,40752344.27,40351800.52,25.3056913248063,24.7863943828438,0.519296941962462,0.035452995095282,0.296773613853925,"up",1.80787860699258
"N1-phenethylbenzene-1-carbothioamide","Com_3725_pos","N1-phenethylbenzene-1-carbothioamide","C15 H15 N S",241.0929,5.328,242.10017,"Full match","No results","No results",NA,NA,NA,NA,7194269.726,8378720.927,3830240.871,12451854.93,14605176.15,12646226,23.6540124440226,22.5485730339043,1.10543941011828,0.0699841837702562,0.367909467700453,"stable",1.59330637469749
"2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","Com_3726_pos","2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","C18 H18 N2 S",294.12175,5.022,295.12903,"Invalid mass","No results","No match","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",2702057.189,2188421.853,2322709.781,1970115.157,2168459.507,2025521.883,20.9693166143233,21.1914878959145,-0.222171281591148,0.225592305045805,0.486162620551184,"stable",1.40904142973646
"L-Ornithine","Com_3727_pos","L-Ornithine","C5 H12 N2 O2",132.09014,1.324,133.09741,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",11952929.56,10187782,12117049.7,18305616.57,10034369.18,11327437.8,23.6058492840161,23.4405775698775,0.165271714138605,0.540474099134406,0.560564596075348,"stable",0.541079476092539
"PC 16:0_17:2","Com_3746_pos","PC 16:0_17:2","C41 H78 N O8 P",743.54687,11.778,744.55334,"No results","Full match","No results",NA,NA,NA,NA,4188457.104,4583881.174,8604372.274,3435595.54,5079299.59,3567013.522,21.9182040554703,22.3875880659108,-0.469384010440429,0.379632772025408,0.519150515789391,"stable",1.00739211112159
"PE 19:2_19:2","Com_3747_pos","PE 19:2_19:2","C43 H78 N O8 P",767.54585,11.769,768.55312,"No results","Full match","No results",NA,NA,NA,NA,10239238.89,14301520.84,13623755.04,21008884.69,21966883.74,18699614.03,24.2899427603483,23.5856304819203,0.704312278427981,0.0552304937555674,0.344626729306652,"stable",1.71136728467209
"Indole-3-acetic acid","Com_3761_pos","Indole-3-acetic acid","C10 H9 N O2",175.06363,5.726,176.07091,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",11552945.51,13018829.78,17397983.37,10387507.79,11507545.81,13646425.61,23.4888142849192,23.7160901942645,-0.227275909345362,0.0669623855167341,0.363757916729243,"stable",0.901284333798872
"Ergocristine","Com_3764_pos","Ergocristine","C35 H39 N5 O5",1218.57466,4.827,610.29461,"Invalid mass","No results","No results","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergotamines, dihydroergotamines, and derivatives",6148596.80499999,4908256.342,5553214.917,3598146.112,3835750.3,4073344.528,21.8692273770269,22.3944989141415,-0.525271537114516,0.0535083984127617,0.341329107043135,"stable",1.7507249785591
"2,3-dihydroxypropyl 12-methyltridecanoate","Com_3800_pos","2,3-dihydroxypropyl 12-methyltridecanoate","C17 H34 O4",319.27246,6.307,320.27973,"Invalid mass","No results","No results",NA,NA,NA,NA,4542713.59,5214159.412,3169842.489,718123.2786,1693734.989,1477657.229,20.213509650147,22.0083686339141,-1.79485898376712,0.0595093328084889,0.352229268225607,"stable",1.69820910138591
"6-Pentyl-2H-pyran-2-one","Com_3806_pos","6-Pentyl-2H-pyran-2-one","C10 H14 O2",166.09702,5.944,167.10412,"Invalid mass","No results","No results",NA,NA,NA,NA,1373509.213,2208989.067,1470000.361,996630.330400001,1499070.112,1201309.934,20.21283745435,20.6505916943985,-0.437754240048481,0.0306089294110596,0.290211709037249,"down",1.18162937540556
"Levamisole hydrochloride","Com_3852_pos","Levamisole hydrochloride","C11 H12 N2 S",204.07254,5.789,205.07982,"Full match","No results","No results",NA,NA,NA,NA,315038.7329,291580.5081,306268.7857,277266.121,244995.6258,334374.9318,18.111471817253,18.2143810849773,-0.102909267724279,0.46991126570599,0.535436463777984,"stable",0.675927214169736
"3-(2-thienylmethylidene)chroman-4-one","Com_3865_pos","3-(2-thienylmethylidene)chroman-4-one","C14 H10 O2 S",264.02415,4.744,265.03143,"Invalid mass","No results","No results",NA,NA,NA,NA,2634246.895,2245575.896,3463035.598,3533394.948,11038597.41,2432632.424,22.120921344482,21.3837396591525,0.73718168532951,0.465994728407233,0.534129307717188,"stable",0.899996431650885
"Epitestosterone","Com_3867_pos","Epitestosterone","C19 H28 O2",288.20913,6.941,289.21641,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",8651628.041,12516606.11,10031165.44,7691773.47700001,6927506.54200001,10406812.04,22.9699381455614,23.2932887321831,-0.323350586621729,0.357545539355386,0.515952781258002,"stable",1.07364657538833
"CAR 12:1","Com_3877_pos","CAR 12:1","C19 H36 N O4",341.25625,6.796,342.26353,"No results","Invalid mass","No results",NA,NA,NA,NA,2270416.012,1770230.576,2592628.287,1380430.658,775435.6802,1307482.22,20.093231493513,21.0586716803009,-0.965440186787955,0.0195479685343441,0.287492590960338,"down",1.59048867223689
"N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","Com_3905_pos","N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","C16 H21 N3 O2",287.16374,5.514,288.17102,"Full match","No results","No results",NA,NA,NA,NA,383769.6559,358003.53,362853.39,326697.1202,306323.3848,382211.0882,18.3621001000791,18.489507543037,-0.127407442957924,0.335143494759157,0.512327215411465,"stable",1.01839818306095
"2-benzylideneindan-1-one","Com_3930_pos","2-benzylideneindan-1-one","C16 H12 O",220.08913,7.408,221.0964,"Full match","No results","No results",NA,NA,NA,NA,839011.318100001,4735999.573,3045822.834,3412228.924,2590112.169,3345098.804,21.5601611830213,21.1306562878841,0.42950489513721,0.662989316362194,0.610107928713445,"stable",0.514257945691263
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","Com_3973_pos","(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","C16 H28 O7",349.20784,7.111,350.21512,"Invalid mass","No results","No results",NA,NA,NA,NA,812153.2222,711461.0412,751639.195499999,669439.872500001,585706.037699999,771906.682599999,19.3568263730985,19.5304994722509,-0.17367309915242,0.243090652450874,0.491455290482577,"stable",1.06375895584769
"2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","Com_3990_pos","2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","C17 H17 N3 S",273.13287,4.774,296.12215,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",3679865.189,5093673.23,4614030.503,856819.6939,7040613.041,3685792.364,21.4231483689359,22.0763641915477,-0.653215822611763,0.480547224339649,0.538909555235911,"stable",0.639259302672778
"2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","Com_4009_pos","2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","C12 H12 N2 O S",232.0691,5.942,233.07637,"Invalid mass","No results","No results",NA,NA,NA,NA,4596501.41199999,4084513.809,5422417.07799999,3638720.677,4070621.47599999,5269765.433,22.0270416117101,22.1547807793654,-0.127739167655243,0.348589046980179,0.514553110342809,"stable",0.581407300231674
"PS 32:1","Com_4070_pos","PS 32:1","C38 H72 N O10 P",755.472,9.679,756.47928,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",5132348.035,1193060.976,6662787.455,1110427.453,1020816.232,1196346.931,20.0780599479801,21.7150394550549,-1.63697950707471,0.147670289221091,0.45153750058273,"stable",1.37323416763964
"Methyldopa","Com_4104_pos","Methyldopa","C10 H13 N O4",211.08477,1.514,229.11859,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",11379686.28,10306490.07,11584858.07,10453029.22,10865336.51,9047577.018,23.2665824416153,23.4009147487494,-0.134332307134077,0.395221081672612,0.521213028776716,"stable",1.08423767067247
"DL-5-Methoxytryptophan","Com_4119_pos","DL-5-Methoxytryptophan","C12 H14 N2 O3",234.10078,5.264,235.10797,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",6117303.291,6534904.763,7142809.159,6987837.217,7238719.70100001,6274582.152,22.7016018832008,22.6507531001513,0.0508487830495419,0.712094527180086,0.626964820880863,"stable",0.515766314612669
"Oleoyl ethanolamide","Com_4139_pos","Oleoyl ethanolamide","C20 H39 N O2",331.3089,7.877,332.31618,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",1263359.025,1259740.579,259183.0057,2329535.696,1988663.518,1084090.005,20.7076772924599,19.5057133641553,1.2019639283046,0.110271647669264,0.422025129653737,"stable",1.10726095610994
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","Com_4149_pos","7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","C16 H10 N2 O2",262.07457,6.78,263.08185,"Full match","No results","No results",NA,NA,NA,NA,388842.072,352776.5527,362841.6546,11394891.82,312524.023,398414.6644,20.0998008937856,18.4887335037527,1.61106739003295,0.427958858468343,0.525099512490735,"stable",0.81973970415591
"N-(p-Coumaroyl) serotonin","Com_4168_pos","N-(p-Coumaroyl) serotonin","C19 H18 N2 O3",644.26633,5.997,645.27361,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","N-acylserotonins",2782652.568,2106674.874,5126120.592,3014709.537,3674059.348,7636376.13900001,22.0656626040702,21.5680005316156,0.497662072454538,0.132743667806132,0.441305492778507,"stable",0.771741642388525
"SPB 17:1;2O","Com_4175_pos","SPB 17:1;2O","C17 H35 N O2",285.26702,7.237,286.2743,"No results","Full match","No results",NA,NA,NA,NA,3553239.231,3502355.918,921198.2507,3003112.845,1779756.033,2307726.285,21.1397720017123,21.1045832703879,0.0351887313244355,0.963366657069487,0.694542164498092,"stable",0.048804513815018
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","Com_4211_pos","N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","C8 H13 N7",207.12375,5.829,208.13103,"Full match","No results","No results",NA,NA,NA,NA,4018321.391,4795593.456,5545313.459,2786186.539,2966368.816,5348934.918,21.7536490641553,22.1780923464354,-0.424443282280102,0.157864241632113,0.457630734393156,"stable",1.02625962117298
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","Com_4223_pos","(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","C16 H14 O4",252.079,7.463,253.08627,"Invalid mass","No results","No results",NA,NA,NA,NA,4877601.207,4223797.009,4835135.001,4325679.917,3400765.604,4878632.174,21.9866563036502,22.144324729879,-0.157668426228788,0.236542175490644,0.489455257141434,"stable",0.80666695670041
"PE O-16:1_16:1","Com_4225_pos","PE O-16:1_16:1","C37 H72 N O7 P",673.50517,9.286,674.51245,"No results","Full match","No results",NA,NA,NA,NA,92979041.38,28097526.89,109059630.3,9644152.48599999,7282203.10000001,6386080.625,22.8678886383611,25.9716279869856,-3.10373934862452,0.0382400720715452,0.304777676855306,"down",1.74748607297693
"13,14-Dihydro prostaglandin E1","Com_4241_pos","13,14-Dihydro prostaglandin E1","C20 H36 O5",338.24419,7.684,339.25147,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3297970.906,4660061.17200001,3650186.92,2972713.343,2294604.315,3816622.815,21.4990093569356,21.8682012055402,-0.369191848604569,0.382179011527545,0.519497762873326,"stable",1.09899978241832
"6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","Com_4267_pos","6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","C17 H16 N2 O4 S",344.08068,11.539,345.08795,"Invalid mass","No results","No results",NA,NA,NA,NA,2337064.794,2271453.831,2467018.411,2104333.282,1847362.416,2583622.831,21.0409771065764,21.1685959682709,-0.127618861694582,0.351651344461396,0.515038828625235,"stable",0.76114349314823
"o-Toluic Acid","Com_4272_pos","o-Toluic Acid","C8 H8 O2",136.05264,5.988,137.05992,"No results","No results","Full match",NA,NA,NA,NA,25165831.35,22270540.66,26033846.51,23486944.13,20647874.9,27895833.26,24.5061306539106,24.5424937731425,-0.0363631192318934,0.646622334870204,0.604145763206491,"stable",0.238296058189154
"MGMG (18:2)","Com_4274_pos","MGMG (18:2)","C27 H48 O9",516.32778,1.793,259.17116,"No results","No results","Full match",NA,NA,NA,NA,4734370.898,4766478.213,3710556.043,691313.3853,802597.003599999,759816.5243,19.5161960468632,22.0608125135582,-2.54461646669504,0.00307397097023961,0.252418328878282,"down",1.88058741836664
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","Com_4287_pos","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12 H14 O4",222.09072,5.08,483.14557,"Invalid mass","No results","No results",NA,NA,NA,NA,556479.2069,515204.5301,564282.7913,1756638.88,2359051.622,1136354.082,20.6767142594951,19.0556042789218,1.6211099805733,0.0418793904465671,0.314526716051686,"up",1.76716582359825
"Tomatidine","Com_4317_pos","Tomatidine","C27 H45 N O2",415.34522,10.839,416.35249,"Full match","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",720636.150600001,1242047.757,569457.604600001,2180148.982,2162159.708,1692491.64,20.9302514111066,19.6074765433371,1.32277486776957,0.0369610334994712,0.301201769696727,"up",1.66720446490353
"PE O-18:2_22:6","Com_4322_pos","PE O-18:2_22:6","C45 H76 N O7 P",773.53593,10.346,774.54319,"No results","Full match","No results",NA,NA,NA,NA,10949618.53,19219131.27,10146540.42,13737719.11,11846735.18,11785012.38,23.5666917608752,23.6183005451292,-0.0516087842540749,0.888352656302812,0.677078035965948,"stable",0.162320889969947
"16α-Hydroxydehydroepiandrosterone","Com_4338_pos","16α-Hydroxydehydroepiandrosterone","C19 H28 O3",299.25452,8.678,322.24377,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",12417379.68,20790152.25,13212464.62,13972200.5,8367658.82499999,12938152.04,23.4525255831669,23.8435502306749,-0.391024647507997,0.488592869979023,0.541464794035249,"stable",0.966999003275693
"4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","Com_4344_pos","4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","C14 H16 N2 O S",260.09843,6.075,261.10571,"Full match","No results","No results",NA,NA,NA,NA,323793.1807,1322188.48,400175.0367,289356.2077,859337.6548,981277.0715,19.2532178940343,19.0831603811002,0.170057512934115,0.796122744295541,0.652661863456025,"stable",0.189767629225749
"SM 34:0;2O","Com_4347_pos","SM 34:0;2O","C39 H81 N2 O6 P",726.56616,8.732,727.57343,"No results","Invalid mass","No results",NA,NA,NA,NA,41100719.38,35662621.53,60599622.7499999,22689589,21661871.61,16524891,24.2607730410812,25.4111250695905,-1.15035202850922,0.0873656228126877,0.395279027621888,"stable",1.71245501853922
"Oxohongdenafil","Com_4438_pos","Oxohongdenafil","C25 H32 N6 O4",960.51102,5.447,481.26279,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",3855973.52,6888027.30900001,5014963.998,4292900.18,5451431.941,8347593.685,22.4682179835855,22.284043686233,0.184174297352467,0.612660737365226,0.591173425026463,"stable",0.456121131030112
"PS 20:2_20:3","Com_4463_pos","PS 20:2_20:3","C46 H80 N O10 P",837.55198,9.769,838.55925,"No results","Full match","No results",NA,NA,NA,NA,22819122.51,20870096.24,21181427.39,26448119.34,23216227.77,30434953.32,24.6615059546077,24.3649901250244,0.296515829583335,0.122326144410481,0.433038074221578,"stable",1.47176635510898
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","Com_4527_pos","1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",219.12613,6.368,202.12287,"Invalid mass","No results","No results",NA,NA,NA,NA,4366806.666,3668445.226,4263709.313,3530398.151,3553474.227,4206026.16200001,21.8387415547521,21.9628540647834,-0.124112510031313,0.308314756171062,0.507375620765701,"stable",0.903236396851338
"Ouabain","Com_4541_pos","Ouabain","C29 H44 O12",566.26891,5.55,567.27619,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolide glycosides and derivatives",344743.8398,328695.0755,332206.0909,314131.1571,280137.8272,349538.3934,18.2572920673714,18.3544248543237,-0.0971327869523222,0.391985884610475,0.520797149783404,"stable",0.864226058861848
"UR-144 N-(5-Bromopentyl) analog","Com_4545_pos","UR-144 N-(5-Bromopentyl) analog","C21 H28 Br N O",411.11366,5.086,412.12094,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",1742914.308,938367.072499999,3377715.359,2969333.453,1449347.446,1369972.859,20.7847985409556,20.753493133195,0.0313054077605557,0.96687275179325,0.695312332598148,"stable",0.0460079286864131
"22(S)-Hydroxycholesterol","Com_4564_pos","22(S)-Hydroxycholesterol","C27 H46 O2",402.35021,11.252,403.35787,"No results","No results","Full match",NA,NA,NA,NA,332578.9154,196402.0528,191430.5682,269627.9651,352998.8342,330873.4837,18.2686115524317,17.8244164542483,0.444195098183307,0.356701832091445,0.515823611997454,"stable",1.16270756770144
"PC O-18:0","Com_4596_pos","PC O-18:0","C26 H54 N O7 P",523.36457,10.117,524.37195,"No results","Full match","Full match",NA,NA,NA,NA,2184822.33,1617532.902,1198807.657,2876647.308,2575281.304,2407508.806,21.3171217209504,20.6258723114183,0.69124940953213,0.0592062919902762,0.351716656104362,"stable",1.50922935310879
"LPC 34:2","Com_4636_pos","LPC 34:2","C42 H82 N O7 P",765.56011,11.238,766.56738,"No results","Invalid mass","No results",NA,NA,NA,NA,160790.7063,142577.551,199935.4371,134814.563,125400.2153,158325.9069,17.083111646696,17.3417954973622,-0.258683850666223,0.0274574857578332,0.289656007618928,"stable",1.12836328790411
"PC O-33:4","Com_4644_pos","PC O-33:4","C41 H76 N O7 P",725.5355,10.802,726.54278,"No results","Full match","No results",NA,NA,NA,NA,6690503.023,3399295.865,7828080.56300001,2255860.365,2139202.496,1202733.038,20.7772576615627,22.423571643468,-1.64631398190535,0.107558418430491,0.419295461727153,"stable",1.64237545296922
"4-Methyl-2-Oxopentanoic Acid","Com_4664_pos","4-Methyl-2-Oxopentanoic Acid","C6 H10 O3",130.06357,3.551,131.07085,"No results","No results","Full match",NA,NA,NA,NA,63956.75294,608773.7939,764563.486799999,310116.3051,1185637.596,1091898.017,19.4926960699962,18.2415441943799,1.25115187561623,0.141839047746213,0.447742018919273,"stable",0.818654124928387
"ILK","Com_4697_pos","ILK","C18 H36 N4 O4",186.13718,4.724,187.14442,"Invalid mass","No results","No results",NA,NA,NA,NA,3443687.722,2302810.245,3174978.03,2647658.703,2048571.523,2802041.532,21.240173158064,21.4829340586232,-0.242760900559173,0.0708818249109443,0.369091598109607,"stable",0.897062582258348
"3-Methoxy prostaglandin F1α","Com_4719_pos","3-Methoxy prostaglandin F1α","C21 H38 O6",408.24513,8.852,409.25241,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",474091.5969,427812.1192,450886.5975,387232.7977,353279.3632,449011.9601,18.5898953081554,18.7812764081363,-0.191381099980958,0.175276024332254,0.466693420647674,"stable",1.24448576354633
"Paraxanthine","Com_4734_pos","Paraxanthine","C7 H8 N4 O2",180.06345,1.722,198.09721,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",8745978.821,5532592.97099999,6732974.944,6221984.16800001,4914551.506,9756851.62699999,22.6718519619117,22.7141751494802,-0.0423231875685453,0.901771750712262,0.680347336581624,"stable",0.114908802854541
"3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","Com_4794_pos","3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","C15 H12 O4",256.0696,2.404,257.07688,"Invalid mass","No results","No results",NA,NA,NA,NA,6790644.11299999,15724679.23,23140095.96,19197825.52,4030525.779,14836655.22,23.3198795815734,23.688511919173,-0.368632337599532,0.749879018681849,0.638975184653578,"stable",0.391569208564813
"Scopolamine","Com_4826_pos","Scopolamine","C17 H21 N O4",303.15094,6.247,304.15822,"Invalid mass","No results","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",3240531.401,282484.7307,319901.9392,3406983.468,276298.9797,422694.3571,19.4883965175186,19.3409608523001,0.147435665218506,0.376663547832522,0.518740253258824,"stable",0.0869626004855955
"CAR 18:1","Com_4846_pos","CAR 18:1","C25 H48 N O4",443.36168,8.54,426.35843,"No results","Invalid mass","No results",NA,NA,NA,NA,2023249.791,2865367.114,1580160.03,2785451.355,1401825.121,2164647.444,20.9580184281556,20.9967236063371,-0.0387051781814876,0.944944668042655,0.690430653321812,"stable",0.0957460251985685
"PC 34:2","Com_4877_pos","PC 34:2","C42 H80 N O8 P",779.54448,9.041,780.55176,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",74403981.5000001,65659306.58,125280574.5,50158044.2100001,61839423.54,47741021.12,25.6569091274574,26.3393200532337,-0.682410925776313,0.215222323778697,0.482782187785275,"stable",1.40475424278437
"L-Tryptophan","Com_4890_pos","L-Tryptophan","C11 H12 N2 O2",204.09439,6.753,205.10167,"No results","Invalid mass","No results","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",2640291.664,5664674.066,7455632.792,6673021.609,4765092.89899999,3208717.759,22.1558490397441,22.1985755900381,-0.0427265502940202,0.959451848251944,0.69367760215392,"stable",0.0744621276268486
"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","Com_4928_pos","N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","C13 H17 Cl N2 O3 S",332.03653,1.343,333.04355,"Invalid mass","No results","No results",NA,NA,NA,NA,816188.2503,719362.4086,763729.9566,1615207.977,1481652.204,2264405.917,20.7442550277989,19.5458682498848,1.19838677791406,0.0231452450339595,0.288655808006648,"up",1.79912291163332
"Heptadecanoic Acid","Com_5018_pos","Heptadecanoic Acid","C17 H34 O2",292.23439,6.943,293.24165,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3390518.017,4964011.84600001,5514379.925,3744953.034,5969153.575,4106353.782,22.1050125445556,22.1103055485175,-0.0052930039619028,0.98242993278288,0.698683378028877,"stable",0.0168960044598716
"Norlidocaine","Com_5020_pos","Norlidocaine","C12 H18 N2 O",206.14228,5.393,207.14957,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid amides",4714962.262,4469653.648,5168008.364,4284766.31599999,3997502.845,5257737.296,22.0958211173077,22.1872411261498,-0.0914200088421389,0.258571286275898,0.495858556490385,"stable",0.612574565094328
"LPE 38:6","Com_5025_pos","LPE 38:6","C43 H76 N O7 P",749.53583,10.16,750.54319,"No results","Full match","No results",NA,NA,NA,NA,8791863.447,7054694.13100001,10637984.05,4926633.771,2307602.97,1868905.694,21.4012989118996,23.0535370314175,-1.65223811951785,0.0759953281004733,0.378023055270302,"stable",1.65403634118623
"Zaleplon-d4","Com_5091_pos","Zaleplon-d4","C17 H11 [2]H4 N5 O",309.14831,5.518,310.15558,"Invalid mass","No results","No results",NA,NA,NA,NA,379481.1895,354002.9894,358798.6542,323046.4158,302900.3484,377940.0382,18.3458878307188,18.4732952733353,-0.127407442616413,0.335143495335682,0.512327215510308,"stable",1.01839818198545
"(-)-Epigallocatechin","Com_5117_pos","(-)-Epigallocatechin","C15 H14 O7",634.13396,1.92,635.14123,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",5874364.178,4194085.606,5676095.719,4822198.364,3995594.024,3188824.826,21.9119438525471,22.3074645475977,-0.395520695050614,0.223316132641725,0.485443578607536,"stable",1.22824936036531
"Quinidine","Com_5129_pos","Quinidine","C20 H24 N2 O2",302.19991,5.93,325.18915,"Invalid mass","No results","No results","Alkaloids and derivatives","Cinchona alkaloids","Not available","Cinchona alkaloids",415438.4545,341008.1316,361066.8044,354054.3335,318863.905,391724.0682,18.431890255371,18.5018760390489,-0.0699857836778719,0.561479564040592,0.569934131422295,"stable",0.527604037202143
