"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","MV4_11_6w_1","MV4_11_6w_2","MV4_11_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PE O-16:1_20:3","Com_3503_pos","PE O-16:1_20:3","C41 H76 N O7 P",725.5363,11.58,726.54358,"No results","Full match","No results",NA,NA,NA,NA,7744220.182,7869573.669,7140264.68699999,8247895.92600001,9332416.419,20476388.22,14514460.36,11078626.63,8163410.39500001,23.4283126242273,22.8533629051366,0.574949719090718,0.0427960447590086,0.182534447439309,"up",1.25985295989046
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime","Com_3506_pos","1-(3,4-dimethoxyphenyl)ethan-1-one oxime","C10 H13 N O3",217.07415,5.268,235.10795,"Invalid mass","No results","No results",NA,NA,NA,NA,6307208.24599999,6971245.46999999,6153185.748,7403175.98099999,5735221.968,7341699.549,9928472.23799999,7502425.693,7967530.604,22.8477634425733,22.6248190827573,0.222944359816008,0.10002959289599,0.265602364312281,"stable",1.05289298960128
"PC O-36:8","Com_3511_pos","PC O-36:8","C44 H74 N O7 P",1519.02836,11.735,760.52146,"No results","Invalid mass","No results",NA,NA,NA,NA,3004226.708,219098.0821,212384.9498,1604407.203,2975910.087,3431871.957,240235.4439,1544138.117,215852.7718,19.9968701132176,18.9853671990541,1.01150291416349,0.532583954240752,0.605519072825153,"stable",0.606468385086687
"PC O-36:5","Com_3512_pos","PC O-36:5","C44 H80 N O7 P",765.56727,10.82,766.57454,"No results","Full match","No results",NA,NA,NA,NA,11926201.38,27212446.23,21372225.33,8429475.184,7324332.85999999,23486039.62,12632643.67,6189946.103,3620044.559,23.0393836870795,24.1848761266561,-1.14549243957658,0.0681228196109468,0.227091634760685,"stable",1.29935231857462
"4-cyclopropyl-5-sulfanyl-4H-1,2,4-triazol-3-ol","Com_3557_pos","4-cyclopropyl-5-sulfanyl-4H-1,2,4-triazol-3-ol","C5 H7 N3 O S",157.03344,1.315,158.0407,"Invalid mass","No results","No results",NA,NA,NA,NA,596708.1064,598892.1854,573541.592,973079.626300001,593306.8449,535588.4879,457563.7728,852149.1371,971855.602099999,19.4160208065716,19.1693804061165,0.246640400455149,0.257628749558325,0.426118443670014,"stable",0.694393950688983
"2-oxopiperidine-3-carbohydrazide","Com_3558_pos","2-oxopiperidine-3-carbohydrazide","C6 H11 N3 O2",157.08543,2.483,158.09271,"Full match","No results","No results",NA,NA,NA,NA,682725.653800001,946792.059900001,1063047.951,932988.2553,684600.6218,962908.954,1322909.328,917149.121500001,1034535.005,19.8693454868894,19.7511365875021,0.118208899387273,0.633664233977521,0.646180947688549,"stable",0.437097090001373
"2-Arachidonoyl glycerol","Com_3577_pos","2-Arachidonoyl glycerol","C23 H38 O4",360.26669,8.91,361.27397,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Endocannabinoids","Not available","Endocannabinoids",3549686.483,3754313.035,10023326.6,6772689.539,6376407.057,3378644.859,6778437.713,6663963.04600001,6874579.75399999,22.5094889079567,22.2854119186752,0.224076989281514,0.697780243803389,0.667894811119474,"stable",0.459035689118976
"3-benzyl-1-methyl-2-oxo-1,2-dihydroquinolin-4-yl benzoate","Com_3586_pos","3-benzyl-1-methyl-2-oxo-1,2-dihydroquinolin-4-yl benzoate","C24 H19 N O3",391.11657,2.254,392.12381,"Invalid mass","No results","No results",NA,NA,NA,NA,791135.442300001,691220.9954,681907.641699999,737311.066899999,815150.3919,724574.580900001,6515452.19199999,764898.090000001,4760262.822,20.4930578304292,19.4571898399405,1.03586799048872,0.150418985856589,0.319877803800819,"stable",0.889135327960105
"4-Hydroxyretinoic Acid","Com_3607_pos","4-Hydroxyretinoic Acid","C20 H28 O3",316.20358,7.684,317.21082,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Retinoids","Retinoids",9699750.32000001,5211257.874,2802510.294,16844601.85,10938678.01,6358252.58099999,7207688.26099999,4166792.281,5421990.90699999,22.8551531908689,22.3136682128902,0.541484977978769,0.423822025199622,0.549855862590485,"stable",0.770151823926559
"Diacetoxyscirpenol","Com_3628_pos","Diacetoxyscirpenol","C19 H26 O7",388.15371,8.301,389.16094,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",1241866.278,679095.1144,1365888.583,898926.6309,2280616.602,1016863.27,1735551.862,762202.2151,2659569.803,20.4106782355131,19.9995803025217,0.411097932991353,0.389518537137193,0.52888933268315,"stable",0.662480955831112
"3-Hydroxypicolinic acid","Com_3653_pos","3-Hydroxypicolinic acid","C6 H5 N O3",139.02717,1.474,157.06097,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",740587.868000001,787895.054399999,1130247.663,2216490.303,1306927.703,2206045.878,2154529.628,2951675.671,1360409.604,20.8963798063562,19.7313876160305,1.16499219032569,0.0054869393517598,0.0680707803030498,"up",1.82871838109893
"3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","Com_3659_pos","3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","C17 H19 N5",293.16081,6.749,294.16809,"Invalid mass","No results","No results",NA,NA,NA,NA,2773510.204,3380636.354,3131473.621,3743446.583,5429112.62599999,5431753.149,17144663.57,5400161.72299999,3899214.011,22.4786310927076,21.5568517683218,0.921779324385763,0.0363767628754151,0.170722334537714,"up",1.29842221900559
"4-(4-nitrophenylazo)aniline","Com_3660_pos","4-(4-nitrophenylazo)aniline","C12 H10 N4 O2",264.06249,5.915,265.06976,"Invalid mass","No results","No results",NA,NA,NA,NA,12817668.99,11429259.24,6475349.90000001,17446788.53,15197986.58,13526360.24,16264509.24,16793833.28,8092543.99999999,23.7513199081063,23.228128623334,0.523191284772306,0.222102938232855,0.394728299958226,"stable",1.16968182994617
"KMH","Com_3665_pos","KMH","C17 H30 N6 O4 S",396.19427,6.959,397.20155,"Invalid mass","No results","No results",NA,NA,NA,NA,11542890.12,9632346.44099999,12864629.14,150298.466,353810.6873,211441.3969,327027.34,165503.7916,312291.5378,17.8713462696476,23.4256211799248,-5.55427491027721,1.09439415135055e-07,4.51743686036985e-05,"down",2.18717663630015
"Oxaliplatin","Com_3673_pos","Oxaliplatin","C8 H14 N2 O4 Pt",794.10814,11.785,398.06135,"Invalid mass","No results","No results",NA,NA,NA,NA,8157264.02600001,7374358.297,8205075.33299999,661825.0919,11663587.69,7848795.64500001,6352566.594,11967534.96,7415895.86,22.4415598372307,22.9139417167457,-0.472381879515041,0.493750810506569,0.58729778363493,"stable",0.414953630683873
"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","Com_3689_pos","2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12368,7.23,331.13096,"Invalid mass","No results","No results",NA,NA,NA,NA,3473398.885,2438028.067,7719596.127,191424.9088,218991.7252,211019.3584,233097.2627,234962.1671,180183.0139,17.6842827801323,21.9417646375212,-4.25748185738891,0.0120317927314978,0.101937846779067,"down",2.16755738392929
"PE 18:1_18:2","Com_3693_pos","PE 18:1_18:2","C41 H76 N O8 P",741.53136,9.71,742.53863,"No results","Full match","No results",NA,NA,NA,NA,40107803.6899999,54587410.84,37742840.92,43964854.73,43037828.95,103446885.2,85639457.7800001,51650590.93,49214652.99,25.8166504548981,25.3763814158757,0.440269039022418,0.153350840833232,0.322974130253881,"stable",0.977615495434728
"N1-phenethylbenzene-1-carbothioamide","Com_3725_pos","N1-phenethylbenzene-1-carbothioamide","C15 H15 N S",241.0929,5.328,242.10017,"Full match","No results","No results",NA,NA,NA,NA,17266899.82,20079617.43,17351120.93,12976465.01,12468514.29,11663938.77,14636830.16,15704108.11,8374295.688,23.5636678253275,24.1164199069283,-0.552752081600847,0.00756095754519552,0.0805173500196467,"down",1.61534742918542
"2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","Com_3726_pos","2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","C18 H18 N2 S",294.12175,5.022,295.12903,"Invalid mass","No results","No match","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",5256464.171,5024565.061,5338559.576,6555530.408,4088913.437,5873483.93099999,5584531.309,6405481.571,6309792.865,22.4510656416219,22.3114158793464,0.139649762275464,0.242691246322603,0.4134661518181,"stable",0.72309661848823
"L-Ornithine","Com_3727_pos","L-Ornithine","C5 H12 N2 O2",132.09014,1.324,133.09741,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",2962916.964,3310208.306,4510582.676,1181053.484,1651289.879,1288900.885,6381080.07700001,2166171.501,2972192.246,21.0466159977824,21.7539865740133,-0.707370576230893,0.131891996176215,0.298828799743318,"stable",0.960612864668711
"PC 16:0_17:2","Com_3746_pos","PC 16:0_17:2","C41 H78 N O8 P",743.54687,11.778,744.55334,"No results","Full match","No results",NA,NA,NA,NA,4260906.901,6368655.3,7423264.92800001,3539941.792,5704453.78,6333499.484,6636864.424,4004425.983,2820110.938,22.1360129730566,22.4829696281613,-0.346956655104712,0.32141428918655,0.480885728339632,"stable",0.798068003290957
"PE 19:2_19:2","Com_3747_pos","PE 19:2_19:2","C43 H78 N O8 P",767.54585,11.769,768.55312,"No results","Full match","No results",NA,NA,NA,NA,22188000.14,25397348.36,21713557.15,13752202.39,19350885.57,30668763.96,8795261.5,9777913.24,6355657.384,23.6130537380932,24.4578478669495,-0.84479412885624,0.0541699955293574,0.20484302351839,"stable",1.19776555581457
"Indole-3-acetic acid","Com_3761_pos","Indole-3-acetic acid","C10 H9 N O2",175.06363,5.726,176.07091,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",13081577.39,13455225.96,15763201.8,16283348.66,17538112.33,12423868.11,2800506.113,14661164.43,11807600.26,23.3839100430884,23.7442512424845,-0.360341199396107,0.418862213615227,0.546940546072521,"stable",0.49556575394336
"Ergocristine","Com_3764_pos","Ergocristine","C35 H39 N5 O5",1218.57466,4.827,610.29461,"Invalid mass","No results","No results","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergotamines, dihydroergotamines, and derivatives",6168038.11000001,4888913.96300001,3663613.686,2250658.612,3548197.041,2437706.725,3320775.505,2992417.815,1953004.859,21.3584827854485,22.1940995961302,-0.835616810681618,0.0352607169127169,0.168559460118986,"down",1.74219548504743
"2,3-dihydroxypropyl 12-methyltridecanoate","Com_3800_pos","2,3-dihydroxypropyl 12-methyltridecanoate","C17 H34 O4",319.27246,6.307,320.27973,"Invalid mass","No results","No results",NA,NA,NA,NA,240412.7128,221648.7875,300862.1336,212383.7773,250520.6075,228535.1836,220033.265,221079.0522,247769.9183,17.8088578354426,17.9439375404057,-0.135079704963122,0.415751961126686,0.545093034491829,"stable",0.975211691759589
"6-Pentyl-2H-pyran-2-one","Com_3806_pos","6-Pentyl-2H-pyran-2-one","C10 H14 O2",166.09702,5.944,167.10412,"Invalid mass","No results","No results",NA,NA,NA,NA,187211.7226,664483.102999999,434589.2936,982138.5611,693102.3585,1120762.98,159316.3382,6130275.67,131723.651,19.3734226382844,18.5284924483963,0.844930189888007,0.422443848273893,0.549049558006515,"stable",0.539853715807557
"Levamisole hydrochloride","Com_3852_pos","Levamisole hydrochloride","C11 H12 N2 S",204.07254,5.789,205.07982,"Full match","No results","No results",NA,NA,NA,NA,266415.2446,259226.2827,260264.3445,252305.9188,278243.406,251040.374,249026.2592,254933.3159,209872.6423,17.9222026204936,17.9989292466426,-0.0767266261490001,0.220853147005768,0.39353860802342,"stable",0.756853117881976
"3-(2-thienylmethylidene)chroman-4-one","Com_3865_pos","3-(2-thienylmethylidene)chroman-4-one","C14 H10 O2 S",264.02415,4.744,265.03143,"Invalid mass","No results","No results",NA,NA,NA,NA,797166.2238,734141.2723,707658.2622,703024.418599999,809547.639200001,768036.290000001,719455.035000001,713173.294499999,1027648.015,19.5786899352148,19.5076375164188,0.0710524187959685,0.494514449201277,0.587672308769934,"stable",0.454332482660166
"Epitestosterone","Com_3867_pos","Epitestosterone","C19 H28 O2",288.20913,6.941,289.21641,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",8026409.15999999,5700957.272,7378165.737,8286924.322,7746453.323,8757728.01200001,11304171.93,9355164.25899999,8204749.172,23.0808910602045,22.7313089318031,0.349582128401369,0.123684949697284,0.289832390721109,"stable",1.45520771812982
"CAR 12:1","Com_3877_pos","CAR 12:1","C19 H36 N O4",341.25625,6.796,342.26353,"No results","Invalid mass","No results",NA,NA,NA,NA,831934.682,1045704.89,834547.727200001,2269316.882,1826920.691,1665966.006,1836651.494,3361060.62,1631887.668,20.9516631129301,19.7775967008791,1.17406641205104,0.000534820649724852,0.0179447693087346,"up",1.93534292235432
"N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","Com_3905_pos","N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","C16 H21 N3 O2",287.16374,5.514,288.17102,"Full match","No results","No results",NA,NA,NA,NA,367062.5428,358007.2503,353550.0315,317829.9064,344822.4512,315208.4385,285123.1882,322187.768,5870444.962,18.9738571080588,18.4556168390312,0.518240269027572,0.494290531063355,0.587562559004955,"stable",0.413872928959463
"2-benzylideneindan-1-one","Com_3930_pos","2-benzylideneindan-1-one","C16 H12 O",220.08913,7.408,221.0964,"Full match","No results","No results",NA,NA,NA,NA,5749758.922,5135881.875,8744308.72,5923584.501,5560159.416,6976206.624,4742267.072,7266109.35199999,5046977.152,22.479271738409,22.6023878443345,-0.123116105925547,0.663987699551469,0.656793723961247,"stable",0.473531711771619
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","Com_3973_pos","(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","C16 H28 O7",349.20784,7.111,350.21512,"Invalid mass","No results","No results",NA,NA,NA,NA,832591.3226,713469.0846,3197133.166,651134.0207,681790.06,719022.225399999,697255.050199999,737051.838900001,12762074.36,20.1092221505013,20.2400292647684,-0.130807114267146,0.898396845697889,0.721393952225215,"stable",0.0977538569562433
"2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","Com_3990_pos","2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","C17 H17 N3 S",273.13287,4.774,296.12215,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",3244159.908,3772027.425,3975303.798,4099072.662,3314460.162,3231223.538,2291388.457,3000012.789,2066111.636,21.4789453950192,21.799651974614,-0.320706579594713,0.106482921288421,0.27282989742935,"stable",1.04739627859802
"2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","Com_4009_pos","2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","C12 H12 N2 O S",232.0691,5.942,233.07637,"Invalid mass","No results","No results",NA,NA,NA,NA,3729715.624,2369954.988,3469289.926,4323361.207,3531153.583,3308010.981,6032905.75100001,3237623.615,527167.6995,21.4352984313532,21.5777571373727,-0.14245870601949,0.801639954376253,0.697924574123634,"stable",0.158473252252835
"PS 32:1","Com_4070_pos","PS 32:1","C38 H72 N O10 P",755.472,9.679,756.47928,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1130831.748,1130772.492,1111060.082,12553840.66,19269102.54,28449182.03,29543847.15,19272465.48,17612505,24.2716307173372,20.1004451758105,4.17118554152669,3.37130508663853e-06,0.000679913971414461,"up",2.18089572110354
"Methyldopa","Com_4104_pos","Methyldopa","C10 H13 N O4",211.08477,1.514,229.11859,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",2961488.175,3660024.662,2169621.663,2690461.234,2641786.586,2334543.858,13779359.4,2775568.296,2451413.073,21.6987922105762,21.4501082972614,0.248683913314835,0.606293895842209,0.636021963252921,"stable",0.337055603163123
"DL-5-Methoxytryptophan","Com_4119_pos","DL-5-Methoxytryptophan","C12 H14 N2 O3",234.10078,5.264,235.10797,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",6307208.24599999,6971245.46999999,6157623.399,7403175.98099999,5735221.968,7341699.549,9928472.23799999,7502425.693,7967530.604,22.8477634425733,22.6251657795661,0.222597663007171,0.10024937326465,0.265857135243255,"stable",1.05180354899621
"Oleoyl ethanolamide","Com_4139_pos","Oleoyl ethanolamide","C20 H39 N O2",331.3089,7.877,332.31618,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",1964169.176,298937.2565,1441407.008,698445.5122,221181.4714,1731669.802,2888656.361,2416536.45,170204.1877,19.655962495971,19.8513390949206,-0.195376598949668,0.867088495957431,0.714209184661335,"stable",0.136839090313048
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","Com_4149_pos","7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","C16 H10 N2 O2",262.07457,6.78,263.08185,"Full match","No results","No results",NA,NA,NA,NA,387885.2348,355347.7437,3062987.041,315743.2292,372085.5983,354931.3323,415594.6203,323721.6088,5116266.532,19.0777865500312,19.5168833932093,-0.439096843178142,0.734964668616533,0.679308801672587,"stable",0.315149969329731
"N-(p-Coumaroyl) serotonin","Com_4168_pos","N-(p-Coumaroyl) serotonin","C19 H18 N2 O3",644.26633,5.997,645.27361,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","N-acylserotonins",3733142.558,2259007.288,1404756.136,2653909.691,2048283.322,3665493.149,6818456.13299999,2631482.997,1749905.387,21.4797585662432,21.1203683124125,0.359390253830757,0.509435807350306,0.594856428282829,"stable",0.58452306762495
"SPB 17:1;2O","Com_4175_pos","SPB 17:1;2O","C17 H35 N O2",285.26702,7.237,286.2743,"No results","Full match","No results",NA,NA,NA,NA,3181233.308,1448388.928,6107178.649,3872362.293,1939146.443,3852136.545,6575489.47500001,6896780.798,3404750.42,21.9523794010408,21.5364156635883,0.415963737452522,0.575203237742881,0.623750546371053,"stable",0.5952758960981
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","Com_4211_pos","N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","C8 H13 N7",207.12375,5.829,208.13103,"Full match","No results","No results",NA,NA,NA,NA,4667807.735,3775855.208,3501047.13,4393872.7,5252421.067,5477925.68,8706169.313,5057683.67400001,3686172.131,22.3190258473889,21.9140135907553,0.405012256633661,0.096433505485883,0.261342394965386,"stable",1.11830114489699
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","Com_4223_pos","(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","C16 H14 O4",252.079,7.463,253.08627,"Invalid mass","No results","No results",NA,NA,NA,NA,6556998.52000001,6322227.50900001,5781517.139,6251882.47199999,5969822.27500001,6894606.474,5588718.87299999,6547045.165,4592675.162,22.4982590912718,22.5665407841225,-0.0682816928506718,0.519440928172063,0.599534960638342,"stable",0.433165029095563
"PE O-16:1_16:1","Com_4225_pos","PE O-16:1_16:1","C37 H72 N O7 P",673.50517,9.286,674.51245,"No results","Full match","No results",NA,NA,NA,NA,14126942.38,11781064.69,15127129.18,31117881.87,43238599.55,68852348.94,69838218.7300001,57202185.85,52332308.55,25.6270564100132,23.6975157939887,1.92954061602449,3.87159933312561e-05,0.00359595754338994,"up",2.07231774360038
"13,14-Dihydro prostaglandin E1","Com_4241_pos","13,14-Dihydro prostaglandin E1","C20 H36 O5",338.24419,7.684,339.25147,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3345560.348,2871140.038,10282513.43,2732406.162,2846509.103,2965999.181,3984375.238,2978934.588,3590782.611,21.588457260211,22.1402327753078,-0.551775515096796,0.442558126538348,0.560538185665686,"stable",1.02210904512901
"6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","Com_4267_pos","6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","C17 H16 N2 O4 S",344.08068,11.539,345.08795,"Invalid mass","No results","No results",NA,NA,NA,NA,2401315.38,2266298.299,29039475.68,8095275.275,2990628.994,2879349.677,2603085.511,3185391.792,29748270.22,22.2765184863522,22.3662706230221,-0.0897521366699223,0.950868896454838,0.732658125076383,"stable",0.0654505197722237
"o-Toluic Acid","Com_4272_pos","o-Toluic Acid","C8 H8 O2",136.05264,5.988,137.05992,"No results","No results","Full match",NA,NA,NA,NA,23811381.31,22012051.58,55711263.2399999,23490815.8,25966049.7,23125422.77,25132406.44,23576077.2,167823830.7,24.9958218805453,24.8761346502202,0.119687230325173,0.856245523671164,0.711633724582759,"stable",0.135502441560132
"MGMG (18:2)","Com_4274_pos","MGMG (18:2)","C27 H48 O9",516.32778,1.793,259.17116,"No results","No results","Full match",NA,NA,NA,NA,11962478.37,7438724.64000001,5744490.73000001,4197352.794,14695274.86,5043956.89,675033.4649,2877095.114,4136138.074,21.812775953727,22.9307948038724,-1.1180188501454,0.137437544366846,0.305412517005674,"stable",0.954508195673772
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","Com_4287_pos","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12 H14 O4",222.09072,5.08,483.14557,"Invalid mass","No results","No results",NA,NA,NA,NA,3196241.887,3535873.939,4643867.03899999,2003111.896,1302278.289,760432.921800001,3310321.558,3058827.778,1595276.504,20.765223642097,21.8361586027894,-1.07093496069246,0.0223361556559285,0.136051262598104,"down",1.4140361300321
"Tomatidine","Com_4317_pos","Tomatidine","C27 H45 N O2",415.34522,10.839,416.35249,"Full match","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",2284593.434,3613971.532,5115842.88000001,5826501.775,2577325.821,3228259.829,186565.8458,6081808.629,5836585.55599999,21.3193424754674,21.7317334174351,-0.412390941967722,0.64723296844436,0.651009839553165,"stable",0.290307448782011
"PE O-18:2_22:6","Com_4322_pos","PE O-18:2_22:6","C45 H76 N O7 P",773.53593,10.346,774.54319,"No results","Full match","No results",NA,NA,NA,NA,14830406.33,17346236.6,13696759.46,15059725.89,20801137.28,37501582.78,17169629.21,7241610.26399999,11397782.86,23.9297139879882,23.8591684717758,0.0705455162124622,0.84380140654419,0.708620150922247,"stable",0.121795404743544
"16α-Hydroxydehydroepiandrosterone","Com_4338_pos","16α-Hydroxydehydroepiandrosterone","C19 H28 O3",299.25452,8.678,322.24377,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",13945179.89,12195650.48,13547532.05,11995207.29,11340553.08,13270786.17,12545707.1,13686764.16,9551952.731,23.5145042846764,23.6548844356842,-0.140380151007736,0.190808904516509,0.362930325329359,"stable",0.904178995415033
"4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","Com_4344_pos","4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","C14 H16 N2 O S",260.09843,6.075,261.10571,"Full match","No results","No results",NA,NA,NA,NA,1527192.741,1818469.14,242723.2442,254620.8041,2008668.582,1709584.147,259283.7827,1460343.68,207400.4888,19.2875202697875,19.7418988267507,-0.454378556963217,0.707749974077089,0.671034045651345,"stable",0.336704961074145
"SM 34:0;2O","Com_4347_pos","SM 34:0;2O","C39 H81 N2 O6 P",726.56616,8.732,727.57343,"No results","Invalid mass","No results",NA,NA,NA,NA,39650097.15,26179144.96,9495077.723,1960385.847,2333685.291,2247241.711,2137818.552,2011224.361,1710345.903,20.9716359909649,24.353828028779,-3.38219203781415,0.0300475461299951,0.157290632574711,"down",2.10712084478404
"Oxohongdenafil","Com_4438_pos","Oxohongdenafil","C25 H32 N6 O4",960.51102,5.447,481.26279,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",8527426.639,5944457.34300001,17337693.54,4564373.257,6348046.035,3500927.829,4637719.123,3650809.567,28056097.18,22.5242920657877,23.1914004480328,-0.667108382245093,0.343356034564732,0.49738568239153,"stable",0.716679528018579
"PS 20:2_20:3","Com_4463_pos","PS 20:2_20:3","C46 H80 N O10 P",837.55198,9.769,838.55925,"No results","Full match","No results",NA,NA,NA,NA,23600803.92,24837860.9,27266960.96,29847014.43,23602250.32,20726813.72,25891541.75,63595856.3,13951446.71,24.6518029593113,24.5863402799516,0.0654626793596762,0.836655805118139,0.706861071137205,"stable",0.125523515760558
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","Com_4527_pos","1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",219.12613,6.368,202.12287,"Invalid mass","No results","No results",NA,NA,NA,NA,5545744.563,5381690.535,5437730.415,3902324.475,4147219.308,3794015.002,5050655.765,3598719.578,5035121.204,22.0075992986581,22.3790503126594,-0.371451014001337,0.00720415736235105,0.0786334588849905,"down",1.64682990007595
"Ouabain","Com_4541_pos","Ouabain","C29 H44 O12",566.26891,5.55,567.27619,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolide glycosides and derivatives",5055698.26999999,5144705.01500001,4141238.84200001,1807242.569,2275914.675,1396126.302,1865519.716,4640045.888,1698626.568,20.998193818167,22.1819222807744,-1.18372846260741,0.00384978533476911,0.0562879906775556,"down",1.70941088587457
"UR-144 N-(5-Bromopentyl) analog","Com_4545_pos","UR-144 N-(5-Bromopentyl) analog","C21 H28 Br N O",411.11366,5.086,412.12094,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",477544.0037,1139055.493,452938.960599999,3436815.556,2332440.402,1396564.79,1114954.129,1474203.479,1195787.121,20.6748478617349,19.2578792906467,1.41696857108819,0.0557472400449606,0.207653284982362,"stable",1.66280204262548
"22(S)-Hydroxycholesterol","Com_4564_pos","22(S)-Hydroxycholesterol","C27 H46 O2",402.35021,11.252,403.35787,"No results","No results","Full match",NA,NA,NA,NA,144462.4269,131933.9038,191963.0578,152077.5462,176821.8248,166699.6377,161719.408,183217.0833,317432.8891,17.509282632957,17.2334199281699,0.275862704787158,0.273465703829742,0.440767185207866,"stable",0.838153693785682
"PC O-18:0","Com_4596_pos","PC O-18:0","C26 H54 N O7 P",523.36457,10.117,524.37195,"No results","Full match","Full match",NA,NA,NA,NA,759229.0627,1201947.709,2399175.461,1441917.212,987626.8437,917321.089500001,6881313.34499999,1413352.408,3255503.154,20.8266036880743,20.3084085452557,0.518195142818588,0.469587017425993,0.575084911754809,"stable",0.562716205065115
