"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"1-Pyrenol","Com_5300_neg","1-Pyrenol","C16 H10 O",218.07261,4.801,217.06534,"Full match","No results","No results","Benzenoids","Pyrenes","Not available","Pyrenes",1328551.564,1397798.195,1580864.835,1845344.632,2323396.226,20.981631311437,20.4494766804862,0.53215463095086,0.147531525561811,0.284073546581396,"stable",1.38067714111991
"Taurolithocholic acid","Com_5318_neg","Taurolithocholic acid","C26 H45 N O5 S",483.30209,8.023,482.29481,"No results","No results","Full match",NA,NA,NA,NA,4948114.92,5461099.54699999,5214400.262,3617550.789,3893502.572,21.8396094948586,22.3110925000004,-0.471483005141835,0.0157282625657204,0.200522329391691,"down",1.50621013808124
"MGDG O-13:1_20:4","Com_5351_neg","MGDG O-13:1_20:4","C42 H72 O9",766.53467,8.536,765.52739,"No results","Invalid mass","No results",NA,NA,NA,NA,48203451.9,52023588.7200001,43674084.25,45530649.79,53314213.24,25.5541757875889,25.5118566108346,0.0423191767543258,0.786289020425802,0.510101566564767,"stable",0.29313603906698
"Prostaglandin H2","Com_5433_neg","Prostaglandin H2","C20 H32 O5",334.21422,7.404,333.20699,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3516169.024,5362105.943,3500744.276,3265780.438,5161983.17999999,21.9692451896732,21.9463905113723,0.0228546783009449,0.958982251329519,0.559457316343551,"stable",0.0567008444585779
"8-iso-15-keto Prostaglandin F2α","Com_5459_neg","8-iso-15-keto Prostaglandin F2α","C20 H32 O5",352.22523,6.814,351.21791,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1373703.177,1343852.487,1206000.431,1545870.405,7815130.692,21.7289132585101,20.3164604073978,1.41245285111225,0.439751801610739,0.376711211506901,"stable",1.05715646426681
"JWH 018 N-pentanoic acid metabolite","Com_5494_neg","JWH 018 N-pentanoic acid metabolite","C24 H21 N O3",407.1325,5.56,406.12522,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Naphthoylindoles","Naphthoylindoles",1431538.443,1369306.993,2677361.563,989709.5555,1466401.169,20.2002470462765,20.7288433435937,-0.5285962973172,0.304003217437935,0.326831487201277,"stable",0.863122252491731
"13,14-Dihydro-15-keto Prostaglandin E1","Com_5508_neg","13,14-Dihydro-15-keto Prostaglandin E1","C20 H34 O5",336.23072,6.624,335.22301,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1456577.075,1705025.868,1724781.993,1549326.884,2759761.998,20.979661277752,20.6311651335493,0.348496144202709,0.554287092340782,0.42330272255045,"stable",0.813050933312033
"N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","Com_5535_neg","N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","C15 H14 Cl2 N2 O",354.05627,11.963,353.04899,"Invalid mass","No results","No results",NA,NA,NA,NA,6911963.751,5301676.113,6161806.3,4514363.706,4229304.242,22.0590400706756,22.5378677423856,-0.47882767171,0.0364348732720748,0.218405469906033,"down",1.36807391875207
"N-Acetyl-L-histidine","Com_5592_neg","N-Acetyl-L-histidine","C8 H11 N3 O3",197.08019,1.465,196.07303,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",673021.5446,653870.769899999,721159.235699999,683339.813199999,745961.730300001,19.4454928759578,19.3796324976496,0.0658603783082334,0.48150432020712,0.391433209270817,"stable",0.725639406576612
"2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","Com_5594_neg","2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","C12 H15 N3 O2",233.11633,6.529,232.10872,"Full match","No results","No results",NA,NA,NA,NA,5287176.002,3411773.108,3870281.853,3402938.56,3681359.712,21.7550784835893,21.9733878005811,-0.218309316991817,0.366921400986089,0.350444629462564,"stable",0.706491636972108
"UMP","Com_5596_neg","UMP","C9 H13 N2 O9 P",324.03613,6.565,323.02873,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",20332793.99,29156898.87,29914012.42,14040227.78,13599186.8,23.7200400269349,24.6363190612832,-0.916279034348321,0.0346209458665934,0.217633040882689,"down",1.41878809903118
"6-Phosphogluconic acid","Com_5599_neg","6-Phosphogluconic acid","C6 H13 O10 P",276.02411,5.243,275.01683,"No results","No results","Full match",NA,NA,NA,NA,676695.9967,736491.607600001,839651.3576,686359.707700001,766984.761,19.4687218626214,19.5126295916638,-0.0439077290424521,0.741686458199921,0.495503601360812,"stable",0.293915162777772
"PA 2:0_16:0","Com_5900_neg","PA 2:0_16:0","C21 H41 O8 P",452.25434,10.359,451.24706,"No results","Full match","No results",NA,NA,NA,NA,1103643.39,926292.1217,350857.5888,224513.5714,498941.5438,18.352477201619,19.4384921371539,-1.08601493553491,0.272995978677882,0.321174057636707,"stable",0.963222289124801
"Cynaropicrin","Com_5918_neg","Cynaropicrin","C19 H22 O6",392.14769,5.697,391.14041,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Guaianolides and derivatives",207771.2011,191597.2596,203536.0876,191963.3863,188721.8187,17.5381866719082,17.6157595531305,-0.0775728812222276,0.148438676522162,0.284349316904345,"stable",1.07877484806295
"Carnosine","Com_6051_neg","Carnosine","C9 H14 N4 O3",226.10549,1.346,261.07451,"No results","No results","Full match","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",1070800.65,1037053.753,1031979.885,922841.9692,1005664.55,19.8777209098616,19.9971003842615,-0.119379474399899,0.288839149577812,0.323916162486814,"stable",1.24609741014555
"11(Z)-Eicosenoic acid","Com_6068_neg","11(Z)-Eicosenoic acid","C20 H38 O2",356.29256,9.901,355.28529,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",527399.5947,573809.572900001,548632.941800001,628027.805699999,397403.3722,18.9303567494736,19.0680770572776,-0.137720307803956,0.748441163582745,0.497769995985915,"stable",0.469471993231403
"Hexadecanedioic acid","Com_6071_neg","Hexadecanedioic acid","C16 H30 O4",286.21453,7.033,285.20726,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",8536287.23999999,8829927.722,8612895.466,7693647.052,8305242.412,22.9304135318705,23.0457381269187,-0.115324595048207,0.267559570525067,0.320170048521374,"stable",1.28212939310422
"3,14-dihydro-15-keto-tetranor Prostaglandin E2","Com_6114_neg","3,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5",280.16513,7.252,279.15786,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclopentanols",4313547.93,3781776.695,4263875.247,3591094.11,3817386.591,21.8200729487098,21.9716033669238,-0.151530418213994,0.136659962046288,0.280531975771609,"stable",1.11209713965223
"5-Methoxyindoleacetic acid","Com_6156_neg","5-Methoxyindoleacetic acid","C11 H11 N O3",205.07386,5.425,204.06662,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",428938.1392,261440.5884,271950.6262,455238.0445,639746.6913,19.0417014296085,18.2531729687011,0.788528460907408,0.116239842328234,0.272434976553908,"stable",1.23163889390609
"Fosfomycin","Com_6174_neg","Fosfomycin","C3 H7 O4 P",138.00823,1.463,183.00651,"No results","No results","Full match","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",2235667.758,2553055.752,2251918.519,1971997.566,3600400.616,21.3454761768032,21.1595970612425,0.185879115560692,0.742627001808398,0.495820405368459,"stable",0.474855739763565
"4-Butylresorcinol","Com_6236_neg","4-Butylresorcinol","C10 H14 O2",166.0994,6.018,211.09761,"No results","No results","Full match","Benzenoids","Phenols","Benzenediols","Resorcinols",5080842.58300001,4256964.323,7415064.399,9613354.35600001,7009011.85899999,22.9686940587859,22.3733525653636,0.595341493422346,0.17641448796283,0.296151113054117,"stable",1.08771826368336
"L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","Com_6260_neg","L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","C10 H16 N4 O3",240.11513,7.176,239.10785,"No results","Invalid mass","No results",NA,NA,NA,NA,2576262.217,1931399.901,3161502.957,2611534.155,2934170.816,21.4004937861704,21.2567475422677,0.143746243902704,0.571388324762037,0.430737302435766,"stable",0.450110617476699
"10-Hydroxydecanoic acid","Com_6308_neg","10-Hydroxydecanoic acid","C10 H20 O3",188.14137,5.953,169.12354,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",2242936.299,3295839.348,2002155.282,3659719.677,3239507.242,21.715322334242,21.2274313824347,0.487890951807316,0.144223453341766,0.283043267768565,"stable",1.08295672810903
"Maltotriose","Com_6332_neg","Maltotriose","C18 H32 O16",504.17136,9.191,503.16408,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",3790103.385,4064332.873,4356801.758,3735593.02,3674772.616,21.8210647043157,21.9544103149888,-0.133345610673089,0.143622216266029,0.28285174658318,"stable",1.10714776325513
"LPS 17:0","Com_6394_neg","LPS 17:0","C23 H46 N O9 P",511.29119,9.552,510.28392,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",944149.2826,881005.530099999,869914.005999999,3946410.178,3110291.955,21.7403640303103,19.7759867593053,1.96437727100494,0.0463414530155215,0.228951220316687,"up",1.53896799240861
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","Com_6406_neg","2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","C18 H24 F N3",301.2003,5.62,300.19302,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzimidazoles","Not available","Benzimidazoles",2468635.127,1753340.743,3179285.148,2450314.534,2557700.421,21.2554756923496,21.1924093790373,0.0630663133122837,0.824245434623393,0.521874945575154,"stable",0.174169878033465
"LPC O-14:1","Com_6438_neg","LPC O-14:1","C22 H46 N O6 P",497.31193,9.092,496.30449,"No results","Invalid mass","No results",NA,NA,NA,NA,1496385.27,1812329.441,1296990.055,1552381.738,1363653.209,20.4725486520904,20.5364000079683,-0.063851355877933,0.729584446571626,0.491391463399394,"stable",0.290094049917388
"19-Nortestosterone","Com_6454_neg","19-Nortestosterone","C18 H26 O2",274.19318,8.943,273.1859,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",1590005.806,1262819.137,2339299.794,1116124.41,1397972.981,20.2524857319752,20.6754875110468,-0.423001779071537,0.261962775122115,0.319099841418917,"stable",0.876566877613735
"3-Methyluridine","Com_6462_neg","3-Methyluridine","C10 H14 N2 O6",258.08522,4.1,257.07798,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",648324.3591,616416.8327,565069.8241,172559.7422,242346.3651,17.6417236595677,19.2159908698809,-1.57426721031322,0.0840181862612702,0.253645025703088,"stable",1.51479136382058
"Dithranol","Com_6509_neg","Dithranol","C14 H10 O3",226.06302,6.184,225.05576,"No results","No results","Full match","Benzenoids","Anthracenes","Not available","Anthracenes",1415356.273,1261535.059,1638408.209,1642628.899,1774800.053,20.7034001124745,20.4477820369229,0.255618075551602,0.134790667504868,0.279875315907511,"stable",1.09862351139749
"Cyclamic acid","Com_6532_neg","Cyclamic acid","C6 H13 N O3 S",179.06188,5.366,178.0546,"Full match","No results","Full match","Organic acids and derivatives","Sulfamic acid derivatives","Cyclamates","Cyclamates",104137.8625,102805.3141,108682.2663,173410.9255,91864.45967,16.9455272364501,16.6824825062216,0.263044730228479,0.66824852089136,0.469474876613937,"stable",0.627508520420876
"Homo-Gamma-Linolenic Acid (C20:3)","Com_6536_neg","Homo-Gamma-Linolenic Acid (C20:3)","C20 H34 O2",306.25587,10.5,305.24859,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",863541.969400001,728394.8251,468072.1587,782201.037299999,1019077.331,19.7680060126108,19.3435464491688,0.424459563442046,0.282927612328814,0.322923543571826,"stable",0.858382246036476
"15-Keto prostaglandin A1","Com_6564_neg","15-Keto prostaglandin A1","C20 H30 O4",334.21469,7.006,333.20742,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3045092.797,4967671.3,4494676.803,4257743.498,11057543.92,22.7100926226454,21.9606596662458,0.749432956399616,0.46394391268962,0.384818504688364,"stable",0.923164758545627
"15(R)-Prostaglandin E2","Com_6576_neg","15(R)-Prostaglandin E2","C20 H32 O5",352.22525,7.097,351.21797,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1124569.474,1688819.733,1748890.029,2081793.521,4688708.657,21.5750773800573,20.5088444716489,1.06623290840838,0.29633062128096,0.325125365460389,"stable",1.19350983577514
"PC 14:0_20:4","Com_6608_neg","PC 14:0_20:4","C42 H76 N O8 P",799.53702,8.851,798.52975,"No results","Invalid mass","No results",NA,NA,NA,NA,10031964.3,10677887.75,4001541.231,3136018.601,1235058.641,20.9083253992097,22.8461160265171,-1.93779062730735,0.144284201605493,0.283062544407897,"stable",1.27435757614533
"LPS 20:1","Com_6634_neg","LPS 20:1","C26 H50 N O9 P",551.32215,10.765,550.31518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",2560096.855,2267002.891,1303276.567,3737235.125,4950616.059,22.0363582688821,20.9046112000648,1.13174706881729,0.0523041637946653,0.234287862786085,"stable",1.3080513119482
"PC O-16:0_14:1","Com_6736_neg","PC O-16:0_14:1","C38 H76 N O7 P",735.53893,11.072,734.53165,"No results","Invalid mass","No results",NA,NA,NA,NA,1598765.63,1592436.324,783978.554500001,704060.663200001,631490.449400001,19.3468708017135,20.2639286507084,-0.917057848994844,0.109001334795564,0.268984577443845,"stable",1.18657308599162
"2,4-Dihydroxybenzoic acid","Com_6881_neg","2,4-Dihydroxybenzoic acid","C7 H6 O4",154.02415,4.679,153.01665,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",1743321.375,1517899.138,1595031.093,1432279.863,1611628.503,20.5349848914916,20.6240682447941,-0.0890833533024527,0.481184178322304,0.391314975096577,"stable",0.717089523324922
"2-Deoxyuridine","Com_6883_neg","2-Deoxyuridine","C9 H12 N2 O5",228.07469,4.967,227.06743,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",2324598.421,2688405.1,2627264.508,3758285.699,2873389.504,21.6479827262473,21.2773330728712,0.370649653376134,0.283393894968355,0.323003117541746,"stable",1.22192004875947
"L-Arabinitol","Com_6945_neg","L-Arabinitol","C5 H12 O5",152.06851,5.952,189.01712,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar alcohols",5994943.852,6214412.69900001,4642324.445,6995888.941,4591764.724,22.4343466237821,22.4096391191677,0.0247075046144509,0.949828627164027,0.557092143688962,"stable",0.077837932767774
"LPA 20:4","Com_6965_neg","LPA 20:4","C23 H39 O7 P",458.24301,9.453,457.23573,"No results","Full match","No match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",6354684.243,4931006.997,3978808.282,1880457.792,3353760.975,21.2600004669356,22.2522482779583,-0.99224781102274,0.210210722024155,0.307021435954416,"stable",1.27055357794128
"Neohesperidin","Com_7024_neg","Neohesperidin","C28 H34 O15",610.1906,5.598,609.18333,"Full match","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",300679.2191,478286.5933,178457.1604,169657.1776,1106493.304,18.7249131155453,18.1701999088989,0.554713206646419,0.753509280179026,0.499457166184197,"stable",0.419513092998636
"Resolvin E1","Com_7033_neg","Resolvin E1","C20 H30 O5",350.20939,6.379,349.20212,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids",455339.7623,547995.16,409421.4597,946277.720600001,8443656.539,21.4306702989773,18.8345382481921,2.59613205078521,0.3465036683595,0.341961295279574,"stable",1.21502339659707
"LPG O-15:0","Com_7038_neg","LPG O-15:0","C21 H45 O8 P",456.28544,8.881,455.27817,"No results","Full match","No results",NA,NA,NA,NA,851747.7196,942853.190699999,767361.2184,768356.9281,766056.237799999,19.5492539520433,19.6987622025333,-0.149508250490015,0.223392522485558,0.310532249991819,"stable",0.95290200814875
"1,2,3-Benzenetricarboxylic acid","Com_7054_neg","1,2,3-Benzenetricarboxylic acid","C9 H6 O6",210.01662,5.284,209.00934,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",166948.5635,165523.8878,173547.1788,161555.8557,171265.4221,17.3437739487615,17.3635641508161,-0.0197902020545655,0.726041621277188,0.49017493301023,"stable",0.411685837521452
"LPS 14:0","Com_7064_neg","LPS 14:0","C20 H40 N O9 P",469.24411,8.612,468.23684,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",251936.8797,365794.9733,229747.6523,212127.8607,218257.6559,17.7151236626175,18.0776897061603,-0.36256604354282,0.218225008453466,0.309197094617473,"stable",0.960268290583524
"LPE O-22:2","Com_7067_neg","LPE O-22:2","C27 H54 N O6 P",519.36867,11.461,518.3614,"No results","Full match","No results",NA,NA,NA,NA,3107259.934,2687027.192,1966328.803,2193722.215,2758215.517,21.2301265898468,21.2772880490051,-0.047161459158346,0.865612250294872,0.534078182297831,"stable",0.150059187234482
"trans-Petroselinic Acid","Com_7073_neg","trans-Petroselinic Acid","C18 H34 O2",328.2611,9.119,327.25382,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",1478640.132,1654961.844,2179915.582,1858407.744,1395703.497,20.6190983489324,20.7366823019696,-0.117583953037236,0.696587326526563,0.479831073488856,"stable",0.385744027082509
"5-Dehydroquinic acid","Com_7122_neg","5-Dehydroquinic acid","C7 H10 O6",190.04789,4.979,189.04057,"No results","Full match","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives",1516125.091,1611350.156,1777044.474,1637622.307,267120.3677,19.3351508437921,20.6376147737729,-1.30246392998081,0.501084809931253,0.398978130146659,"stable",0.944388480954315
"LPC 20:1","Com_7124_neg","LPC 20:1","C28 H56 N O7 P",595.38539,10.508,594.37811,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",3991429.426,3616532.517,2224041.772,1710463.128,2079128.83,20.8467516493131,21.5998007395902,-0.753049090277056,0.088961373341627,0.257200913179132,"stable",1.20386248645615
"Prostaglandin G2","Com_7190_neg","Prostaglandin G2","C20 H32 O6",368.21987,6.546,349.20199,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1275093.905,947518.1335,980522.5239,889401.343500001,7387165.871,21.289532299973,20.0130524474587,1.27647985251428,0.55622454807588,0.42415475056354,"stable",0.8355718676373
"Pantetheine","Com_7305_neg","Pantetheine","C11 H22 N2 O4 S",278.13026,5.224,277.12266,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",293603.3151,747127.394900001,408931.8733,525542.3574,340834.8516,18.6910804296342,18.7720014861051,-0.0809210564709169,0.882559820884458,0.538899705862234,"stable",0.128895448854164
"Ribulose-5-phosphate","Com_7306_neg","Ribulose-5-phosphate","C5 H11 O8 P",230.01916,1.195,211.00121,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",2541791.458,2276627.437,2874285.442,3315330.581,4669568.708,21.9077895884276,21.2835509787952,0.624238609632453,0.204902655146623,0.305505076212807,"stable",1.31848913104692
"Docosapentaenoic acid","Com_7336_neg","Docosapentaenoic acid","C22 H34 O2",330.25589,10.191,329.24861,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1101405.851,958650.332200001,681033.343299999,1057698.073,992300.455499999,19.9664569594104,19.772975272669,0.193481686741418,0.448812374565346,0.379605003200055,"stable",0.595887006037141
"Taurocholic acid","Com_7417_neg","Taurocholic acid","C26 H45 N O7 S",515.29214,6.807,514.28487,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",3995872.936,3978463.087,4091391.362,3562709.98,2932126.847,21.624029851332,21.9393397246966,-0.31530987336463,0.264698436003527,0.319627707176708,"stable",1.33961138555753
"cis-2-Decenoic acid","Com_7439_neg","cis-2-Decenoic acid","C10 H18 O2",170.13081,5.95,169.12353,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",3894684.058,3067353.295,2002155.282,3419062.016,3021071.15,21.6158989457203,21.4582534074542,0.157645538266141,0.63851205666823,0.458155078387972,"stable",0.37166055273083
"LPS 18:2","Com_7496_neg","LPS 18:2","C24 H44 N O9 P",521.27396,9.267,520.26669,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1487273.053,1465555.497,981706.910799999,1091297.678,1177069.3,20.1121905428885,20.2973957084351,-0.185205165546577,0.448585376865087,0.379533399241743,"stable",0.596038188375422
"19(R)-Hydroxy prostaglandin F2α","Com_7505_neg","19(R)-Hydroxy prostaglandin F2α","C20 H34 O6",352.2251,6.342,351.21782,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3031968.683,6827892.93099999,4400686.141,1923102.819,4322586.384,21.4592339163807,22.1013764924146,-0.642142576033955,0.457359076457932,0.382268304060647,"stable",0.798460360240976
"Deoxyribose 5-Phosphate","Com_7507_neg","Deoxyribose 5-Phosphate","C5 H11 O7 P",214.02432,1.375,213.01705,"No results","No results","Full match",NA,NA,NA,NA,4510299.13,5025053.785,4398074.555,3797757.626,3700812.252,21.8380634605857,22.1446466416814,-0.306583181095711,0.0268300075543057,0.213234398348248,"down",1.42025696859495
"DY131","Com_7521_neg","DY131","C18 H21 N3 O2",311.16369,8.087,310.15642,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids and derivatives",1101804.769,15052383.7,1022832.097,951126.3587,989705.1234,19.8879583570663,21.2930212416659,-1.40506288459958,0.385522407107403,0.357710855044858,"stable",0.684922254948639
"CerP 15:0;2O/2:0","Com_7522_neg","CerP 15:0;2O/2:0","C17 H36 N O6 P",381.22781,8.164,380.22054,"No results","Full match","No results",NA,NA,NA,NA,1880690.663,2047341.384,1789773.141,1315780.257,1444482.793,20.394804363814,20.8598322329976,-0.465027869183647,0.0241917021004042,0.211166040264565,"down",1.4718673237543
"6α-Prostaglandin I1","Com_7629_neg","6α-Prostaglandin I1","C20 H34 O5",336.23036,7.33,335.22308,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3055929.938,3501369.805,3075446.407,2799064.987,8898033.57699999,22.2507843320738,21.6116774848594,0.6391068472144,0.583531043739744,0.435900901006478,"stable",0.785913115102694
"Boc-beta-cyano-L-alanine","Com_7657_neg","Boc-beta-cyano-L-alanine","C9 H14 N2 O4",214.0954,5.208,213.08812,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",590412.749500001,390443.1717,415538.2959,600065.1807,645202.9631,19.2470766158173,18.8035797741381,0.443496841679281,0.131586625583363,0.278713956036911,"stable",1.12456033926792
"(±)9-HpODE","Com_7661_neg","(±)9-HpODE","C18 H32 O4",312.23019,8.328,311.22291,"Full match","No results","Full match",NA,NA,NA,NA,3975361.606,3372390.309,3754716.016,3594351.21,3250518.515,21.7047691971447,21.8160890393895,-0.111319842244775,0.360171057410058,0.347701078378274,"stable",0.810221139919404
"Soyasaponin I","Com_7743_neg","Soyasaponin I","C48 H78 O18",942.52101,7.241,941.51373,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins",166272.4738,159448.2737,158931.7654,149419.4355,153190.8636,17.2069895110486,17.3013222518979,-0.0943327408492642,0.0443772080030597,0.226944136603238,"stable",1.35543913475246
"4-Amino-5-imidazolecarboxamide","Com_7770_neg","4-Amino-5-imidazolecarboxamide","C4 H6 N4 O",126.0542,5.2,107.03637,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Aminoimidazoles",1698872.22,1521109.487,2250869.69,1645892.03,2038856.763,20.8048836307922,20.7782965298345,0.0265871009576095,0.915163441504352,0.547900150969425,"stable",0.0965818231974426
"LPE 20:2","Com_7881_neg","LPE 20:2","C25 H48 N O7 P",505.31661,9.937,504.30965,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1772823.674,1087505.476,853801.1914,1078081.534,1528702.104,20.2919553641519,20.1712498354852,0.120705528666658,0.782604118038288,0.508927626468146,"stable",0.241369093414525
"LPC 18:2","Com_7927_neg","LPC 18:2","C26 H50 N O7 P",565.33831,9.208,564.33103,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1896758.037,1544101.399,1151906.275,1011541.422,1142880.193,20.0361833562075,20.516344063577,-0.480160707369482,0.137700122443277,0.280890948697464,"stable",1.0957343440671
"FAHFA 18:0/3:0","Com_7933_neg","FAHFA 18:0/3:0","C21 H40 O4",356.29286,11.312,355.28558,"No results","Full match","Full match",NA,NA,NA,NA,122215.469,129285.9345,114255.5768,110348.0559,109071.3388,16.7433071045114,16.8937260788058,-0.1504189742944,0.0965156335480127,0.26208890906859,"stable",1.22843344398708
"Dihydroxyacetone phosphate","Com_7935_neg","Dihydroxyacetone phosphate","C3 H7 O6 P",123.99249,1.414,122.98524,"No results","Invalid mass","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",26083835.62,30793066.26,27815319.53,26633510.24,24532894.88,24.607476697751,24.7473770790594,-0.139900381308337,0.226676778862806,0.311354880772453,"stable",0.972531139797012
