"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Levamisole hydrochloride","Com_3852_pos","Levamisole hydrochloride","C11 H12 N2 S",204.07254,5.789,205.07982,"Full match","No results","No results",NA,NA,NA,NA,446343.0619,411981.4825,401447.4212,397274.5667,379460.6781,330032.8566,388586.372,329996.3133,18.4731168146549,18.6782883210277,-0.205171506372771,0.0333742207036586,0.10806030388448,"stable",1.40247847260095
"3-(2-thienylmethylidene)chroman-4-one","Com_3865_pos","3-(2-thienylmethylidene)chroman-4-one","C14 H10 O2 S",264.02415,4.744,265.03143,"Invalid mass","No results","No results",NA,NA,NA,NA,1424686.395,1310152.836,1264664.967,1263692.209,1185714.983,1025909.808,1186999.663,1030673.79,20.1138112888087,20.3446134838316,-0.230802195022893,0.0275069835366448,0.0972783201024599,"stable",1.45479540615611
"Epitestosterone","Com_3867_pos","Epitestosterone","C19 H28 O2",288.20913,6.941,289.21641,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",7526150.454,7421085.76699999,7833658.81800001,8406979.991,8531187.86299999,7091242.994,10601048.13,7116254.766,22.9770937640166,22.8559781381551,0.121115625861492,0.324184175376593,0.333515522383805,"stable",0.652238163146736
"CAR 12:1","Com_3877_pos","CAR 12:1","C19 H36 N O4",341.25625,6.796,342.26353,"No results","Invalid mass","No results",NA,NA,NA,NA,4426696.068,5125464.591,5624061.86,9626827.54299999,10255880.37,3183110.828,1274445.138,3772890.359,22.0438519121399,22.2634104252214,-0.219558513081513,0.717153773556645,0.479391668937438,"stable",0.237763837397854
"N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","Com_3905_pos","N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","C16 H21 N3 O2",287.16374,5.514,288.17102,"Full match","No results","No results",NA,NA,NA,NA,587427.616,552822.3766,532898.6876,515617.3999,501461.8885,446522.8151,528391.4084,471031.744,18.9073617141928,19.0880032690594,-0.180641554866618,0.0265065381667361,0.0956743171756289,"stable",1.48467835381209
"2-benzylideneindan-1-one","Com_3930_pos","2-benzylideneindan-1-one","C16 H12 O",220.08913,7.408,221.0964,"Full match","No results","No results",NA,NA,NA,NA,3393506.879,3547859.212,2112295.446,3453549.243,2976831.328,1570878.785,3882929.43,3489024.762,21.4862482609526,21.4877476815459,-0.00149942059329433,0.996590721283233,0.561332041915358,"stable",0.00341960105144891
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","Com_3973_pos","(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","C16 H28 O7",349.20784,7.111,350.21512,"Invalid mass","No results","No results",NA,NA,NA,NA,1068307.499,953334.117,982322.7313,941353.021899999,917822.0276,741551.534200001,919914.553699999,790559.2134,19.7112146011166,19.9317851659516,-0.220570564835011,0.0407037865655872,0.120837727104331,"stable",1.34408932006681
"2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","Com_3990_pos","2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","C17 H17 N3 S",273.13287,4.774,296.12215,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",4429694.562,5174473.631,6668110.05000001,3708878.097,4712701.726,5435815.691,5133546.68400001,5591706.04899999,22.2142242075008,22.3502009869014,-0.135976779400565,0.542527389421234,0.412178066981563,"stable",0.560971208816651
"2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","Com_4009_pos","2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","C12 H12 N2 O S",232.0691,5.942,233.07637,"Invalid mass","No results","No results",NA,NA,NA,NA,5188469.616,4766239.757,4872518.324,5087365.783,5007318.812,4815407.70900001,5906846.434,4762304.959,22.2821012108763,22.2358446368092,0.0462565740671472,0.514450992989956,0.403787238180498,"stable",0.463991276515081
"PS 32:1","Com_4070_pos","PS 32:1","C38 H72 N O10 P",755.472,9.679,756.47928,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",20844665.4,19903364.88,19317777.5,5600403.02200001,5425779.663,3576031.419,4195667.685,4360830.576,22.1230133456016,24.2543698946023,-2.13135654900072,2.76579061105725e-05,0.00864497843773438,"down",1.96306339937944
"Methyldopa","Com_4104_pos","Methyldopa","C10 H13 N O4",211.08477,1.514,229.11859,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",2087725.8,2448809.1,2322416.517,44272889.65,24408504.58,7165303.889,1953553.343,3001504.622,23.0256641833853,21.121448332931,1.90421585045432,0.0911341731799086,0.185929617016673,"stable",1.11977745134346
"DL-5-Methoxytryptophan","Com_4119_pos","DL-5-Methoxytryptophan","C12 H14 N2 O3",234.10078,5.264,235.10797,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",2546533.401,2430034.617,2727474.233,3868426.728,3051123.04,5976406.277,4248448.865,4074925.049,21.9823836208701,21.2905942603785,0.691789360491562,0.00928208525450579,0.0560461525015638,"up",1.60048873804333
"Oleoyl ethanolamide","Com_4139_pos","Oleoyl ethanolamide","C20 H39 N O2",331.3089,7.877,332.31618,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",8154525.41,839312.3567,1491006.51,1261553.807,1852603.362,237765.0212,1226607.848,2622318.212,20.0991447736313,21.0486243019412,-0.949479528309869,0.461836207339595,0.387921617291835,"stable",0.679817942292194
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","Com_4149_pos","7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","C16 H10 N2 O2",262.07457,6.78,263.08185,"Full match","No results","No results",NA,NA,NA,NA,4891019.25200001,495719.9542,504934.3223,472709.2772,466644.3086,407384.1795,460900.4346,408771.0337,18.754723380386,20.0288685801737,-1.2741451997877,0.36510564225179,0.352084521965044,"stable",1.08556115248953
"N-(p-Coumaroyl) serotonin","Com_4168_pos","N-(p-Coumaroyl) serotonin","C19 H18 N2 O3",644.26633,5.997,645.27361,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","N-acylserotonins",4674391.326,650917.3722,2094974.887,421326.0186,1179449.606,1558815.522,4154377.464,2874579.533,20.5734797990398,20.8223211663209,-0.248841367281031,0.816616706160206,0.511847656835071,"stable",0.207929770913624
"SPB 17:1;2O","Com_4175_pos","SPB 17:1;2O","C17 H35 N O2",285.26702,7.237,286.2743,"No results","Full match","No results",NA,NA,NA,NA,8150672.36200001,3103067.289,6163811.146,5084061.325,5099467.605,1118735.774,5818224.96500001,3980034.812,21.8098800760914,22.3597141411959,-0.549834065104502,0.399707054960444,0.36606169616284,"stable",0.645024686960982
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","Com_4211_pos","N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","C8 H13 N7",207.12375,5.829,208.13103,"Full match","No results","No results",NA,NA,NA,NA,3678126.656,3236627.899,4937100.715,3011569.575,3360094.688,4031229.153,4841986.98,4643415.791,21.899773158242,21.8906108194014,0.00916233884067452,0.969204781944474,0.554459493146911,"stable",0.0339850581736346
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","Com_4223_pos","(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","C16 H14 O4",252.079,7.463,253.08627,"Invalid mass","No results","No results",NA,NA,NA,NA,3573765.672,3167566.958,3538668.162,3535829.911,2936580.181,2680588.158,2837726.368,2571265.116,21.4647584375698,21.7062441151262,-0.241485677556412,0.0472639077205713,0.131957717884305,"stable",1.3101045932357
"PE O-16:1_16:1","Com_4225_pos","PE O-16:1_16:1","C37 H72 N O7 P",673.50517,9.286,674.51245,"No results","Full match","No results",NA,NA,NA,NA,84542167.1600001,82558699.3400001,82479607.5599999,154091924.4,140676695.5,84214345.06,104757951.6,80768766.72,26.7008730962576,26.3098729327212,0.391000163536365,0.107211866662393,0.200094030678104,"stable",1.0686286458276
"13,14-Dihydro prostaglandin E1","Com_4241_pos","13,14-Dihydro prostaglandin E1","C20 H36 O5",338.24419,7.684,339.25147,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3577812.007,3811040.633,3331452.969,4673452.295,3370374.805,3063863.011,3916317.435,3801409.381,21.8293248902254,21.7667066030589,0.0626182871665435,0.614274141383355,0.440944675323525,"stable",0.349796301113037
"6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","Com_4267_pos","6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","C17 H16 N2 O4 S",344.08068,11.539,345.08795,"Invalid mass","No results","No results",NA,NA,NA,NA,3179730.692,3127771.52,2801913.697,2829695.076,2637985.254,2341911.266,2733571.38,2554759.222,21.3179173470954,21.5317193126557,-0.213801965560251,0.0381987793874778,0.116674808910613,"stable",1.51443059616393
"o-Toluic Acid","Com_4272_pos","o-Toluic Acid","C8 H8 O2",136.05264,5.988,137.05992,"No results","No results","Full match",NA,NA,NA,NA,33570911.35,29347442.01,30889430.3,30672707.79,30376181.8,25292165.56,30338645.58,26364769.24,24.7651676022382,24.8960165728611,-0.130848970622825,0.165611315672086,0.248633635339925,"stable",1.02701086833747
"MGMG (18:2)","Com_4274_pos","MGMG (18:2)","C27 H48 O9",516.32778,1.793,259.17116,"No results","No results","Full match",NA,NA,NA,NA,1038557.309,986467.617300001,975024.560799999,987414.7446,901202.4719,825734.064,888040.180500001,782424.223699999,19.7375926088648,19.9310468665444,-0.193454257679637,0.0256044001440946,0.0944003362225542,"stable",1.41116143138661
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","Com_4287_pos","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12 H14 O4",222.09072,5.08,483.14557,"Invalid mass","No results","No results",NA,NA,NA,NA,1602614.809,1119154.865,2216357.379,1182962.181,1110514.454,2185336.939,1255705.88,1753071.92,20.463542894606,20.5952445452549,-0.131701650648967,0.720084363205084,0.480409543757737,"stable",0.325899457777762
"Tomatidine","Com_4317_pos","Tomatidine","C27 H45 N O2",415.34522,10.839,416.35249,"Full match","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",1592400.605,2266179.248,1536760.783,1499554.524,1192472.951,1205727.881,1477382.588,2467531.012,20.5264698817307,20.7553545397484,-0.228884658017705,0.417198772414301,0.372605585567431,"stable",0.621402288455629
"PE O-18:2_22:6","Com_4322_pos","PE O-18:2_22:6","C45 H76 N O7 P",773.53593,10.346,774.54319,"No results","Full match","No results",NA,NA,NA,NA,33658275.6,26509726.54,26854616.22,32179371.79,26568626.14,14243227,17513951.51,16831645.14,24.286659994634,24.7810477168297,-0.494387722195714,0.0959284577248039,0.190116476326597,"stable",1.10211650579708
"16α-Hydroxydehydroepiandrosterone","Com_4338_pos","16α-Hydroxydehydroepiandrosterone","C19 H28 O3",299.25452,8.678,322.24377,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",15812369.06,13631828.81,12367855.25,15299987.85,12980508.47,8970435.06499999,12127658.01,11833242.67,23.5243514069923,23.7250393295233,-0.200687922530971,0.262600461177796,0.300369243576595,"stable",0.816796413951969
"4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","Com_4344_pos","4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","C14 H16 N2 O S",260.09843,6.075,261.10571,"Full match","No results","No results",NA,NA,NA,NA,3857209.968,5144043.166,3499580.338,3377911.042,2002845.862,1848438.539,6418592.34599999,8450783.79500001,21.8127349487109,21.9707826887003,-0.158047739989378,0.750072852991974,0.490601107797218,"stable",0.214272835264081
"SM 34:0;2O","Com_4347_pos","SM 34:0;2O","C39 H81 N2 O6 P",726.56616,8.732,727.57343,"No results","Invalid mass","No results",NA,NA,NA,NA,29127172.23,25774091.21,29622679.05,79479789.1799999,70716433.1199999,30414516.3,47579397.54,39556566.18,25.5838262267858,24.7451597736255,0.838666453160236,0.029423146472501,0.100296350266542,"up",1.40272122956462
"Oxohongdenafil","Com_4438_pos","Oxohongdenafil","C25 H32 N6 O4",960.51102,5.447,481.26279,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",2896484.363,5810066.377,3008546.62,2456492.588,2890267.172,5310114.215,3863847.366,7987985.61000001,21.9684516645087,21.8188766476503,0.149575016858385,0.751312112367006,0.491013673769549,"stable",0.256023907337184
"PS 20:2_20:3","Com_4463_pos","PS 20:2_20:3","C46 H80 N O10 P",837.55198,9.769,838.55925,"No results","Full match","No results",NA,NA,NA,NA,14464750.62,17368740.32,16365528.74,19877713.15,25445922.3,32501974.73,37652353.11,30995740.66,24.7702813956094,23.9333949275374,0.836886468072034,0.0041000194038759,0.0442375451140339,"up",1.67890415135997
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","Com_4527_pos","1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",219.12613,6.368,202.12287,"Invalid mass","No results","No results",NA,NA,NA,NA,3614354.117,4004982.364,3782263.632,3710161.962,3103568.756,4498906.011,3897619.872,3268846.487,21.8048404737064,21.8564964616336,-0.0516559879271874,0.639767772145594,0.450991586448671,"stable",0.318711329118554
"Ouabain","Com_4541_pos","Ouabain","C29 H44 O12",566.26891,5.55,567.27619,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolide glycosides and derivatives",2535722.788,1497242.515,3601839.842,3468097.498,3644183.532,2737408.505,1230228.92,1529039.594,21.1363892459463,21.1893815650578,-0.05299231911156,0.917628249046264,0.540913818486143,"stable",0.0860744983397108
"UR-144 N-(5-Bromopentyl) analog","Com_4545_pos","UR-144 N-(5-Bromopentyl) analog","C21 H28 Br N O",411.11366,5.086,412.12094,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",589838.4357,552043.683900001,1213749.3,716798.7326,2987540.351,6329565.772,1357717.456,468382.511,20.5530979925093,19.4851407505034,1.06795724200586,0.21844907167231,0.278946378257458,"stable",0.835997484218185
"22(S)-Hydroxycholesterol","Com_4564_pos","22(S)-Hydroxycholesterol","C27 H46 O2",402.35021,11.252,403.35787,"No results","No results","Full match",NA,NA,NA,NA,486706.741599999,284354.6809,473362.3263,333505.8476,191624.425,164692.8525,212036.4692,454039.1218,17.9422205741944,18.6208702083704,-0.67864963417604,0.120616354071228,0.212998991289582,"stable",1.12441570032323
"PC O-18:0","Com_4596_pos","PC O-18:0","C26 H54 N O7 P",523.36457,10.117,524.37195,"No results","Full match","Full match",NA,NA,NA,NA,4772202.653,8515413.13499999,4872371.392,2806795.951,2836735.623,3502097.359,3191872.227,6117809.447,21.74932719956,22.4746872159698,-0.725360016409745,0.0980051760710898,0.191856690815422,"stable",1.30934592010494
"LPC 34:2","Com_4636_pos","LPC 34:2","C42 H82 N O7 P",765.56011,11.238,766.56738,"No results","Invalid mass","No results",NA,NA,NA,NA,205897.5463,208629.6278,2078693.051,940427.229600001,4936576.10700001,5237271.164,2576786.232,3547152.258,21.4907582503743,18.76979898213,2.72095926824431,0.118126364677158,0.210707877663376,"stable",1.47865939031123
"PC O-33:4","Com_4644_pos","PC O-33:4","C41 H76 N O7 P",725.5355,10.802,726.54278,"No results","Full match","No results",NA,NA,NA,NA,7195999.28499999,7751075.08900001,7081174.36099999,16606353.58,1824867.598,6725116.11099999,7642664.532,7831043.49600001,22.6464275000898,22.8067619402096,-0.160334440119762,0.771868356642629,0.497760933942215,"stable",0.18911032888933
"4-Methyl-2-Oxopentanoic Acid","Com_4664_pos","4-Methyl-2-Oxopentanoic Acid","C6 H10 O3",130.06357,3.551,131.07085,"No results","No results","Full match",NA,NA,NA,NA,319807.8475,332441.2369,71248.6313699999,67393.5019000001,528089.8155,1506961.098,186479.3534,1263102.012,18.6702305041153,17.5833867730437,1.08684373107155,0.370608034599965,0.354405388217694,"stable",0.668029909825994
"ILK","Com_4697_pos","ILK","C18 H36 N4 O4",186.13718,4.724,187.14442,"Invalid mass","No results","No results",NA,NA,NA,NA,4263214.823,7726525.558,3325154.182,3934094.695,3728512.426,2069500.88,3386026.778,2525207.451,21.5355505676441,22.1899628376469,-0.654412270002847,0.202249480562101,0.270662092489006,"stable",1.20300270319018
"3-Methoxy prostaglandin F1α","Com_4719_pos","3-Methoxy prostaglandin F1α","C21 H38 O6",408.24513,8.852,409.25241,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",603405.9589,596250.797399999,553150.3901,561525.4635,549272.186199999,455454.420899999,554757.553000001,512178.9551,19.0021774245181,19.1552138100781,-0.153036385560043,0.067207907961117,0.160717467033934,"stable",1.22637011177217
"Paraxanthine","Com_4734_pos","Paraxanthine","C7 H8 N4 O2",180.06345,1.722,198.09721,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",22016218.16,22923304.52,22884640.03,16199998.85,17362063.59,15203329.57,12692816.82,12121135.78,23.7970679871266,24.4300837646521,-0.633015777525575,0.00273863678893828,0.039915720769964,"down",1.77169410326869
"3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","Com_4794_pos","3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","C15 H12 O4",256.0696,2.404,257.07688,"Invalid mass","No results","No results",NA,NA,NA,NA,8492375.16100001,8104133.21,7862586.281,12294538.56,12349256.14,9144830.75400001,16481020.79,1707757.508,22.9823868139803,22.9581785484747,0.0242082655056599,0.969027089397972,0.554414197670576,"stable",0.0252779394179347
"Scopolamine","Com_4826_pos","Scopolamine","C17 H21 N O4",303.15094,6.247,304.15822,"Invalid mass","No results","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",577214.629500001,489072.8426,589310.3604,562201.1918,778917.1478,409477.0679,430714.7627,522239.5082,19.0051971596526,19.0690354249764,-0.0638382653238025,0.743337882725969,0.488347200162377,"stable",0.226344578008603
"CAR 18:1","Com_4846_pos","CAR 18:1","C25 H48 N O4",443.36168,8.54,426.35843,"No results","Invalid mass","No results",NA,NA,NA,NA,20865368.38,16863028.57,12388156.19,25594548.75,27887587.92,3161566.946,5551383.278,10158129.89,23.3230417514592,23.9614751757157,-0.63843342425648,0.371453377226956,0.354758515650405,"stable",0.59762331651812
"PC 34:2","Com_4877_pos","PC 34:2","C42 H80 N O8 P",779.54448,9.041,780.55176,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",118873241,109727274.1,108689080.3,112166353.6,110509849.9,67100862.16,82110919.09,71331518.6599999,26.3679199058985,26.7432758149756,-0.375355909077133,0.0720361288893709,0.166480729392471,"stable",1.17988216781142
"L-Tryptophan","Com_4890_pos","L-Tryptophan","C11 H12 N2 O2",204.09439,6.753,205.10167,"No results","Invalid mass","No results","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",6396745.527,2744542.812,4011088.3,5935854.402,5978820.51000001,4074321.851,5561544.785,4677322.557,22.3069775980243,21.9775344565292,0.329443141495137,0.453073431611688,0.385060453587755,"stable",0.82767347204611
"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","Com_4928_pos","N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","C13 H17 Cl N2 O3 S",332.03653,1.343,333.04355,"Invalid mass","No results","No results",NA,NA,NA,NA,991095.4992,1839907.54,1889315.784,2350121.147,1089305.1,1903920.967,849753.7347,934325.8134,20.3220147986243,20.5264329390345,-0.204418140410226,0.647352082955341,0.453911200681725,"stable",0.365952544107971
"Heptadecanoic Acid","Com_5018_pos","Heptadecanoic Acid","C17 H34 O2",292.23439,6.943,293.24165,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9304044.718,6365824.314,5458084.782,5454758.551,5182537.12500001,3573687.292,5952398.26000001,5408525.229,22.265027289689,22.7104352949935,-0.445408005304454,0.179689569234777,0.257704707353497,"stable",1.20943317121157
"Norlidocaine","Com_5020_pos","Norlidocaine","C12 H18 N2 O",206.14228,5.393,207.14957,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid amides",3127023.105,3141838.867,3196478.159,3379645.629,3053871.013,3949371.678,4901407.791,3747058.958,21.8411863926509,21.5891960051459,0.251990387504918,0.0936675663048851,0.188172265632238,"stable",1.11110169867674
"LPE 38:6","Com_5025_pos","LPE 38:6","C43 H76 N O7 P",749.53583,10.16,750.54319,"No results","Full match","No results",NA,NA,NA,NA,12000238.85,9911759.975,8574844.229,23861618.29,23317731.86,12629659.9,10713185.13,8525052.41099999,23.7899173085509,23.2629828796151,0.526934428935743,0.168284315001976,0.2504206814201,"stable",0.922020659305007
"Zaleplon-d4","Com_5091_pos","Zaleplon-d4","C17 H11 [2]H4 N5 O",309.14831,5.518,310.15558,"Invalid mass","No results","No results",NA,NA,NA,NA,580863.3567,546644.8164,526943.7663,509855.5898,495858.2604,441533.1083,522486.8541,465768.1601,18.8911494445918,19.0717909995121,-0.180641554920278,0.02650653824556,0.0956743172846051,"stable",1.48467835387991
"(-)-Epigallocatechin","Com_5117_pos","(-)-Epigallocatechin","C15 H14 O7",634.13396,1.92,635.14123,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",7445064.424,2636293.944,8340477.107,13568778.78,13570825.97,7882560.39300001,16936125.86,9812279.18999999,23.5075566082079,22.3832103975996,1.12434621060831,0.155615634919649,0.241659765377479,"stable",1.40214562235998
"Quinidine","Com_5129_pos","Quinidine","C20 H24 N2 O2",302.19991,5.93,325.18915,"Invalid mass","No results","No results","Alkaloids and derivatives","Cinchona alkaloids","Not available","Cinchona alkaloids",529566.6071,481602.2482,487725.2671,464390.1627,446356.139900001,397302.5162,460543.068,403314.3054,18.7254427281989,18.929214805897,-0.203772077698122,0.0209034696516984,0.0867661400363942,"stable",1.51752630631364
"Methandrostenolone","Com_5226_pos","Methandrostenolone","C20 H28 O2",300.20937,9.046,323.19858,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",5449348.686,5631057.287,6756138.10300001,5361289.688,5380263.857,5643510.23699999,5219570.12000001,3940362.323,22.2733903883623,22.4967980539978,-0.223407665635527,0.153631920978332,0.240218329515868,"stable",1.07808879015153
"PC 16:0_17:1","Com_5274_pos","PC 16:0_17:1","C41 H80 N O8 P",745.55979,10.074,746.56707,"No results","Full match","No results",NA,NA,NA,NA,49689912.88,33156753,5449005.02,25057911.32,25355908.01,11669508.21,13058226.74,13137579.26,23.9872947306713,24.3089368208753,-0.321642090203994,0.777414445186943,0.499550815759073,"stable",0.328303879884461
"3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","Com_5282_pos","3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","C15 H16 N2 O2",278.10056,1.667,279.10779,"Invalid mass","No results","No results",NA,NA,NA,NA,11780305.61,14551097.27,16704069.61,20305188.44,17242718.88,22711675.43,30705039.16,16455039.5,24.3191516174578,23.7593981788343,0.559753438623531,0.044801917498153,0.127725222336238,"up",1.37668734964709
"16(R)-HETE","Com_5314_pos","16(R)-HETE","C20 H32 O3",342.21758,8.097,343.22486,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",6848637.423,7287617.62000001,6608384.65200001,9459703.408,5885891.70999999,7518252.02600001,9482855.629,5510029.96199999,22.8149355622086,22.7200892062342,0.0948463559743828,0.603632945376253,0.436641418899418,"stable",0.343215953172697
"PC 38:3","Com_5341_pos","PC 38:3","C46 H86 N O8 P",833.59118,11.737,834.59845,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",11588973.98,12068430.76,11887571.01,14626958.05,12550709.74,7331117.64099999,8702462.15700001,8150559.47599999,23.2400907274107,23.4979782975532,-0.257887570142532,0.250395601302645,0.293243076748265,"stable",0.75968475367879
"4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","Com_5348_pos","4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","C18 H22 O4",302.15037,6.26,303.15766,"Full match","No results","No results",NA,NA,NA,NA,1952013.911,713493.6451,2349832.561,1558416.94,4439532.22,1221095.82,1350218.939,452907.4504,20.4053979469761,20.5017331625359,-0.0963352155598223,0.90232552718623,0.536734942041568,"stable",0.0980625476823573
"4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","Com_5372_pos","4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","C15 H18 N2 O S",137.05965,4.818,297.10867,"Invalid mass","No results","No results",NA,NA,NA,NA,3708865.882,4291051.272,6532484.183,5006362.983,5109239.236,8623541.84999999,5551913.30499999,7403003.411,22.5608180999101,22.1648822241771,0.39593587573296,0.250772403409482,0.293397577875244,"stable",1.0123375419625
"FRH","Com_5379_pos","FRH","C21 H30 N8 O4",458.24154,9.518,459.24882,"Invalid mass","No results","No match",NA,NA,NA,NA,3080344.912,2716311.788,1333074.958,1060277.66,1739362.69,1215885.932,1170525.96,3130385.798,20.5392698099528,21.0914015335269,-0.552131723574078,0.303891652489851,0.323355232677524,"stable",0.863076989486405
"N-Acetylsphingosine","Com_5395_pos","N-Acetylsphingosine","C20 H39 N O3",341.29336,7.728,364.28256,"Full match","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Ceramides",496977.2352,508795.1357,578281.6221,513477.6639,502291.0173,454818.8465,513061.3233,429355.8671,18.8767249169266,19.0069861077988,-0.130261190872279,0.19820298168717,0.268467061053798,"stable",1.05358988170663
"LNK","Com_5513_pos","LNK","C16 H31 N5 O5",373.23702,6.758,374.24426,"Invalid mass","No results","No results",NA,NA,NA,NA,372822.0249,333416.475,347812.2252,326121.9812,319365.929,278823.402,323032.0847,285423.2108,18.2225912491866,18.4210141836146,-0.198422934427935,0.0289650566873931,0.0995948446871528,"stable",1.48509739364979
