"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_6w_1","OCI_M2_6w_2","OCI_M2_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PG 18:1_22:6","Com_5263_neg","PG 18:1_22:6","C46 H77 O10 P",820.52679,9.791,819.51951,"No results","Full match","No results",NA,NA,NA,NA,16625493.71,19537026.38,13175255.04,29047832.41,11142049.83,41488957.08,24.5025541899278,23.9526429882618,0.549911201666021,0.526312735900494,0.569400135523794,"stable",0.737313932221946
"3-(3-Methoxyphenyl)propionic acid","Com_5297_neg","3-(3-Methoxyphenyl)propionic acid","C10 H12 O3",180.07866,5.879,179.07138,"No results","No results","Full match",NA,NA,NA,NA,4859879.89299999,5378690.913,8680302.53599999,7013507.61400001,4596397.991,4742862.401,22.3503678646223,22.5402089267431,-0.189841062120877,0.685319470504875,0.632601516150051,"stable",0.490517456116813
"1-Pyrenol","Com_5300_neg","1-Pyrenol","C16 H10 O",218.07261,4.801,217.06534,"Full match","No results","No results","Benzenoids","Pyrenes","Not available","Pyrenes",2433898.537,1813153.218,1861587.229,1891047.667,4633854.81299999,5077668.473,21.7567568275722,20.9443362655994,0.812420561972797,0.301704475265759,0.446609049989484,"stable",1.13504175076933
"Taurolithocholic acid","Com_5318_neg","Taurolithocholic acid","C26 H45 N O5 S",483.30209,8.023,482.29481,"No results","No results","Full match",NA,NA,NA,NA,2436037.839,3519503.434,2082136.224,2796173.974,4109598.506,3786371.814,21.7459911253208,21.3175595348935,0.428431590427348,0.18739272078619,0.381611806959048,"stable",1.05822155097418
"MGDG O-13:1_20:4","Com_5351_neg","MGDG O-13:1_20:4","C42 H72 O9",766.53467,8.536,765.52739,"No results","Invalid mass","No results",NA,NA,NA,NA,30549607.32,38161677.36,39736419.36,70919941.94,69029322.36,40633179.97,25.7988496481831,25.0980767637147,0.700772884468389,0.183254060937212,0.378329834030663,"stable",1.35019748279377
"Prostaglandin H2","Com_5433_neg","Prostaglandin H2","C20 H32 O5",334.21422,7.404,333.20699,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4261684.12,6440956.12000001,2104309.15,7202584.24,4213920.127,3871825.284,22.2237990527361,21.8822503017095,0.341548751026526,0.549145039074778,0.579780196965279,"stable",0.51897329903981
"8-iso-15-keto Prostaglandin F2α","Com_5459_neg","8-iso-15-keto Prostaglandin F2α","C20 H32 O5",352.22523,6.814,351.21791,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",2018882.963,1712655.807,612152.6136,4426803.27,1309449.493,1568451.227,20.9930906834286,20.2921538346906,0.700936848738088,0.329186376250074,0.457267906044465,"stable",0.724428261744719
"JWH 018 N-pentanoic acid metabolite","Com_5494_neg","JWH 018 N-pentanoic acid metabolite","C24 H21 N O3",407.1325,5.56,406.12522,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Naphthoylindoles","Naphthoylindoles",775447.773099999,274495.6004,633936.696400001,308520.2079,621507.350099999,375614.3687,18.6664367057482,18.9683576168095,-0.301920911061334,0.729164533520318,0.64689258444282,"stable",0.46303739754989
"13,14-Dihydro-15-keto Prostaglandin E1","Com_5508_neg","13,14-Dihydro-15-keto Prostaglandin E1","C20 H34 O5",336.23072,6.624,335.22301,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1300792.762,1914510.127,1811147.531,2946345.816,1385396.972,1512489.936,20.8069524825356,20.6559920677983,0.150960414737295,0.798071007442653,0.667235078676701,"stable",0.335519438820935
"N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","Com_5535_neg","N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","C15 H14 Cl2 N2 O",354.05627,11.963,353.04899,"Invalid mass","No results","No results",NA,NA,NA,NA,4808700.975,8226895.44399999,5834489.018,6523385.609,5129807.724,8442303.152,22.6456226688013,22.5484357811383,0.0971868876630033,0.826568382017974,0.674978872474281,"stable",0.272646397154508
"N-Acetyl-L-histidine","Com_5592_neg","N-Acetyl-L-histidine","C8 H11 N3 O3",197.08019,1.465,196.07303,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",3144719.886,3462764.603,2370911.633,1863228.217,4144262.89,3020621.136,21.4461569560536,21.4950011444942,-0.048844188440583,0.902923206061758,0.694055041933809,"stable",0.11393320907684
"2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","Com_5594_neg","2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","C12 H15 N3 O2",233.11633,6.529,232.10872,"Full match","No results","No results",NA,NA,NA,NA,2415789.822,2718792.724,1667534.721,2441546.518,2030464.104,1862185.31,21.0004357138603,21.082627873081,-0.082192159220682,0.684014242299389,0.632158331682019,"stable",0.292540864333376
"UMP","Com_5596_neg","UMP","C9 H13 N2 O9 P",324.03613,6.565,323.02873,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",28820271.26,28914030.82,32157341.47,16491676.67,24776366.2,14980060.27,24.1247453713925,24.8348305972961,-0.710085225903544,0.110738185739894,0.334604455367064,"stable",1.46757457365398
"6-Phosphogluconic acid","Com_5599_neg","6-Phosphogluconic acid","C6 H13 O10 P",276.02411,5.243,275.01683,"No results","No results","Full match",NA,NA,NA,NA,1368112.764,1507279.753,1748488.892,3273398.213,4016768.787,2964873.96,21.6931670072301,20.5483162309753,1.14485077625483,0.0282693670051118,0.309065245834167,"up",1.67688883702926
"PA 2:0_16:0","Com_5900_neg","PA 2:0_16:0","C21 H41 O8 P",452.25434,10.359,451.24706,"No results","Full match","No results",NA,NA,NA,NA,167887.1353,162270.5386,174367.4451,177129.8655,332689.1119,139547.1359,17.6228853571096,17.3589816367148,0.263903720394783,0.579582160536602,0.592863573801126,"stable",0.579130883496907
"Cynaropicrin","Com_5918_neg","Cynaropicrin","C19 H22 O6",392.14769,5.697,391.14041,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Guaianolides and derivatives",171668.6973,168493.4813,177059.0435,5669021.759,136579.1825,154215.0474,18.9095434901139,17.3951572435285,1.51438624658539,0.481459378256789,0.547439479412137,"stable",0.688567517265534
"Carnosine","Com_6051_neg","Carnosine","C9 H14 N4 O3",226.10549,1.346,261.07451,"No results","No results","Full match","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",2100052.792,1304697.126,2019659.65,2839244.98,3138489.24,3158986.522,21.5365816959112,20.7543194775699,0.782262218341316,0.0884656199987744,0.32168933315972,"stable",1.51158407987288
"11(Z)-Eicosenoic acid","Com_6068_neg","11(Z)-Eicosenoic acid","C20 H38 O2",356.29256,9.901,355.28529,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",339713.311,689330.832199999,589074.7663,4219027.367,344246.9799,400141.0051,19.6705708134214,18.9789621572829,0.691608656138509,0.685681663382035,0.632724307917007,"stable",0.479237874627274
"Hexadecanedioic acid","Com_6071_neg","Hexadecanedioic acid","C16 H30 O4",286.21453,7.033,285.20726,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9286973.32400001,9871319.865,10451272.37,10114723.42,7987912.32599999,8561558.98699999,23.0762608983109,23.2329212936544,-0.156660395343472,0.379527415732079,0.488111088263699,"stable",0.997792242268086
"3,14-dihydro-15-keto-tetranor Prostaglandin E2","Com_6114_neg","3,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5",280.16513,7.252,279.15786,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclopentanols",2511145.856,2545867.309,5103705.80100001,3036948.235,2821354.704,2485842.043,21.4024835690353,21.6075846439767,-0.205101074941453,0.672170409284785,0.628087399287104,"stable",0.493059398947205
"5-Methoxyindoleacetic acid","Com_6156_neg","5-Methoxyindoleacetic acid","C11 H11 N O3",205.07386,5.425,204.06662,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",1095234.223,1088156.415,984988.6326,2001625.993,2555934.891,2088436.037,21.0707173939789,20.0086700232325,1.06204737074633,0.00965100912685975,0.309065245834167,"up",1.70256433249972
"Fosfomycin","Com_6174_neg","Fosfomycin","C3 H7 O4 P",138.00823,1.463,183.00651,"No results","No results","Full match","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",2378760.107,2625499.945,2607032.697,2635084.37,1904204.711,3462215.624,21.304479674538,21.2733054455904,0.0311742289475454,0.915055443750074,0.69688184760408,"stable",0.107113096799646
"4-Butylresorcinol","Com_6236_neg","4-Butylresorcinol","C10 H14 O2",166.0994,6.018,211.09761,"No results","No results","Full match","Benzenoids","Phenols","Benzenediols","Resorcinols",5521935.939,6516473.007,11751461.21,7086168.264,5168448.454,7466206.347,22.629939355845,22.8395798127599,-0.209640456914865,0.556229256001419,0.58289986579566,"stable",0.475836704419706
"L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","Com_6260_neg","L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","C10 H16 N4 O3",240.11513,7.176,239.10785,"No results","Invalid mass","No results",NA,NA,NA,NA,2815154.95,1978479.777,3201575.845,2264261.446,1584961.662,3006900.266,21.0754904064527,21.3170315156494,-0.241541109196671,0.0854492914030772,0.320075117711494,"stable",0.586593298202191
"10-Hydroxydecanoic acid","Com_6308_neg","10-Hydroxydecanoic acid","C10 H20 O3",188.14137,5.953,169.12354,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",2984117.6,3738077.926,4008771.92,3604800.477,2764407.96,3546656.339,21.646018399995,21.7591556937617,-0.113137293766695,0.63924038536241,0.616280198512581,"stable",0.52719833928038
"Maltotriose","Com_6332_neg","Maltotriose","C18 H32 O16",504.17136,9.191,503.16408,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",3492769.584,3213040.021,3954917.041,3552621.946,2507902.142,2822511.694,21.4823501644845,21.7555545212451,-0.273204356760687,0.216986224480429,0.402708444305721,"stable",1.08812219003029
"LPS 17:0","Com_6394_neg","LPS 17:0","C23 H46 N O9 P",511.29119,9.552,510.28392,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",614628.341,679516.7682,715412.8619,1290706.205,2013510.527,1644897.077,20.6301922285085,19.3506403078871,1.27955192062141,0.0132313578469666,0.309065245834167,"up",1.66841180770946
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","Com_6406_neg","2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","C18 H24 F N3",301.2003,5.62,300.19302,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzimidazoles","Not available","Benzimidazoles",3190302.778,3470343.616,3373901.489,2927048.423,2941859.584,3622347.985,21.5859352852728,21.6726318090936,-0.086696523820855,0.478008852988238,0.545656913490988,"stable",0.653191258948905
"LPC O-14:1","Com_6438_neg","LPC O-14:1","C22 H46 N O6 P",497.31193,9.092,496.30449,"No results","Invalid mass","No results",NA,NA,NA,NA,599977.0249,1826581.784,433113.4603,483190.9652,1242917.581,1624091.808,19.9195783046742,19.5732160448236,0.346362259850583,0.701603042903003,0.638042092583201,"stable",0.359561413284207
"19-Nortestosterone","Com_6454_neg","19-Nortestosterone","C18 H26 O2",274.19318,8.943,273.1859,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",1064108.731,1442810.738,1545651.409,1410656.367,1650071.465,1367227.784,20.4882848101588,20.3471494438515,0.141135366307271,0.494909242361915,0.554256264588243,"stable",0.620407045181435
"3-Methyluridine","Com_6462_neg","3-Methyluridine","C10 H14 N2 O6",258.08522,4.1,257.07798,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",1332764.119,1833973.6,909253.540000001,1336415.582,844954.5935,1117972.806,20.0436350778156,20.3156181959684,-0.271983118152793,0.592871593675152,0.59832394488082,"stable",0.631678527378623
"Dithranol","Com_6509_neg","Dithranol","C14 H10 O3",226.06302,6.184,225.05576,"No results","No results","Full match","Benzenoids","Anthracenes","Not available","Anthracenes",1648823.733,2060195.606,2453261.215,2745490.681,1442015.496,1175882.105,20.6711999372724,20.9512083535356,-0.280008416263204,0.651049994487026,0.620599833496925,"stable",0.571126548773157
"Cyclamic acid","Com_6532_neg","Cyclamic acid","C6 H13 N O3 S",179.06188,5.366,178.0546,"Full match","No results","Full match","Organic acids and derivatives","Sulfamic acid derivatives","Cyclamates","Cyclamates",138422.6417,238715.0691,172664.9841,122587.306,60998.50287,1589652.042,17.8000719538056,17.4470888485335,0.352983105272106,0.837540955247905,0.677865278461255,"stable",0.211139936684669
"Homo-Gamma-Linolenic Acid (C20:3)","Com_6536_neg","Homo-Gamma-Linolenic Acid (C20:3)","C20 H34 O2",306.25587,10.5,305.24859,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",999873.756600001,1356635.964,893688.938300001,693251.5659,1145068.168,679504.1418,19.634714773353,20.0241339606821,-0.389419187329111,0.041563480193661,0.309065245834167,"down",0.93905937859343
"15-Keto prostaglandin A1","Com_6564_neg","15-Keto prostaglandin A1","C20 H30 O4",334.21469,7.006,333.20742,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",6613566.50000001,3077842.751,3863217.182,8896211.32,4748436.842,5317012.495,22.5353217625342,22.0306188342046,0.504702928329579,0.0143706569426758,0.309065245834167,"up",0.883596355890072
"15(R)-Prostaglandin E2","Com_6576_neg","15(R)-Prostaglandin E2","C20 H32 O5",352.22525,7.097,351.21797,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3110565.435,2399304.907,2654238.712,3752977.414,2129236.969,2528780.975,21.3771733075907,21.3675990665184,0.00957424107232541,0.949521724279939,0.704634771638999,"stable",0.0314650369196496
"PC 14:0_20:4","Com_6608_neg","PC 14:0_20:4","C42 H76 N O8 P",799.53702,8.851,798.52975,"No results","Invalid mass","No results",NA,NA,NA,NA,2542202.506,4636208.133,3840053.611,10322172.98,4981429.034,6274635.85,22.7094906402917,21.7649521506106,0.944538489681108,0.237168575643036,0.415073244937005,"stable",1.3287309157941
"LPS 20:1","Com_6634_neg","LPS 20:1","C26 H50 N O9 P",551.32215,10.765,550.31518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",302934.3745,462121.9704,254834.6784,377967.3018,530182.8766,377396.8199,18.6899183989723,18.3285873373202,0.361331061652169,0.0794024629172108,0.31652758867421,"stable",0.894327767144399
"PC O-16:0_14:1","Com_6736_neg","PC O-16:0_14:1","C38 H76 N O7 P",735.53893,11.072,734.53165,"No results","Invalid mass","No results",NA,NA,NA,NA,865049.630900001,888953.989400001,962376.949099999,1746173.839,567895.78,727868.0954,19.7747833100569,19.7868050560218,-0.0120217459649901,0.983575210151739,0.711914940875021,"stable",0.0212486055351864
"2,4-Dihydroxybenzoic acid","Com_6881_neg","2,4-Dihydroxybenzoic acid","C7 H6 O4",154.02415,4.679,153.01665,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",1751443.367,1504720.138,1422854.926,1290750.345,1352858.336,1483011.499,20.3891520839748,20.567177935224,-0.178025851249235,0.344115897680975,0.463685819850695,"stable",1.1152090053425
"2-Deoxyuridine","Com_6883_neg","2-Deoxyuridine","C9 H12 N2 O5",228.07469,4.967,227.06743,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",631662.940000001,908427.6679,957181.9849,990983.624999999,2915563.815,2576273.121,20.8968997598108,19.6434137484257,1.25348601138503,0.0562873803911962,0.309065245834167,"stable",1.33592358436464
"L-Arabinitol","Com_6945_neg","L-Arabinitol","C5 H12 O5",152.06851,5.952,189.01712,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar alcohols",4717864.466,6347691.459,7523492.32400001,5504996.766,1032140.756,5793140.07199999,21.6118109003815,22.536824729197,-0.925013828815587,0.396982125234816,0.499349952048746,"stable",0.841037258865422
"LPA 20:4","Com_6965_neg","LPA 20:4","C23 H39 O7 P",458.24301,9.453,457.23573,"No results","Full match","No match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",1662055.212,1149369.18,1829831.89,932806.504399999,916635.8977,1016948.076,19.8643407239598,20.5334091322836,-0.669068408323799,0.0597826571368493,0.309065245834167,"stable",1.47879755810704
"Neohesperidin","Com_7024_neg","Neohesperidin","C28 H34 O15",610.1906,5.598,609.18333,"Full match","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",732690.3643,864818.075899999,1092163.813,502118.4736,1676252.516,303785.7165,19.2757236195698,19.7545463667064,-0.478822747136682,0.614018014538507,0.606716956696145,"stable",0.530718726120461
"Resolvin E1","Com_7033_neg","Resolvin E1","C20 H30 O5",350.20939,6.379,349.20212,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids",1320803.02,1082734.621,741136.185899999,3165605.981,1053920.498,750575.1692,20.3730073048676,19.959537094709,0.413470210158582,0.432436094255422,0.520723897462444,"stable",0.512674363450408
"LPG O-15:0","Com_7038_neg","LPG O-15:0","C21 H45 O8 P",456.28544,8.881,455.27817,"No results","Full match","No results",NA,NA,NA,NA,715771.9577,651298.685,694748.7295,770148.2635,966566.998200001,553110.532099999,19.5048317280124,19.3894106838851,0.115421044127334,0.699888500449929,0.637476840898216,"stable",0.412502299774217
"1,2,3-Benzenetricarboxylic acid","Com_7054_neg","1,2,3-Benzenetricarboxylic acid","C9 H6 O6",210.01662,5.284,209.00934,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",202393.0225,212445.6371,202005.7472,3713632.772,171997.3284,195032.3504,18.9299267600061,17.6491903441579,1.28073641584814,0.47295628805145,0.543021239803174,"stable",0.705692713412494
"LPS 14:0","Com_7064_neg","LPS 14:0","C20 H40 N O9 P",469.24411,8.612,468.23684,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",212418.7194,194528.6165,220125.2757,281610.1494,537426.2756,188792.0738,18.2218286029012,17.6713798482504,0.550448754650876,0.379905378401423,0.488359795883528,"stable",0.921143829282598
"LPE O-22:2","Com_7067_neg","LPE O-22:2","C27 H54 N O6 P",519.36867,11.461,518.3614,"No results","Full match","No results",NA,NA,NA,NA,261961.6207,387376.8793,201336.3943,1130530.971,860330.671599999,832301.0587,19.8299489259964,18.0605409055435,1.76940802045294,0.0292862966259307,0.309065245834167,"up",1.64818540190144
"trans-Petroselinic Acid","Com_7073_neg","trans-Petroselinic Acid","C18 H34 O2",328.2611,9.119,327.25382,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3701083.599,3262794.771,2224802.208,4730824.698,1958049.432,5810004.672,21.8482513070348,21.5141462526225,0.334105054412355,0.640141716964851,0.616613345276609,"stable",0.525052875097155
"5-Dehydroquinic acid","Com_7122_neg","5-Dehydroquinic acid","C7 H10 O6",190.04789,4.979,189.04057,"No results","Full match","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives",2023429.177,3129715.756,2252589.461,4479094.66,1745308.84,2294441.658,21.3198461124179,21.2097080336357,0.110138078782175,0.865938858084757,0.685102841294431,"stable",0.213844580073815
"LPC 20:1","Com_7124_neg","LPC 20:1","C28 H56 N O7 P",595.38539,10.508,594.37811,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",819825.1738,918985.849099999,696828.470100001,1143879.892,1522273.376,1313514.758,20.3294337204561,19.6216946430592,0.707739077396933,0.0301268863037223,0.309065245834167,"up",1.57980342290942
"Prostaglandin G2","Com_7190_neg","Prostaglandin G2","C20 H32 O6",368.21987,6.546,349.20199,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1316685.968,693392.2614,648462.311399999,3596739.256,605600.4378,670130.4553,20.1134491055746,19.6794850941367,0.43396401143789,0.486454083220787,0.549995141940159,"stable",0.411250872743412
"Pantetheine","Com_7305_neg","Pantetheine","C11 H22 N2 O4 S",278.13026,5.224,277.12266,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",189258.0413,411104.0256,211613.3346,271052.0513,526693.2751,597103.7751,18.7474786925007,17.9567366874046,0.790742005096075,0.156425243803714,0.36018193131152,"stable",1.0864823507566
"Ribulose-5-phosphate","Com_7306_neg","Ribulose-5-phosphate","C5 H11 O8 P",230.01916,1.195,211.00121,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",1239161.829,1010718.055,1389508.635,823004.049100001,806983.8301,1117958.845,19.7883852974693,20.1980085745111,-0.409623277041781,0.0454511083457339,0.309065245834167,"down",1.23947895131623
"Docosapentaenoic acid","Com_7336_neg","Docosapentaenoic acid","C22 H34 O2",330.25589,10.191,329.24861,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",439692.646,527415.542299999,577852.7175,292003.3448,905304.758799999,741385.9282,19.1478448628783,18.9650195799353,0.182825282943003,0.696067294383634,0.636210688601219,"stable",0.304309679645576
"Taurocholic acid","Com_7417_neg","Taurocholic acid","C26 H45 N O7 S",515.29214,6.807,514.28487,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",1991617.981,3116558.908,2192565.42,2452841.479,2700745.016,2783358.153,21.3331145688889,21.1870735084149,0.146041060474047,0.495578204674791,0.554589957285879,"stable",0.588373020869252
"cis-2-Decenoic acid","Com_7439_neg","cis-2-Decenoic acid","C10 H18 O2",170.13081,5.95,169.12353,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",2826216.557,3285447.26,3685140.175,3088439.441,2475538.876,3546656.339,21.5185952999235,21.6304623347311,-0.111867034807599,0.550956394025439,0.580582293493163,"stable",0.499198827670991
"LPS 18:2","Com_7496_neg","LPS 18:2","C24 H44 N O9 P",521.27396,9.267,520.26669,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",465019.8675,528173.4574,499161.5264,539322.7685,201072.0487,857897.398200001,18.78952934178,18.9222441073158,-0.132714765535745,0.857371365743164,0.682953799718232,"stable",0.185890590280785
"19(R)-Hydroxy prostaglandin F2α","Com_7505_neg","19(R)-Hydroxy prostaglandin F2α","C20 H34 O6",352.2251,6.342,351.21782,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",8622924.35899999,3322423.186,5863568.63,3616203.565,12339635.1,20439153.92,23.2092243334482,22.3956325829974,0.813591750450783,0.513801340584245,0.563491707740825,"stable",0.758640923457091
"Deoxyribose 5-Phosphate","Com_7507_neg","Deoxyribose 5-Phosphate","C5 H11 O7 P",214.02432,1.375,213.01705,"No results","No results","Full match",NA,NA,NA,NA,9517045.81100001,8851523.524,10569875.16,11160243.36,5191032.064,6111934.36500001,22.7542175797848,23.1976772496501,-0.443459669865241,0.31844218541425,0.453260996606906,"stable",0.945668022305069
"DY131","Com_7521_neg","DY131","C18 H21 N3 O2",311.16369,8.087,310.15642,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids and derivatives",2885727.393,2258240.869,4076461.766,10699228.3,40642171.2,3770518.451,23.4912696757068,21.5087191952642,1.9825504804426,0.250186101020453,0.422327135980323,"stable",1.21444619395587
"CerP 15:0;2O/2:0","Com_7522_neg","CerP 15:0;2O/2:0","C17 H36 N O6 P",381.22781,8.164,380.22054,"No results","Full match","No results",NA,NA,NA,NA,948576.680999999,1243233.725,1027875.202,4206684.692,1051345.707,1356531.921,20.7931831766571,20.0241015578347,0.769081618822408,0.394270419528659,0.497636409982729,"stable",0.913914808305293
"6α-Prostaglandin I1","Com_7629_neg","6α-Prostaglandin I1","C20 H34 O5",336.23036,7.33,335.22308,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3202176.976,3301731.896,3889149.302,4006236.32,2713677.025,2941335.315,21.5978911735393,21.7188121162418,-0.120920942702455,0.644413998448572,0.618184612586666,"stable",0.523855544841779
"Boc-beta-cyano-L-alanine","Com_7657_neg","Boc-beta-cyano-L-alanine","C9 H14 N2 O4",214.0954,5.208,213.08812,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",647880.7432,925069.600500001,1054362.873,1121196.938,1324898.205,2235437.477,20.5087280438173,19.7108370620884,0.797890981728901,0.0394751830322296,0.309065245834167,"up",1.28590154096727
"(±)9-HpODE","Com_7661_neg","(±)9-HpODE","C18 H32 O4",312.23019,8.328,311.22291,"Full match","No results","Full match",NA,NA,NA,NA,3857126.899,4367953.175,4288517.984,4241717.173,1966141.682,3243894.457,21.5174827683677,21.989889626786,-0.47240685841836,0.333507179630072,0.45882539445097,"stable",1.0160778501808
"Soyasaponin I","Com_7743_neg","Soyasaponin I","C48 H78 O18",942.52101,7.241,941.51373,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins",144795.5489,136757.3665,147686.7529,152719.215,108254.79,130186.8364,16.9782724859748,17.125699216589,-0.147426730614132,0.346568083241185,0.465452097763653,"stable",0.781247373449981
"4-Amino-5-imidazolecarboxamide","Com_7770_neg","4-Amino-5-imidazolecarboxamide","C4 H6 N4 O",126.0542,5.2,107.03637,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Aminoimidazoles",1234735.89,1330319.553,1697293.039,1566399.731,1143491.144,1641962.347,20.4503414556176,20.4246388976567,0.0257025579609085,0.891313648698534,0.691300210091993,"stable",0.104319103788063
