"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"4-decyl-3-hydroxy-5-oxooxolane-2,3-dicarboxylic acid","Com_3414_pos","4-decyl-3-hydroxy-5-oxooxolane-2,3-dicarboxylic acid","C16 H26 O7",352.1442,7.048,353.15147,"Invalid mass","No results","No results",NA,NA,NA,NA,4992361.965,4622963.394,5609828.86400001,9369535.351,7959309.417,11578340.99,23.182894373249,22.2704009818994,0.912493391349606,0.00678352783159951,0.162950309299332,"up",1.60634564536622
"4-(4-methoxyphenyl)-6-pyridin-4-yl-1,3,5-triazin-2(3H)-one","Com_3499_pos","4-(4-methoxyphenyl)-6-pyridin-4-yl-1,3,5-triazin-2(3H)-one","C15 H12 N4 O2",280.09269,6.111,281.09997,"Invalid mass","No results","No results",NA,NA,NA,NA,1096408.498,1022098.443,1161953.99,1201490.999,1274987.237,905574.653799999,20.0889732793297,20.05852607406,0.0304472052697626,0.894211899740061,0.706628955867314,"stable",0.161723212333262
"PE O-16:1_20:3","Com_3503_pos","PE O-16:1_20:3","C41 H76 N O7 P",725.5363,11.58,726.54358,"No results","Full match","No results",NA,NA,NA,NA,7744220.182,7869573.669,7140264.68699999,8247895.92600001,9332416.419,20476388.22,23.4722906261852,22.8533629051366,0.618927721048578,0.304954953495892,0.478276600820196,"stable",1.03248560574372
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime","Com_3506_pos","1-(3,4-dimethoxyphenyl)ethan-1-one oxime","C10 H13 N O3",217.07415,5.268,235.10795,"Invalid mass","No results","No results",NA,NA,NA,NA,6307208.24599999,6971245.46999999,6153185.748,7403175.98099999,5735221.968,7341699.549,22.6929378098645,22.6248190827573,0.0681187271072368,0.73459349417714,0.664283519275084,"stable",0.427937607870078
"PC O-36:8","Com_3511_pos","PC O-36:8","C44 H74 N O7 P",1519.02836,11.735,760.52146,"No results","Invalid mass","No results",NA,NA,NA,NA,3004226.708,219098.0821,212384.9498,1604407.203,2975910.087,3431871.957,21.2763575737554,18.9853671990541,2.29099037470128,0.288434353755869,0.468086993026667,"stable",1.13328369079218
"PC O-36:5","Com_3512_pos","PC O-36:5","C44 H80 N O7 P",765.56727,10.82,766.57454,"No results","Full match","No results",NA,NA,NA,NA,11926201.38,27212446.23,21372225.33,8429475.184,7324332.85999999,23486039.62,23.432192476245,24.1848761266561,-0.752683650411075,0.335965013325551,0.495664554926368,"stable",0.876210895940779
"4-cyclopropyl-5-sulfanyl-4H-1,2,4-triazol-3-ol","Com_3557_pos","4-cyclopropyl-5-sulfanyl-4H-1,2,4-triazol-3-ol","C5 H7 N3 O S",157.03344,1.315,158.0407,"Invalid mass","No results","No results",NA,NA,NA,NA,596708.1064,598892.1854,573541.592,973079.626300001,593306.8449,535588.4879,19.3671275553439,19.1693804061165,0.197747149227403,0.519314659354982,0.583129763669574,"stable",0.598580624570558
"2-oxopiperidine-3-carbohydrazide","Com_3558_pos","2-oxopiperidine-3-carbohydrazide","C6 H11 N3 O2",157.08543,2.483,158.09271,"Full match","No results","No results",NA,NA,NA,NA,682725.653800001,946792.059900001,1063047.951,932988.2553,684600.6218,962908.954,19.6978141131496,19.7511365875021,-0.0533224743525373,0.861112098033559,0.698749352336985,"stable",0.184470095674043
"2-Arachidonoyl glycerol","Com_3577_pos","2-Arachidonoyl glycerol","C23 H38 O4",360.26669,8.91,361.27397,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Endocannabinoids","Not available","Endocannabinoids",3549686.483,3754313.035,10023326.6,6772689.539,6376407.057,3378644.859,22.3278743382514,22.2854119186752,0.0424624195761716,0.962824474665736,0.721717277933263,"stable",0.0627126815349873
"3-benzyl-1-methyl-2-oxo-1,2-dihydroquinolin-4-yl benzoate","Com_3586_pos","3-benzyl-1-methyl-2-oxo-1,2-dihydroquinolin-4-yl benzoate","C24 H19 N O3",391.11657,2.254,392.12381,"Invalid mass","No results","No results",NA,NA,NA,NA,791135.442300001,691220.9954,681907.641699999,737311.066899999,815150.3919,724574.580900001,19.5317984283777,19.4571898399405,0.0746085884371439,0.526886073671218,0.586644039479746,"stable",0.681840470171603
"4-Hydroxyretinoic Acid","Com_3607_pos","4-Hydroxyretinoic Acid","C20 H28 O3",316.20358,7.684,317.21082,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Retinoids","Retinoids",9699750.32000001,5211257.874,2802510.294,16844601.85,10938678.01,6358252.58099999,23.3296389823152,22.3136682128902,1.01597076942506,0.0124697721176325,0.177151304610285,"up",1.0525560343957
"Diacetoxyscirpenol","Com_3628_pos","Diacetoxyscirpenol","C19 H26 O7",388.15371,8.301,389.16094,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",1241866.278,679095.1144,1365888.583,898926.6309,2280616.602,1016863.27,20.2848435400285,19.9995803025217,0.2852632375068,0.734113809007409,0.664137831275616,"stable",0.450402370463326
"3-Hydroxypicolinic acid","Com_3653_pos","3-Hydroxypicolinic acid","C6 H5 N O3",139.02717,1.474,157.06097,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",740587.868000001,787895.054399999,1130247.663,2216490.303,1306927.703,2206045.878,20.8235416296482,19.7313876160305,1.09215401361761,0.0500239510940093,0.276091277949082,"stable",1.49003775663251
"3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","Com_3659_pos","3-(1-benzylpiperidin-4-yl)-3H-[1,2,3]triazolo[4,5-b]pyridine","C17 H19 N5",293.16081,6.749,294.16809,"Invalid mass","No results","No results",NA,NA,NA,NA,2773510.204,3380636.354,3131473.621,3743446.583,5429112.62599999,5431753.149,22.1937357350612,21.5568517683218,0.636883966739397,0.0271026898979438,0.230874687601103,"up",1.46395368932539
"4-(4-nitrophenylazo)aniline","Com_3660_pos","4-(4-nitrophenylazo)aniline","C12 H10 N4 O2",264.06249,5.915,265.06976,"Invalid mass","No results","No results",NA,NA,NA,NA,12817668.99,11429259.24,6475349.90000001,17446788.53,15197986.58,13526360.24,23.8677017947329,23.228128623334,0.63957317139894,0.0944009941613935,0.326496255468207,"stable",1.21251270189567
"KMH","Com_3665_pos","KMH","C17 H30 N6 O4 S",396.19427,6.959,397.20155,"Invalid mass","No results","No results",NA,NA,NA,NA,11542890.12,9632346.44099999,12864629.14,150298.466,353810.6873,211441.3969,17.7733290654894,23.4256211799248,-5.65229211443542,0.00636828214675455,0.162729311998069,"down",1.70682753562558
"Oxaliplatin","Com_3673_pos","Oxaliplatin","C8 H14 N2 O4 Pt",794.10814,11.785,398.06135,"Invalid mass","No results","No results",NA,NA,NA,NA,8157264.02600001,7374358.297,8205075.33299999,661825.0919,11663587.69,7848795.64500001,21.9052128737501,22.9139417167457,-1.00872884299563,0.525740052359125,0.586115923443738,"stable",0.624533983371399
"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","Com_3689_pos","2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12368,7.23,331.13096,"Invalid mass","No results","No results",NA,NA,NA,NA,3473398.885,2438028.067,7719596.127,191424.9088,218991.7252,211019.3584,17.6579839016408,21.9417646375212,-4.28378073588044,0.0132513309134982,0.179351440690216,"down",1.67785922091107
"PE 18:1_18:2","Com_3693_pos","PE 18:1_18:2","C41 H76 N O8 P",741.53136,9.71,742.53863,"No results","Full match","No results",NA,NA,NA,NA,40107803.6899999,54587410.84,37742840.92,43964854.73,43037828.95,103446885.2,25.7910880993802,25.3763814158757,0.414706683504473,0.521252526802318,0.584034903309732,"stable",0.723197219393098
"N1-phenethylbenzene-1-carbothioamide","Com_3725_pos","N1-phenethylbenzene-1-carbothioamide","C15 H15 N S",241.0929,5.328,242.10017,"Full match","No results","No results",NA,NA,NA,NA,17266899.82,20079617.43,17351120.93,12976465.01,12468514.29,11663938.77,23.5589106788864,24.1164199069283,-0.55750922804194,0.0199064488187291,0.209357672281105,"down",1.64828846916822
"2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","Com_3726_pos","2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole","C18 H18 N2 S",294.12175,5.022,295.12903,"Invalid mass","No results","No match","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",5256464.171,5024565.061,5338559.576,6555530.408,4088913.437,5873483.93099999,22.3644507508896,22.3114158793464,0.0530348715431366,0.799007535306692,0.682762236748239,"stable",0.218405468158587
"L-Ornithine","Com_3727_pos","L-Ornithine","C5 H12 N2 O2",132.09014,1.324,133.09741,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",2962916.964,3310208.306,4510582.676,1181053.484,1651289.879,1288900.885,20.3748382454258,21.7539865740133,-1.37914832858754,0.0274915213265729,0.231806803684675,"down",1.63212246556816
"PC 16:0_17:2","Com_3746_pos","PC 16:0_17:2","C41 H78 N O8 P",743.54687,11.778,744.55334,"No results","Full match","No results",NA,NA,NA,NA,4260906.901,6368655.3,7423264.92800001,3539941.792,5704453.78,6333499.484,22.2645076522232,22.4829696281613,-0.218461975938059,0.0205074537799639,0.211533668908445,"stable",0.510677661565102
"PE 19:2_19:2","Com_3747_pos","PE 19:2_19:2","C43 H78 N O8 P",767.54585,11.769,768.55312,"No results","Full match","No results",NA,NA,NA,NA,22188000.14,25397348.36,21713557.15,13752202.39,19350885.57,30668763.96,24.2631074296042,24.4578478669495,-0.194740437345292,0.640093118501122,0.632914008426015,"stable",0.470754797141254
"Indole-3-acetic acid","Com_3761_pos","Indole-3-acetic acid","C10 H9 N O2",175.06363,5.726,176.07091,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",13081577.39,13455225.96,15763201.8,16283348.66,17538112.33,12423868.11,23.8624984356179,23.7442512424845,0.118247193133378,0.660482550185445,0.640168481486909,"stable",0.557544828163365
"Ergocristine","Com_3764_pos","Ergocristine","C35 H39 N5 O5",1218.57466,4.827,610.29461,"Invalid mass","No results","No results","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergotamines, dihydroergotamines, and derivatives",6168038.11000001,4888913.96300001,3663613.686,2250658.612,3548197.041,2437706.725,21.3592212152743,22.1940995961302,-0.834878380855852,0.115816494252325,0.341551036401474,"stable",1.40311061702558
"2,3-dihydroxypropyl 12-methyltridecanoate","Com_3800_pos","2,3-dihydroxypropyl 12-methyltridecanoate","C17 H34 O4",319.27246,6.307,320.27973,"Invalid mass","No results","No results",NA,NA,NA,NA,240412.7128,221648.7875,300862.1336,212383.7773,250520.6075,228535.1836,17.8109801888812,17.9439375404057,-0.132957351524521,0.5096351919214,0.578549050201992,"stable",0.702650205090927
"6-Pentyl-2H-pyran-2-one","Com_3806_pos","6-Pentyl-2H-pyran-2-one","C10 H14 O2",166.09702,5.944,167.10412,"Invalid mass","No results","No results",NA,NA,NA,NA,187211.7226,664483.102999999,434589.2936,982138.5611,693102.3585,1120762.98,19.8014419098529,18.5284924483963,1.27294946145659,0.19969452074042,0.404004061112187,"stable",1.27738123500084
"Levamisole hydrochloride","Com_3852_pos","Levamisole hydrochloride","C11 H12 N2 S",204.07254,5.789,205.07982,"Full match","No results","No results",NA,NA,NA,NA,266415.2446,259226.2827,260264.3445,252305.9188,278243.406,251040.374,17.9894541262364,17.9989292466426,-0.00947512040617937,0.881881632839746,0.7037423127764,"stable",0.162912221443535
"3-(2-thienylmethylidene)chroman-4-one","Com_3865_pos","3-(2-thienylmethylidene)chroman-4-one","C14 H10 O2 S",264.02415,4.744,265.03143,"Invalid mass","No results","No results",NA,NA,NA,NA,797166.2238,734141.2723,707658.2622,703024.418599999,809547.639200001,768036.290000001,19.533595561608,19.5076375164188,0.025958045189121,0.825940289590302,0.689899020286455,"stable",0.282144447781501
"Epitestosterone","Com_3867_pos","Epitestosterone","C19 H28 O2",288.20913,6.941,289.21641,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",8026409.15999999,5700957.272,7378165.737,8286924.322,7746453.323,8757728.01200001,22.9765450101621,22.7313089318031,0.24523607835901,0.165263857333345,0.373021506188067,"stable",1.05981312731649
"CAR 12:1","Com_3877_pos","CAR 12:1","C19 H36 N O4",341.25625,6.796,342.26353,"No results","Invalid mass","No results",NA,NA,NA,NA,831934.682,1045704.89,834547.727200001,2269316.882,1826920.691,1665966.006,20.8609122514827,19.7775967008791,1.08331555060362,0.029550895389221,0.236443805333889,"up",1.64182051253528
"N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","Com_3905_pos","N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","C16 H21 N3 O2",287.16374,5.514,288.17102,"Full match","No results","No results",NA,NA,NA,NA,367062.5428,358007.2503,353550.0315,317829.9064,344822.4512,315208.4385,18.3131120580585,18.4556168390312,-0.142504780972693,0.0897281816868543,0.322492840666228,"stable",1.46258776323518
"2-benzylideneindan-1-one","Com_3930_pos","2-benzylideneindan-1-one","C16 H12 O",220.08913,7.408,221.0964,"Full match","No results","No results",NA,NA,NA,NA,5749758.922,5135881.875,8744308.72,5923584.501,5560159.416,6976206.624,22.5462483917395,22.6023878443345,-0.0561394525949943,0.720663137433713,0.66000053108197,"stable",0.189835422709912
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","Com_3973_pos","(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","C16 H28 O7",349.20784,7.111,350.21512,"Invalid mass","No results","No results",NA,NA,NA,NA,832591.3226,713469.0846,3197133.166,651134.0207,681790.06,719022.225399999,19.3824132914588,20.2400292647684,-0.857615973309592,0.319442655119279,0.486665190281098,"stable",0.910499259934446
"2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","Com_3990_pos","2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","C17 H17 N3 S",273.13287,4.774,296.12215,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",3244159.908,3772027.425,3975303.798,4099072.662,3314460.162,3231223.538,21.750285915055,21.799651974614,-0.049366059558956,0.824759691564342,0.689592915194191,"stable",0.299290395423275
"2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","Com_4009_pos","2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","C12 H12 N2 O S",232.0691,5.942,233.07637,"Invalid mass","No results","No results",NA,NA,NA,NA,3729715.624,2369954.988,3469289.926,4323361.207,3531153.583,3308010.981,21.8176542257784,21.5777571373727,0.239897088405709,0.32689419873398,0.490795528704796,"stable",0.785933385115211
"PS 32:1","Com_4070_pos","PS 32:1","C38 H72 N O10 P",755.472,9.679,756.47928,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1130831.748,1130772.492,1111060.082,12553840.66,19269102.54,28449182.03,24.1810984492334,20.1004451758105,4.08065327342288,0.00719825619809609,0.163146081687875,"up",1.69856164261031
"Methyldopa","Com_4104_pos","Methyldopa","C10 H13 N O4",211.08477,1.514,229.11859,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",2961488.175,3660024.662,2169621.663,2690461.234,2641786.586,2334543.858,21.2824046147755,21.4501082972614,-0.167703682485826,0.420866917824221,0.534192215308184,"stable",0.593669968264478
"DL-5-Methoxytryptophan","Com_4119_pos","DL-5-Methoxytryptophan","C12 H14 N2 O3",234.10078,5.264,235.10797,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",6307208.24599999,6971245.46999999,6157623.399,7403175.98099999,5735221.968,7341699.549,22.6929378098645,22.6251657795661,0.0677720302984,0.735590237705207,0.664585842293228,"stable",0.426174831530561
"Oleoyl ethanolamide","Com_4139_pos","Oleoyl ethanolamide","C20 H39 N O2",331.3089,7.877,332.31618,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",1964169.176,298937.2565,1441407.008,698445.5122,221181.4714,1731669.802,19.2974638281432,19.8513390949206,-0.553875266777471,0.391323138926301,0.522068945492245,"stable",0.386623115394121
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","Com_4149_pos","7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","C16 H10 N2 O2",262.07457,6.78,263.08185,"Full match","No results","No results",NA,NA,NA,NA,387885.2348,355347.7437,3062987.041,315743.2292,372085.5983,354931.3323,18.4036159029842,19.5168833932093,-1.11326749022512,0.382801381141079,0.518338419661958,"stable",0.826252649360786
"N-(p-Coumaroyl) serotonin","Com_4168_pos","N-(p-Coumaroyl) serotonin","C19 H18 N2 O3",644.26633,5.997,645.27361,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","N-acylserotonins",3733142.558,2259007.288,1404756.136,2653909.691,2048283.322,3665493.149,21.3704158602503,21.1203683124125,0.250047547837827,0.706460930220305,0.655519975542555,"stable",0.439174555518252
"SPB 17:1;2O","Com_4175_pos","SPB 17:1;2O","C17 H35 N O2",285.26702,7.237,286.2743,"No results","Full match","No results",NA,NA,NA,NA,3181233.308,1448388.928,6107178.649,3872362.293,1939146.443,3852136.545,21.5496667483547,21.5364156635883,0.01325108476642,0.972561464718136,0.723733659333036,"stable",0.0166422283783718
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","Com_4211_pos","N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","C8 H13 N7",207.12375,5.829,208.13103,"Full match","No results","No results",NA,NA,NA,NA,4667807.735,3775855.208,3501047.13,4393872.7,5252421.067,5477925.68,22.2589370165204,21.9140135907553,0.344923425765167,0.259823782080815,0.448657958152041,"stable",1.27010628216243
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","Com_4223_pos","(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","C16 H14 O4",252.079,7.463,253.08627,"Invalid mass","No results","No results",NA,NA,NA,NA,6556998.52000001,6322227.50900001,5781517.139,6251882.47199999,5969822.27500001,6894606.474,22.6007175189113,22.5665407841225,0.0341767347887867,0.7854135476844,0.67903381729999,"stable",0.3528917254507
"PE O-16:1_16:1","Com_4225_pos","PE O-16:1_16:1","C37 H72 N O7 P",673.50517,9.286,674.51245,"No results","Full match","No results",NA,NA,NA,NA,14126942.38,11781064.69,15127129.18,31117881.87,43238599.55,68852348.94,25.4313531750656,23.6975157939887,1.73383738107685,0.0306043870209639,0.238637421098206,"up",1.59728976763389
"13,14-Dihydro prostaglandin E1","Com_4241_pos","13,14-Dihydro prostaglandin E1","C20 H36 O5",338.24419,7.684,339.25147,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3345560.348,2871140.038,10282513.43,2732406.162,2846509.103,2965999.181,21.4408631905379,22.1402327753078,-0.699369584769883,0.333427085465872,0.49431935000543,"stable",0.887776343387916
"6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","Com_4267_pos","6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","C17 H16 N2 O4 S",344.08068,11.539,345.08795,"Invalid mass","No results","No results",NA,NA,NA,NA,2401315.38,2266298.299,29039475.68,8095275.275,2990628.994,2879349.677,21.9726592661558,22.3662706230221,-0.393611356866291,0.820034650992734,0.688361734821552,"stable",0.256336170949788
"o-Toluic Acid","Com_4272_pos","o-Toluic Acid","C8 H8 O2",136.05264,5.988,137.05992,"No results","No results","Full match",NA,NA,NA,NA,23811381.31,22012051.58,55711263.2399999,23490815.8,25966049.7,23125422.77,24.5262310329665,24.8761346502202,-0.349903617253627,0.53049634989836,0.588298972135195,"stable",0.646297513511621
"MGMG (18:2)","Com_4274_pos","MGMG (18:2)","C27 H48 O9",516.32778,1.793,259.17116,"No results","No results","Full match",NA,NA,NA,NA,11962478.37,7438724.64000001,5744490.73000001,4197352.794,14695274.86,5043956.89,22.6920072735014,22.9307948038724,-0.238787530371006,0.771735717916755,0.675192893132772,"stable",0.314289198549909
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","Com_4287_pos","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12 H14 O4",222.09072,5.08,483.14557,"Invalid mass","No results","No results",NA,NA,NA,NA,3196241.887,3535873.939,4643867.03899999,2003111.896,1302278.289,760432.921800001,20.2609597987685,21.8361586027894,-1.57519880402098,0.107522255908907,0.33627847320939,"stable",1.50740831187688
"Tomatidine","Com_4317_pos","Tomatidine","C27 H45 N O2",415.34522,10.839,416.35249,"Full match","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",2284593.434,3613971.532,5115842.88000001,5826501.775,2577325.821,3228259.829,21.7979890967635,21.7317334174351,0.0662556793283535,0.927470037575472,0.714141718917528,"stable",0.117028888400833
"PE O-18:2_22:6","Com_4322_pos","PE O-18:2_22:6","C45 H76 N O7 P",773.53593,10.346,774.54319,"No results","Full match","No results",NA,NA,NA,NA,14830406.33,17346236.6,13696759.46,15059725.89,20801137.28,37501582.78,24.4382664662645,23.8591684717758,0.579097994488716,0.32077388905817,0.487411978701869,"stable",1.01290791141392
"16α-Hydroxydehydroepiandrosterone","Com_4338_pos","16α-Hydroxydehydroepiandrosterone","C19 H28 O3",299.25452,8.678,322.24377,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",13945179.89,12195650.48,13547532.05,11995207.29,11340553.08,13270786.17,23.5375643078714,23.6548844356842,-0.117320127812743,0.164188817038471,0.372339385438568,"stable",0.950499287392224
"4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","Com_4344_pos","4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","C14 H16 N2 O S",260.09843,6.075,261.10571,"Full match","No results","No results",NA,NA,NA,NA,1527192.741,1818469.14,242723.2442,254620.8041,2008668.582,1709584.147,19.8670042990629,19.7418988267507,0.125105472312224,0.943350689675901,0.717594947369074,"stable",0.0806705526417855
"SM 34:0;2O","Com_4347_pos","SM 34:0;2O","C39 H81 N2 O6 P",726.56616,8.732,727.57343,"No results","Invalid mass","No results",NA,NA,NA,NA,39650097.15,26179144.96,9495077.723,1960385.847,2333685.291,2247241.711,21.0522028905315,24.353828028779,-3.30162513824749,0.0375795745580789,0.254819301748585,"down",1.61306182520221
"Oxohongdenafil","Com_4438_pos","Oxohongdenafil","C25 H32 N6 O4",960.51102,5.447,481.26279,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",8527426.639,5944457.34300001,17337693.54,4564373.257,6348046.035,3500927.829,22.1530574646948,23.1914004480328,-1.038342983338,0.274752696176734,0.459096389462865,"stable",1.22009499256328
"PS 20:2_20:3","Com_4463_pos","PS 20:2_20:3","C46 H80 N O10 P",837.55198,9.769,838.55925,"No results","Full match","No results",NA,NA,NA,NA,23600803.92,24837860.9,27266960.96,29847014.43,23602250.32,20726813.72,24.542833129734,24.5863402799516,-0.0435071502176179,0.856746530412232,0.697678396333117,"stable",0.224311807629561
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","Com_4527_pos","1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",219.12613,6.368,202.12287,"Invalid mass","No results","No results",NA,NA,NA,NA,5545744.563,5381690.535,5437730.415,3902324.475,4147219.308,3794015.002,21.911636391058,22.3790503126594,-0.467413921601427,0.00950000825941716,0.167476683531158,"down",1.69746693421671
"Ouabain","Com_4541_pos","Ouabain","C29 H44 O12",566.26891,5.55,567.27619,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolide glycosides and derivatives",5055698.26999999,5144705.01500001,4141238.84200001,1807242.569,2275914.675,1396126.302,20.7721239333913,22.1819222807744,-1.4097983473831,0.00706182374726431,0.163084165996881,"down",1.63918638811006
"UR-144 N-(5-Bromopentyl) analog","Com_4545_pos","UR-144 N-(5-Bromopentyl) analog","C21 H28 Br N O",411.11366,5.086,412.12094,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",477544.0037,1139055.493,452938.960599999,3436815.556,2332440.402,1396564.79,21.0931669532858,19.2578792906467,1.83528766263901,0.0752248225521935,0.307792866205123,"stable",1.46117647153374
"22(S)-Hydroxycholesterol","Com_4564_pos","22(S)-Hydroxycholesterol","C27 H46 O2",402.35021,11.252,403.35787,"No results","No results","Full match",NA,NA,NA,NA,144462.4269,131933.9038,191963.0578,152077.5462,176821.8248,166699.6377,17.3310919687442,17.2334199281699,0.0976720405742988,0.643689919358262,0.634214908515779,"stable",0.463336248793692
"PC O-18:0","Com_4596_pos","PC O-18:0","C26 H54 N O7 P",523.36457,10.117,524.37195,"No results","Full match","Full match",NA,NA,NA,NA,759229.0627,1201947.709,2399175.461,1441917.212,987626.8437,917321.089500001,20.0600769033663,20.3084085452557,-0.248331641889408,0.745684693879324,0.667617195919791,"stable",0.397768250970559
"LPC 34:2","Com_4636_pos","LPC 34:2","C42 H82 N O7 P",765.56011,11.238,766.56738,"No results","Invalid mass","No results",NA,NA,NA,NA,143384.2042,134100.4446,132842.0888,138068.1026,178251.8095,171287.6802,17.3015465308207,17.0606112853965,0.240935245424204,0.245653060646592,0.438787942565441,"stable",1.22205635574602
"PC O-33:4","Com_4644_pos","PC O-33:4","C41 H76 N O7 P",725.5355,10.802,726.54278,"No results","Full match","No results",NA,NA,NA,NA,4801433.474,3266242.776,4459101.834,1212324.86,4764636.089,5905066.151,21.628933766632,21.9741853575294,-0.34525159089733,0.715043572200105,0.658241660786259,"stable",0.393552304758893
"4-Methyl-2-Oxopentanoic Acid","Com_4664_pos","4-Methyl-2-Oxopentanoic Acid","C6 H10 O3",130.06357,3.551,131.07085,"No results","No results","Full match",NA,NA,NA,NA,1097034.623,62644.82946,2905250.3,546338.0727,617274.9726,1523398.752,19.6112834664569,19.1567721595139,0.454511306943029,0.779730211028582,0.677448942837605,"stable",0.224869473817622
"ILK","Com_4697_pos","ILK","C18 H36 N4 O4",186.13718,4.724,187.14442,"Invalid mass","No results","No results",NA,NA,NA,NA,3750569.112,2402441.31,2876884.591,2168022.989,3273577.531,1923292.352,21.1885106627377,21.4969412564983,-0.308430593760566,0.504413332240159,0.576035803304148,"stable",0.791399388995416
