"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Indole-3-acetic acid","Com_3761_pos","Indole-3-acetic acid","C10 H9 N O2",175.06363,5.726,176.07091,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",19705987.71,18383416.75,22122920.33,14839923.43,13358457.19,23.7471151862773,24.2543569424507,-0.507241756173357,0.0231637711383884,0.126345189293519,"down",1.44212775115638
"Ergocristine","Com_3764_pos","Ergocristine","C35 H39 N5 O5",1218.57466,4.827,610.29461,"Invalid mass","No results","No results","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergotamines, dihydroergotamines, and derivatives",2749290.378,2971445.407,2113542.869,2710026.331,2771354.077,21.3860175268107,21.3015310831069,0.0844864437037707,0.627965704715492,0.396125249613454,"stable",0.380986879992009
"2,3-dihydroxypropyl 12-methyltridecanoate","Com_3800_pos","2,3-dihydroxypropyl 12-methyltridecanoate","C17 H34 O4",319.27246,6.307,320.27973,"Invalid mass","No results","No results",NA,NA,NA,NA,1503273.26,1792895.04,1495148.905,1764786.751,1930536.685,20.8158164865724,20.6017977313667,0.214018755205753,0.141399565089201,0.225126670086551,"stable",1.10686705741821
"6-Pentyl-2H-pyran-2-one","Com_3806_pos","6-Pentyl-2H-pyran-2-one","C10 H14 O2",166.09702,5.944,167.10412,"Invalid mass","No results","No results",NA,NA,NA,NA,1496218.056,1068948.116,1683991.313,2201631.269,2392264.842,21.1300435598921,20.4080342267957,0.722009333096455,0.0569727778654214,0.168964052125322,"stable",1.31877159017277
"Levamisole hydrochloride","Com_3852_pos","Levamisole hydrochloride","C11 H12 N2 S",204.07254,5.789,205.07982,"Full match","No results","No results",NA,NA,NA,NA,446343.0619,411981.4825,401447.4212,397274.5667,379460.6781,18.5666838888654,18.6782883210277,-0.111604432162306,0.143677630737429,0.226564428717247,"stable",1.09679939935103
"3-(2-thienylmethylidene)chroman-4-one","Com_3865_pos","3-(2-thienylmethylidene)chroman-4-one","C14 H10 O2 S",264.02415,4.744,265.03143,"Invalid mass","No results","No results",NA,NA,NA,NA,1424686.395,1310152.836,1264664.967,1263692.209,1185714.983,20.2232697589814,20.3446134838316,-0.121343724850231,0.180590712486535,0.248238796977,"stable",1.06428097160395
"Epitestosterone","Com_3867_pos","Epitestosterone","C19 H28 O2",288.20913,6.941,289.21641,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",7526150.454,7421085.76699999,7833658.81800001,8406979.991,8531187.86299999,23.0137357055729,22.8559781381551,0.157757567417804,0.0119593536979634,0.109752288870803,"stable",1.4663835836715
"CAR 12:1","Com_3877_pos","CAR 12:1","C19 H36 N O4",341.25625,6.796,342.26353,"No results","Invalid mass","No results",NA,NA,NA,NA,4426696.068,5125464.591,5624061.86,9626827.54299999,10255880.37,23.2442885090895,22.2634104252214,0.98087808386807,0.00460543438880542,0.0866632434768908,"up",1.50827521739381
"N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","Com_3905_pos","N-cyclohexyl-6,7-dimethoxyquinazolin-4-amine","C16 H21 N3 O2",287.16374,5.514,288.17102,"Full match","No results","No results",NA,NA,NA,NA,587427.616,552822.3766,532898.6876,515617.3999,501461.8885,18.9558609786362,19.0880032690594,-0.132142290423204,0.0694250464757973,0.17835036200944,"stable",1.25748968233884
"2-benzylideneindan-1-one","Com_3930_pos","2-benzylideneindan-1-one","C16 H12 O",220.08913,7.408,221.0964,"Full match","No results","No results",NA,NA,NA,NA,3393506.879,3547859.212,2112295.446,3453549.243,2976831.328,21.6124972059221,21.4877476815459,0.124749524376199,0.670539867153954,0.409528965366101,"stable",0.341153172529465
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","Com_3973_pos","(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside","C16 H28 O7",349.20784,7.111,350.21512,"Invalid mass","No results","No results",NA,NA,NA,NA,1068307.499,953334.117,982322.7313,941353.021899999,917822.0276,19.8261156189167,19.9317851659516,-0.105669547034886,0.155609648585987,0.234236704744824,"stable",1.06153615160566
"2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","Com_3990_pos","2-[(3S)-1-(2-Pyridinylmethyl)-3-pyrrolidinyl]-1,3-benzothiazole","C17 H17 N3 S",273.13287,4.774,296.12215,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",4429694.562,5174473.631,6668110.05000001,3708878.097,4712701.726,21.9953371814116,22.3502009869014,-0.354863805489746,0.252526223972821,0.277694371987396,"stable",0.96701262181824
"2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","Com_4009_pos","2-phenyl-2,4,6,7-tetrahydrothiino[4,3-c]pyrazol-3-ol","C12 H12 N2 O S",232.0691,5.942,233.07637,"Invalid mass","No results","No results",NA,NA,NA,NA,5188469.616,4766239.757,4872518.324,5087365.783,5007318.812,22.2670471401693,22.2358446368092,0.031202503360177,0.490481612005767,0.359426223640568,"stable",0.543439569000052
"PS 32:1","Com_4070_pos","PS 32:1","C38 H72 N O10 P",755.472,9.679,756.47928,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",20844665.4,19903364.88,19317777.5,5600403.02200001,5425779.663,22.3942491261362,24.2543698946023,-1.86012076846608,2.07250771264629e-05,0.00584994460930931,"down",1.54869939998584
"Methyldopa","Com_4104_pos","Methyldopa","C10 H13 N O4",211.08477,1.514,229.11859,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",2087725.8,2448809.1,2322416.517,44272889.65,24408504.58,24.9704003887255,21.121448332931,3.84895205579457,0.0648721276344033,0.175224667724398,"stable",1.53303414838897
"DL-5-Methoxytryptophan","Com_4119_pos","DL-5-Methoxytryptophan","C12 H14 N2 O3",234.10078,5.264,235.10797,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",2546533.401,2430034.617,2727474.233,3868426.728,3051123.04,21.7121122230126,21.2905942603785,0.421517962634098,0.225361478626801,0.268068894111412,"stable",1.33862784801348
"Oleoyl ethanolamide","Com_4139_pos","Oleoyl ethanolamide","C20 H39 N O2",331.3089,7.877,332.31618,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",8154525.41,839312.3567,1491006.51,1261553.807,1852603.362,20.5439464580124,21.0486243019412,-0.504677843928771,0.664925632221429,0.407694554421963,"stable",0.342002082273501
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","Com_4149_pos","7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one","C16 H10 N2 O2",262.07457,6.78,263.08185,"Full match","No results","No results",NA,NA,NA,NA,4891019.25200001,495719.9542,504934.3223,472709.2772,466644.3086,18.8412787137746,20.0288685801737,-1.18758986639909,0.391958131643232,0.332534157480933,"stable",0.675713926161197
"N-(p-Coumaroyl) serotonin","Com_4168_pos","N-(p-Coumaroyl) serotonin","C19 H18 N2 O3",644.26633,5.997,645.27361,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","N-acylserotonins",4674391.326,650917.3722,2094974.887,421326.0186,1179449.606,19.427129916499,20.8223211663209,-1.39519124982185,0.302558162399668,0.299564376715963,"stable",0.863311161458476
"SPB 17:1;2O","Com_4175_pos","SPB 17:1;2O","C17 H35 N O2",285.26702,7.237,286.2743,"No results","Full match","No results",NA,NA,NA,NA,8150672.36200001,3103067.289,6163811.146,5084061.325,5099467.605,22.2797326028862,22.3597141411959,-0.0799815383096636,0.864624425623197,0.471336239761248,"stable",0.133448484662993
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","Com_4211_pos","N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine","C8 H13 N7",207.12375,5.829,208.13103,"Full match","No results","No results",NA,NA,NA,NA,3678126.656,3236627.899,4937100.715,3011569.575,3360094.688,21.6010773084352,21.8906108194014,-0.289533510966198,0.249300055161454,0.27662799499716,"stable",0.885497905001553
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","Com_4223_pos","(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one","C16 H14 O4",252.079,7.463,253.08627,"Invalid mass","No results","No results",NA,NA,NA,NA,3573765.672,3167566.958,3538668.162,3535829.911,2936580.181,21.6196615225392,21.7062441151262,-0.0865825925870105,0.634819663364006,0.398299828313715,"stable",0.583103473786439
"PE O-16:1_16:1","Com_4225_pos","PE O-16:1_16:1","C37 H72 N O7 P",673.50517,9.286,674.51245,"No results","Full match","No results",NA,NA,NA,NA,84542167.1600001,82558699.3400001,82479607.5599999,154091924.4,140676695.5,27.133512062628,26.3098729327212,0.823639129906827,0.0444725889556746,0.156598111278431,"up",1.54111580037172
"13,14-Dihydro prostaglandin E1","Com_4241_pos","13,14-Dihydro prostaglandin E1","C20 H36 O5",338.24419,7.684,339.25147,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3577812.007,3811040.633,3331452.969,4673452.295,3370374.805,21.9202674211964,21.7667066030589,0.153560818137539,0.631425917123237,0.397226007820502,"stable",0.65526795972619
"6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","Com_4267_pos","6,7,8-trimethoxy-3-phenyl-2-thioxo-1,2,3,4-tetrahydroquinazolin-4-one","C17 H16 N2 O4 S",344.08068,11.539,345.08795,"Invalid mass","No results","No results",NA,NA,NA,NA,3179730.692,3127771.52,2801913.697,2829695.076,2637985.254,21.3816101187022,21.5317193126557,-0.15010919395349,0.148836686048294,0.229969469141523,"stable",1.11936720801541
"o-Toluic Acid","Com_4272_pos","o-Toluic Acid","C8 H8 O2",136.05264,5.988,137.05992,"No results","No results","Full match",NA,NA,NA,NA,33570911.35,29347442.01,30889430.3,30672707.79,30376181.8,24.8634447002413,24.8960165728611,-0.0325718726197373,0.623611276482343,0.394731474084855,"stable",0.385891211477114
"MGMG (18:2)","Com_4274_pos","MGMG (18:2)","C27 H48 O9",516.32778,1.793,259.17116,"No results","No results","Full match",NA,NA,NA,NA,1038557.309,986467.617300001,975024.560799999,987414.7446,901202.4719,19.8473942039669,19.9310468665444,-0.0836526625775029,0.406726970468956,0.33709338223901,"stable",0.962466619416578
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","Com_4287_pos","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12 H14 O4",222.09072,5.08,483.14557,"Invalid mass","No results","No results",NA,NA,NA,NA,1602614.809,1119154.865,2216357.379,1182962.181,1110514.454,20.1283846305015,20.5952445452549,-0.46685991475341,0.240878779913596,0.273751268695152,"stable",0.914127697020645
"Tomatidine","Com_4317_pos","Tomatidine","C27 H45 N O2",415.34522,10.839,416.35249,"Full match","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",1592400.605,2266179.248,1536760.783,1499554.524,1192472.951,20.3508138300881,20.7553545397484,-0.40454070966031,0.201855068800761,0.258373818152912,"stable",1.03208375791765
"PE O-18:2_22:6","Com_4322_pos","PE O-18:2_22:6","C45 H76 N O7 P",773.53593,10.346,774.54319,"No results","Full match","No results",NA,NA,NA,NA,33658275.6,26509726.54,26854616.22,32179371.79,26568626.14,24.8014265592345,24.7810477168297,0.0203788424048135,0.918148309291628,0.486324116985986,"stable",0.102600679939528
"16α-Hydroxydehydroepiandrosterone","Com_4338_pos","16α-Hydroxydehydroepiandrosterone","C19 H28 O3",299.25452,8.678,322.24377,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",15812369.06,13631828.81,12367855.25,15299987.85,12980508.47,23.7484353665448,23.7250393295233,0.0233960370215271,0.893234602338206,0.479454860771404,"stable",0.130610849965916
"4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","Com_4344_pos","4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate","C14 H16 N2 O S",260.09843,6.075,261.10571,"Full match","No results","No results",NA,NA,NA,NA,3857209.968,5144043.166,3499580.338,3377911.042,2002845.862,21.3106599349775,21.9707826887003,-0.660122753722799,0.299141130835814,0.298084266623712,"stable",1.13559126052765
"SM 34:0;2O","Com_4347_pos","SM 34:0;2O","C39 H81 N2 O6 P",726.56616,8.732,727.57343,"No results","Invalid mass","No results",NA,NA,NA,NA,29127172.23,25774091.21,29622679.05,79479789.1799999,70716433.1199999,26.1598134412284,24.7451597736255,1.41465366760288,0.00445020504292836,0.0857537542370631,"up",1.53784618059637
"Oxohongdenafil","Com_4438_pos","Oxohongdenafil","C25 H32 N6 O4",960.51102,5.447,481.26279,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",2896484.363,5810066.377,3008546.62,2456492.588,2890267.172,21.3454699420801,21.8188766476503,-0.47340670557027,0.282945895012554,0.291004305690594,"stable",0.831688300790602
"PS 20:2_20:3","Com_4463_pos","PS 20:2_20:3","C46 H80 N O10 P",837.55198,9.769,838.55925,"No results","Full match","No results",NA,NA,NA,NA,14464750.62,17368740.32,16365528.74,19877713.15,25445922.3,24.4227898010664,23.9333949275374,0.489394873529061,0.180225837857626,0.248051800866465,"stable",1.33555456547688
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","Com_4527_pos","1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",219.12613,6.368,202.12287,"Invalid mass","No results","No results",NA,NA,NA,NA,3614354.117,4004982.364,3782263.632,3710161.962,3103568.756,21.6942737066271,21.8564964616336,-0.162222755006486,0.413889442734359,0.339229475715571,"stable",1.00077547233222
"Ouabain","Com_4541_pos","Ouabain","C29 H44 O12",566.26891,5.55,567.27619,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolide glycosides and derivatives",2535722.788,1497242.515,3601839.842,3468097.498,3644183.532,21.761438607709,21.1893815650578,0.572057042651142,0.259674276721147,0.280774982588563,"stable",0.883803110156981
"UR-144 N-(5-Bromopentyl) analog","Com_4545_pos","UR-144 N-(5-Bromopentyl) analog","C21 H28 Br N O",411.11366,5.086,412.12094,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",589838.4357,552043.683900001,1213749.3,716798.7326,2987540.351,20.4808676645777,19.4851407505034,0.995726914074254,0.502922735387743,0.362309765168878,"stable",0.834467175552358
"22(S)-Hydroxycholesterol","Com_4564_pos","22(S)-Hydroxycholesterol","C27 H46 O2",402.35021,11.252,403.35787,"No results","No results","Full match",NA,NA,NA,NA,486706.741599999,284354.6809,473362.3263,333505.8476,191624.425,17.9476372345877,18.6208702083704,-0.67323297378266,0.302247564624499,0.299430620538972,"stable",1.02467995200744
"PC O-18:0","Com_4596_pos","PC O-18:0","C26 H54 N O7 P",523.36457,10.117,524.37195,"No results","Full match","Full match",NA,NA,NA,NA,4772202.653,8515413.13499999,4872371.392,2806795.951,2836735.623,21.4281465130614,22.4746872159698,-1.04654070290839,0.0619507291882225,0.173043949445798,"stable",1.33809518319084
"LPC 34:2","Com_4636_pos","LPC 34:2","C42 H82 N O7 P",765.56011,11.238,766.56738,"No results","Invalid mass","No results",NA,NA,NA,NA,205897.5463,208629.6278,2078693.051,940427.229600001,4936576.10700001,21.0390180625988,18.76979898213,2.26921908046883,0.274028735159549,0.287204921970641,"stable",0.95098317048144
"PC O-33:4","Com_4644_pos","PC O-33:4","C41 H76 N O7 P",725.5355,10.802,726.54278,"No results","Full match","No results",NA,NA,NA,NA,7195999.28499999,7751075.08900001,7081174.36099999,16606353.58,1824867.598,22.3922961744794,22.8067619402096,-0.414465765730217,0.837958435814216,0.463537937646266,"stable",0.305959328001877
"4-Methyl-2-Oxopentanoic Acid","Com_4664_pos","4-Methyl-2-Oxopentanoic Acid","C6 H10 O3",130.06357,3.551,131.07085,"No results","No results","Full match",NA,NA,NA,NA,319807.8475,332441.2369,71248.6313699999,67393.5019000001,528089.8155,17.5253728327818,17.5833867730437,-0.0580139402619295,0.97612668262875,0.501629059601338,"stable",0.0356708513614594
"ILK","Com_4697_pos","ILK","C18 H36 N4 O4",186.13718,4.724,187.14442,"Invalid mass","No results","No results",NA,NA,NA,NA,4263214.823,7726525.558,3325154.182,3934094.695,3728512.426,21.8688844862204,22.1899628376469,-0.321078351426511,0.467867493729502,0.353922547617614,"stable",0.572111759123702
"3-Methoxy prostaglandin F1α","Com_4719_pos","3-Methoxy prostaglandin F1α","C21 H38 O6",408.24513,8.852,409.25241,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",603405.9589,596250.797399999,553150.3901,561525.4635,549272.186199999,19.0830768170226,19.1552138100781,-0.072136993055512,0.202150692890423,0.25850489667426,"stable",0.968279701323336
"Paraxanthine","Com_4734_pos","Paraxanthine","C7 H8 N4 O2",180.06345,1.722,198.09721,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",22016218.16,22923304.52,22884640.03,16199998.85,17362063.59,23.9994627352172,24.4300837646521,-0.430621029434903,0.0458680036883615,0.157888894859352,"down",1.52566350265688
"3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","Com_4794_pos","3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","C15 H12 O4",256.0696,2.404,257.07688,"Invalid mass","No results","No results",NA,NA,NA,NA,8492375.16100001,8104133.21,7862586.281,12294538.56,12349256.14,23.5547175301869,22.9581785484747,0.596538981712211,0.0027048884112599,0.0714077866755726,"up",1.53873560532973
"Scopolamine","Com_4826_pos","Scopolamine","C17 H21 N O4",303.15094,6.247,304.15822,"Invalid mass","No results","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",577214.629500001,489072.8426,589310.3604,562201.1918,778917.1478,19.3359186700842,19.0690354249764,0.26688324510782,0.447892905246025,0.348757042267787,"stable",0.925848437703703
"CAR 18:1","Com_4846_pos","CAR 18:1","C25 H48 N O4",443.36168,8.54,426.35843,"No results","Invalid mass","No results",NA,NA,NA,NA,20865368.38,16863028.57,12388156.19,25594548.75,27887587.92,24.6712265280208,23.9614751757157,0.709751352305144,0.0740377121477167,0.181219983129954,"stable",1.27161713137145
"PC 34:2","Com_4877_pos","PC 34:2","C42 H80 N O8 P",779.54448,9.041,780.55176,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",118873241,109727274.1,108689080.3,112166353.6,110509849.9,26.730332230215,26.7432758149756,-0.0129435847606523,0.785801203278034,0.447600041834352,"stable",0.21441420274294
"L-Tryptophan","Com_4890_pos","L-Tryptophan","C11 H12 N2 O2",204.09439,6.753,205.10167,"No results","Invalid mass","No results","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",6396745.527,2744542.812,4011088.3,5935854.402,5978820.51000001,22.5062268721206,21.9775344565292,0.528692415591411,0.272931617474814,0.286727437547505,"stable",0.862519673737516
"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","Com_4928_pos","N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","C13 H17 Cl N2 O3 S",332.03653,1.343,333.04355,"Invalid mass","No results","No results",NA,NA,NA,NA,991095.4992,1839907.54,1889315.784,2350121.147,1089305.1,20.609640178866,20.5264329390345,0.0832072398314629,0.909821933256103,0.484048612092914,"stable",0.130149857780606
"Heptadecanoic Acid","Com_5018_pos","Heptadecanoic Acid","C17 H34 O2",292.23439,6.943,293.24165,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9304044.718,6365824.314,5458084.782,5454758.551,5182537.12500001,22.3421555116801,22.7104352949935,-0.368279783313408,0.246791706876591,0.275785452696154,"stable",0.903354395800439
"Norlidocaine","Com_5020_pos","Norlidocaine","C12 H18 N2 O",206.14228,5.393,207.14957,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid amides",3127023.105,3141838.867,3196478.159,3379645.629,3053871.013,21.6153241240227,21.5891960051459,0.0261281188767839,0.781680537676987,0.446300414012503,"stable",0.403855427389645
"LPE 38:6","Com_5025_pos","LPE 38:6","C43 H76 N O7 P",749.53583,10.16,750.54319,"No results","Full match","No results",NA,NA,NA,NA,12000238.85,9911759.975,8574844.229,23861618.29,23317731.86,24.4915563404852,23.2629828796151,1.22857346087003,0.0119330083358046,0.109711874981823,"up",1.50155226060147
"Zaleplon-d4","Com_5091_pos","Zaleplon-d4","C17 H11 [2]H4 N5 O",309.14831,5.518,310.15558,"Invalid mass","No results","No results",NA,NA,NA,NA,580863.3567,546644.8164,526943.7663,509855.5898,495858.2604,18.9396487090119,19.0717909995121,-0.132142290500205,0.0694250466747962,0.178350362139376,"stable",1.25748968194917
"(-)-Epigallocatechin","Com_5117_pos","(-)-Epigallocatechin","C15 H14 O7",634.13396,1.92,635.14123,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",7445064.424,2636293.944,8340477.107,13568778.78,13570825.97,23.6938963702018,22.3832103975996,1.31068597260223,0.131388962123145,0.218464742723221,"stable",1.1510131981583
"Quinidine","Com_5129_pos","Quinidine","C20 H24 N2 O2",302.19991,5.93,325.18915,"Invalid mass","No results","No results","Alkaloids and derivatives","Cinchona alkaloids","Not available","Cinchona alkaloids",529566.6071,481602.2482,487725.2671,464390.1627,446356.139900001,18.7964068158115,18.929214805897,-0.132807990085585,0.0824068817391837,0.187042572807675,"stable",1.22545269012428
"Methandrostenolone","Com_5226_pos","Methandrostenolone","C20 H28 O2",300.20937,9.046,323.19858,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",5449348.686,5631057.287,6756138.10300001,5361289.688,5380263.857,22.3566970780198,22.4967980539978,-0.140100975977948,0.283478427673475,0.291226712599714,"stable",0.844284125805639
"PC 16:0_17:1","Com_5274_pos","PC 16:0_17:1","C41 H80 N O8 P",745.55979,10.074,746.56707,"No results","Full match","No results",NA,NA,NA,NA,49689912.88,33156753,5449005.02,25057911.32,25355908.01,24.587290716308,24.3089368208753,0.27835389543273,0.803146208786163,0.453004296253018,"stable",0.195265805611104
"3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","Com_5282_pos","3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","C15 H16 N2 O2",278.10056,1.667,279.10779,"Invalid mass","No results","No results",NA,NA,NA,NA,11780305.61,14551097.27,16704069.61,20305188.44,17242718.88,24.1574145125286,23.7593981788343,0.398016333694255,0.12607720860788,0.214684131186952,"stable",1.1477797750709
"16(R)-HETE","Com_5314_pos","16(R)-HETE","C20 H32 O3",342.21758,8.097,343.22486,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",6848637.423,7287617.62000001,6608384.65200001,9459703.408,5885891.70999999,22.8310965446483,22.7200892062342,0.111007338414019,0.800502642934895,0.452187469784742,"stable",0.370165142910646
"PC 38:3","Com_5341_pos","PC 38:3","C46 H86 N O8 P",833.59118,11.737,834.59845,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",11588973.98,12068430.76,11887571.01,14626958.05,12550709.74,23.6916960221062,23.4979782975532,0.193717724552904,0.324474883750427,0.308626066936836,"stable",1.23297958749613
"4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","Com_5348_pos","4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","C18 H22 O4",302.15037,6.26,303.15766,"Full match","No results","No results",NA,NA,NA,NA,1952013.911,713493.6451,2349832.561,1558416.94,4439532.22,21.326813037783,20.5017331625359,0.825079875247102,0.46649932097928,0.353578148912043,"stable",0.731324907780094
"4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","Com_5372_pos","4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","C15 H18 N2 O S",137.05965,4.818,297.10867,"Invalid mass","No results","No results",NA,NA,NA,NA,3708865.882,4291051.272,6532484.183,5006362.983,5109239.236,22.2700042627275,22.1648822241771,0.105122038550391,0.709677783894272,0.422561956800102,"stable",0.292150816521265
"FRH","Com_5379_pos","FRH","C21 H30 N8 O4",458.24154,9.518,459.24882,"Invalid mass","No results","No match",NA,NA,NA,NA,3080344.912,2716311.788,1333074.958,1060277.66,1739362.69,20.3730690257949,21.0914015335269,-0.718332507731965,0.267564950743344,0.284359050489188,"stable",0.92911769072734
"N-Acetylsphingosine","Com_5395_pos","N-Acetylsphingosine","C20 H39 N O3",341.29336,7.728,364.28256,"Full match","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Ceramides",496977.2352,508795.1357,578281.6221,513477.6639,502291.0173,18.954052972457,19.0069861077988,-0.0529331353417994,0.520518473176232,0.36658182035489,"stable",0.506028653064231
"LNK","Com_5513_pos","LNK","C16 H31 N5 O5",373.23702,6.758,374.24426,"Invalid mass","No results","No results",NA,NA,NA,NA,372822.0249,333416.475,347812.2252,326121.9812,319365.929,18.2999515214916,18.4210141836146,-0.121062662122927,0.113392651948255,0.206451743757928,"stable",1.16216208854894
"2-(4-fluorophenyl)quinoline","Com_5536_pos","2-(4-fluorophenyl)quinoline","C15 H10 F N",223.07662,7.093,224.0839,"Invalid mass","No results","No results",NA,NA,NA,NA,3809586.516,4322807.76,3277272.852,3722291.628,2797950.212,21.6218492595686,21.8496015324494,-0.227752272880853,0.454564266261045,0.350515679308124,"stable",0.811612015983177
"2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","Com_5552_pos","2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","C14 H20 N2 O3",264.14775,5.413,265.15502,"Full match","No results","Full match",NA,NA,NA,NA,2084113.682,2192025.536,3027040.376,2577498.889,2226240.393,21.191859164998,21.1947707353288,-0.00291157033085554,0.989257582949976,0.504969494177163,"stable",0.0112521123042444
